generation    1.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   4.07759e-01  3.63414e-01  2.60209e-04  8.70326e-01  9.04493e-01  8.27731e-08  2.70000e+01  0.00000e+00 
   3.50348e-01  3.02803e-01  3.14968e-04  1.17625e+00  1.21848e+00  7.92357e-08  1.80000e+01  0.00000e+00 
   3.73435e-01  2.54251e-01  3.11913e-04  9.15735e-01  1.30180e+00  7.90397e-08  1.60000e+01  0.00000e+00 
   3.99873e-01  5.81888e-01  2.94452e-04  9.21015e-01  1.00456e+00  7.51680e-08  7.00000e+00  0.00000e+00 
   3.97751e-01  6.41678e-01  2.94760e-04  1.48133e+00  9.42661e-01  8.12235e-08  2.40000e+01  0.00000e+00 
   3.81140e-01  2.23360e-01  3.19886e-04  1.03601e+00  1.03462e+00  8.03242e-08  2.10000e+01  0.00000e+00 
   3.56995e-01  5.58394e-01  2.93907e-04  1.60023e+00  9.45530e-01  7.81124e-08  1.20000e+01  0.00000e+00 
   3.70716e-01  1.40019e-01  2.68220e-04  8.72895e-01  1.16617e+00  8.29582e-08  2.90000e+01  0.00000e+00 
   4.23205e-01  5.96787e-01  2.79664e-04  1.13731e+00  1.21570e+00  7.68350e-08  9.00000e+00  0.00000e+00 
   3.55859e-01  4.76179e-01  2.61669e-04  7.74535e-01  9.56087e-01  8.18520e-08  2.60000e+01  0.00000e+00 
   4.34568e-01  4.33053e-01  3.00786e-04  1.72175e+00  1.03004e+00  7.91346e-08  1.70000e+01  0.00000e+00 
   3.74653e-01  5.89589e-01  3.16828e-04  8.56403e-01  8.80761e-01  8.05187e-08  2.30000e+01  0.00000e+00 
   3.28580e-01  5.39101e-01  2.84643e-04  1.02711e-01  1.13298e+00  8.03655e-08  2.20000e+01  0.00000e+00 
   3.38814e-01  1.19997e-01  3.08365e-04  7.29816e-01  1.29654e+00  8.64061e-08  3.80000e+01  0.00000e+00 
   4.14324e-01  3.98074e-01  3.12046e-04  1.35549e+00  7.66895e-01  7.85752e-08  1.30000e+01  0.00000e+00 
   3.95467e-01  4.08844e-01  3.14748e-04  8.49055e-01  9.35167e-01  8.02909e-08  2.00000e+01  0.00000e+00 
   4.24602e-01  1.19997e-01  3.18029e-04  1.11648e+00  1.30180e+00  7.99293e-08  1.90000e+01  0.00000e+00 
   4.27646e-01  2.63331e-01  2.33437e-04  9.28332e-01  7.09069e-01  8.33492e-08  3.00000e+01  0.00000e+00 
   4.33139e-01  2.37920e-01  2.79577e-04  1.22207e+00  1.23706e+00  7.45894e-08  4.00000e+00  0.00000e+00 
   3.70103e-01  1.42796e-01  3.20979e-04  8.85884e-01  9.79025e-01  8.15910e-08  2.50000e+01  0.00000e+00 
   3.98449e-01  5.39162e-01  2.83043e-04  1.23432e+00  1.14638e+00  7.52293e-08  8.00000e+00  0.00000e+00 
   3.50986e-01  3.64810e-01  2.26902e-04  8.59075e-01  1.07841e+00  7.49133e-08  6.00000e+00  0.00000e+00 
   4.21444e-01  5.30258e-01  2.03676e-04  6.96475e-01  8.37203e-01  7.80179e-08  1.10000e+01  0.00000e+00 
   3.61490e-01  1.37251e-01  2.57610e-04  9.46571e-01  9.79058e-01  8.55634e-08  3.60000e+01  0.00000e+00 
   3.61002e-01  5.42681e-01  3.35874e-04  1.54153e+00  9.87246e-01  8.45937e-08  3.30000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  3.00000e+00  0.00000e+00 
   3.58980e-01  2.36571e-01  3.37441e-04  9.32525e-01  8.28546e-01  8.48889e-08  3.50000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   4.43021e-01  6.76646e-01  3.44222e-04  8.61001e-01  1.04468e+00  8.66141e-08  3.90000e+01  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  1.40000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
                                                                                                  
generation    1.20000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.91738e-01  3.35616e-01  3.19206e-04  1.66306e+00  1.22254e+00  8.03980e-08  3.50000e+01  0.00000e+00 
   3.52614e-01  4.57218e-01  2.96756e-04  1.54153e+00  8.35704e-01  8.01749e-08  3.10000e+01  0.00000e+00 
   4.01786e-01  4.54835e-01  3.11913e-04  9.64547e-01  1.21498e+00  7.85850e-08  2.20000e+01  0.00000e+00 
   3.85699e-01  1.38325e-01  2.94563e-04  1.20783e+00  1.30424e+00  7.41135e-08  5.00000e+00  0.00000e+00 
   3.61731e-01  5.81888e-01  2.31775e-04  8.47452e-01  1.09726e+00  7.71930e-08  1.70000e+01  0.00000e+00 
   3.55118e-01  3.99976e-01  2.51385e-04  1.06737e+00  1.06401e+00  8.09069e-08  3.80000e+01  0.00000e+00 
   3.78901e-01  6.60404e-01  2.51378e-04  1.24682e+00  1.19875e+00  7.23514e-08  3.00000e+00  0.00000e+00 
   3.31795e-01  3.80153e-01  2.52032e-04  9.65288e-01  1.15223e+00  7.95850e-08  2.90000e+01  0.00000e+00 
   4.06227e-01  2.50356e-01  2.09796e-04  8.60218e-01  9.38901e-01  7.35300e-08  4.00000e+00  0.00000e+00 
   3.90429e-01  6.66600e-01  2.99272e-04  1.02267e+00  8.45021e-01  7.51684e-08  1.20000e+01  0.00000e+00 
   3.79532e-01  2.00791e-01  3.13918e-04  1.30636e+00  1.07597e+00  7.90174e-08  2.50000e+01  0.00000e+00 
   4.46038e-01  5.93658e-01  3.20092e-04  1.52413e+00  9.18401e-01  8.06177e-08  3.70000e+01  0.00000e+00 
   3.65840e-01  3.99385e-01  2.24875e-04  8.00872e-01  1.12000e+00  7.59802e-08  1.40000e+01  0.00000e+00 
   3.57774e-01  2.39423e-01  3.02967e-04  1.30118e+00  1.09823e+00  7.62507e-08  1.50000e+01  0.00000e+00 
   3.32596e-01  2.58751e-01  2.03676e-04  8.44147e-01  1.07409e+00  7.44761e-08  7.00000e+00  0.00000e+00 
   3.70788e-01  1.09593e-01  2.86051e-04  1.66306e+00  1.22254e+00  7.47131e-08  9.00000e+00  0.00000e+00 
   4.20705e-01  2.36571e-01  2.64111e-04  1.50335e+00  1.31830e+00  7.10347e-08  2.00000e+00  0.00000e+00 
   3.97503e-01  1.97936e-01  3.13979e-04  1.19257e+00  9.56249e-01  7.90049e-08  2.40000e+01  0.00000e+00 
   3.42604e-01  2.50356e-01  3.09844e-04  1.27964e+00  9.38901e-01  7.79840e-08  1.80000e+01  0.00000e+00 
   3.50348e-01  3.02803e-01  3.14968e-04  1.17625e+00  1.21848e+00  7.92357e-08  2.80000e+01  0.00000e+00 
   3.73435e-01  2.54251e-01  3.11913e-04  9.15735e-01  1.30180e+00  7.90397e-08  2.60000e+01  0.00000e+00 
   3.99873e-01  5.81888e-01  2.94452e-04  9.21015e-01  1.00456e+00  7.51680e-08  1.10000e+01  0.00000e+00 
   3.97751e-01  6.41678e-01  2.94760e-04  1.48133e+00  9.42661e-01  8.12235e-08  3.90000e+01  0.00000e+00 
   3.81140e-01  2.23360e-01  3.19886e-04  1.03601e+00  1.03462e+00  8.03242e-08  3.30000e+01  0.00000e+00 
   3.56995e-01  5.58394e-01  2.93907e-04  1.60023e+00  9.45530e-01  7.81124e-08  2.00000e+01  0.00000e+00 
   4.23205e-01  5.96787e-01  2.79664e-04  1.13731e+00  1.21570e+00  7.68350e-08  1.60000e+01  0.00000e+00 
   4.34568e-01  4.33053e-01  3.00786e-04  1.72175e+00  1.03004e+00  7.91346e-08  2.70000e+01  0.00000e+00 
   3.74653e-01  5.89589e-01  3.16828e-04  8.56403e-01  8.80761e-01  8.05187e-08  3.60000e+01  0.00000e+00 
   3.28580e-01  5.39101e-01  2.84643e-04  1.02711e-01  1.13298e+00  8.03655e-08  3.40000e+01  0.00000e+00 
   4.14324e-01  3.98074e-01  3.12046e-04  1.35549e+00  7.66895e-01  7.85752e-08  2.10000e+01  0.00000e+00 
   3.95467e-01  4.08844e-01  3.14748e-04  8.49055e-01  9.35167e-01  8.02909e-08  3.20000e+01  0.00000e+00 
   4.24602e-01  1.19997e-01  3.18029e-04  1.11648e+00  1.30180e+00  7.99293e-08  3.00000e+01  0.00000e+00 
   4.33139e-01  2.37920e-01  2.79577e-04  1.22207e+00  1.23706e+00  7.45894e-08  8.00000e+00  0.00000e+00 
   3.98449e-01  5.39162e-01  2.83043e-04  1.23432e+00  1.14638e+00  7.52293e-08  1.30000e+01  0.00000e+00 
   3.50986e-01  3.64810e-01  2.26902e-04  8.59075e-01  1.07841e+00  7.49133e-08  1.00000e+01  0.00000e+00 
   4.21444e-01  5.30258e-01  2.03676e-04  6.96475e-01  8.37203e-01  7.80179e-08  1.90000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  6.00000e+00  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  2.30000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
                                                                                                  
generation    1.30000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.64961e-01  4.51426e-01  2.97059e-04  1.20743e+00  9.33261e-01  7.47463e-08  1.40000e+01  0.00000e+00 
   4.33003e-01  3.06266e-01  2.30862e-04  8.57924e-01  1.24322e+00  7.68463e-08  2.50000e+01  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  1.00000e+00  0.00000e+00 
   4.11603e-01  4.33053e-01  2.92927e-04  1.32503e+00  1.03004e+00  7.37331e-08  8.00000e+00  0.00000e+00 
   3.28671e-01  5.54693e-01  3.05988e-04  1.39538e+00  9.05868e-01  7.70446e-08  2.60000e+01  0.00000e+00 
   4.21444e-01  1.33207e-01  3.07058e-04  1.32510e+00  8.37203e-01  7.72906e-08  2.80000e+01  0.00000e+00 
   3.69483e-01  4.49947e-01  2.92659e-04  1.59582e+00  9.78174e-01  7.74526e-08  2.90000e+01  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  0.00000e+00  0.00000e+00 
   3.36697e-01  3.45993e-01  2.70311e-04  1.01022e+00  9.52397e-01  7.77854e-08  3.00000e+01  0.00000e+00 
   4.24602e-01  1.19997e-01  2.72275e-04  9.47118e-02  1.01922e+00  7.80756e-08  3.30000e+01  0.00000e+00 
   3.86653e-01  4.59456e-01  2.96358e-04  9.25780e-01  1.14070e+00  7.56715e-08  1.90000e+01  0.00000e+00 
   3.47962e-01  2.04776e-01  2.26138e-04  8.28635e-01  8.28546e-01  7.57602e-08  2.00000e+01  0.00000e+00 
   3.28580e-01  1.54264e-01  2.90363e-04  1.19959e+00  1.13298e+00  7.30335e-08  6.00000e+00  0.00000e+00 
   4.03193e-01  2.13360e-01  3.00786e-04  9.99669e-01  7.10790e-01  7.59206e-08  2.10000e+01  0.00000e+00 
   4.01786e-01  4.54835e-01  3.11913e-04  9.64547e-01  1.21498e+00  7.85850e-08  3.60000e+01  0.00000e+00 
   3.85699e-01  1.38325e-01  2.94563e-04  1.20783e+00  1.30424e+00  7.41135e-08  9.00000e+00  0.00000e+00 
   3.61731e-01  5.81888e-01  2.31775e-04  8.47452e-01  1.09726e+00  7.71930e-08  2.70000e+01  0.00000e+00 
   3.78901e-01  6.60404e-01  2.51378e-04  1.24682e+00  1.19875e+00  7.23514e-08  5.00000e+00  0.00000e+00 
   4.06227e-01  2.50356e-01  2.09796e-04  8.60218e-01  9.38901e-01  7.35300e-08  7.00000e+00  0.00000e+00 
   3.90429e-01  6.66600e-01  2.99272e-04  1.02267e+00  8.45021e-01  7.51684e-08  1.70000e+01  0.00000e+00 
   3.79532e-01  2.00791e-01  3.13918e-04  1.30636e+00  1.07597e+00  7.90174e-08  3.90000e+01  0.00000e+00 
   3.65840e-01  3.99385e-01  2.24875e-04  8.00872e-01  1.12000e+00  7.59802e-08  2.20000e+01  0.00000e+00 
   3.57774e-01  2.39423e-01  3.02967e-04  1.30118e+00  1.09823e+00  7.62507e-08  2.30000e+01  0.00000e+00 
   3.32596e-01  2.58751e-01  2.03676e-04  8.44147e-01  1.07409e+00  7.44761e-08  1.10000e+01  0.00000e+00 
   3.70788e-01  1.09593e-01  2.86051e-04  1.66306e+00  1.22254e+00  7.47131e-08  1.30000e+01  0.00000e+00 
   4.20705e-01  2.36571e-01  2.64111e-04  1.50335e+00  1.31830e+00  7.10347e-08  4.00000e+00  0.00000e+00 
   3.97503e-01  1.97936e-01  3.13979e-04  1.19257e+00  9.56249e-01  7.90049e-08  3.80000e+01  0.00000e+00 
   3.42604e-01  2.50356e-01  3.09844e-04  1.27964e+00  9.38901e-01  7.79840e-08  3.10000e+01  0.00000e+00 
   3.99873e-01  5.81888e-01  2.94452e-04  9.21015e-01  1.00456e+00  7.51680e-08  1.60000e+01  0.00000e+00 
   3.56995e-01  5.58394e-01  2.93907e-04  1.60023e+00  9.45530e-01  7.81124e-08  3.40000e+01  0.00000e+00 
   4.23205e-01  5.96787e-01  2.79664e-04  1.13731e+00  1.21570e+00  7.68350e-08  2.40000e+01  0.00000e+00 
   4.14324e-01  3.98074e-01  3.12046e-04  1.35549e+00  7.66895e-01  7.85752e-08  3.50000e+01  0.00000e+00 
   4.33139e-01  2.37920e-01  2.79577e-04  1.22207e+00  1.23706e+00  7.45894e-08  1.20000e+01  0.00000e+00 
   3.98449e-01  5.39162e-01  2.83043e-04  1.23432e+00  1.14638e+00  7.52293e-08  1.80000e+01  0.00000e+00 
   3.50986e-01  3.64810e-01  2.26902e-04  8.59075e-01  1.07841e+00  7.49133e-08  1.50000e+01  0.00000e+00 
   4.21444e-01  5.30258e-01  2.03676e-04  6.96475e-01  8.37203e-01  7.80179e-08  3.20000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  1.00000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  3.00000e+00  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  3.70000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  2.00000e+00  0.00000e+00 
                                                                                                  
generation    1.40000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.37928e-01  5.60235e-01  2.44497e-04  1.29100e+00  1.17639e+00  6.76723e-08  7.00000e+00  0.00000e+00 
   4.27147e-01  1.43397e-01  2.30220e-04  1.00280e+00  1.19193e+00  7.59299e-08  3.80000e+01  0.00000e+00 
   3.28309e-01  6.73493e-01  2.84713e-04  1.78613e+00  8.29273e-01  7.35888e-08  1.90000e+01  0.00000e+00 
   3.72153e-01  4.03858e-01  2.68143e-04  1.30636e+00  9.34995e-01  7.43164e-08  2.40000e+01  0.00000e+00 
   3.75084e-01  4.00334e-01  2.20416e-04  1.00887e+00  1.20042e+00  6.87557e-08  8.00000e+00  0.00000e+00 
   4.12447e-01  2.88168e-01  2.86251e-04  1.34610e+00  7.27531e-01  7.20515e-08  1.10000e+01  0.00000e+00 
   3.60543e-01  3.97625e-01  2.79577e-04  1.28784e+00  1.11509e+00  7.24256e-08  1.30000e+01  0.00000e+00 
   4.39869e-01  1.81874e-01  2.31775e-04  1.25664e+00  1.00582e+00  6.34097e-08  3.00000e+00  0.00000e+00 
   4.46038e-01  5.39363e-01  2.63532e-04  1.31753e+00  1.23173e+00  7.33554e-08  1.70000e+01  0.00000e+00 
   3.50623e-01  6.12542e-01  2.89396e-04  1.00774e+00  9.80137e-01  7.30676e-08  1.50000e+01  0.00000e+00 
   4.10457e-01  5.50115e-01  2.99540e-04  1.48133e+00  1.00053e+00  7.54432e-08  3.30000e+01  0.00000e+00 
   3.91736e-01  4.29449e-01  2.91432e-04  1.07515e+00  1.03312e+00  7.31282e-08  1.60000e+01  0.00000e+00 
   3.57147e-01  4.50541e-01  2.93907e-04  1.28258e+00  1.29018e+00  7.39668e-08  2.10000e+01  0.00000e+00 
   4.13794e-01  6.05069e-01  2.64531e-04  1.10748e+00  1.22179e+00  7.01194e-08  9.00000e+00  0.00000e+00 
   4.46601e-01  4.34451e-01  3.00076e-04  1.27964e+00  1.25788e+00  7.55195e-08  3.40000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  0.00000e+00  0.00000e+00 
   4.44433e-01  1.14266e-01  2.47274e-04  1.50676e+00  1.16572e+00  6.55557e-08  5.00000e+00  0.00000e+00 
   3.64961e-01  4.51426e-01  2.97059e-04  1.20743e+00  9.33261e-01  7.47463e-08  2.80000e+01  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  2.00000e+00  0.00000e+00 
   4.11603e-01  4.33053e-01  2.92927e-04  1.32503e+00  1.03004e+00  7.37331e-08  2.00000e+01  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  1.00000e+00  0.00000e+00 
   3.86653e-01  4.59456e-01  2.96358e-04  9.25780e-01  1.14070e+00  7.56715e-08  3.50000e+01  0.00000e+00 
   3.47962e-01  2.04776e-01  2.26138e-04  8.28635e-01  8.28546e-01  7.57602e-08  3.60000e+01  0.00000e+00 
   3.28580e-01  1.54264e-01  2.90363e-04  1.19959e+00  1.13298e+00  7.30335e-08  1.40000e+01  0.00000e+00 
   4.03193e-01  2.13360e-01  3.00786e-04  9.99669e-01  7.10790e-01  7.59206e-08  3.70000e+01  0.00000e+00 
   3.85699e-01  1.38325e-01  2.94563e-04  1.20783e+00  1.30424e+00  7.41135e-08  2.20000e+01  0.00000e+00 
   3.78901e-01  6.60404e-01  2.51378e-04  1.24682e+00  1.19875e+00  7.23514e-08  1.20000e+01  0.00000e+00 
   4.06227e-01  2.50356e-01  2.09796e-04  8.60218e-01  9.38901e-01  7.35300e-08  1.80000e+01  0.00000e+00 
   3.90429e-01  6.66600e-01  2.99272e-04  1.02267e+00  8.45021e-01  7.51684e-08  3.10000e+01  0.00000e+00 
   3.65840e-01  3.99385e-01  2.24875e-04  8.00872e-01  1.12000e+00  7.59802e-08  3.90000e+01  0.00000e+00 
   3.32596e-01  2.58751e-01  2.03676e-04  8.44147e-01  1.07409e+00  7.44761e-08  2.50000e+01  0.00000e+00 
   3.70788e-01  1.09593e-01  2.86051e-04  1.66306e+00  1.22254e+00  7.47131e-08  2.70000e+01  0.00000e+00 
   4.20705e-01  2.36571e-01  2.64111e-04  1.50335e+00  1.31830e+00  7.10347e-08  1.00000e+01  0.00000e+00 
   3.99873e-01  5.81888e-01  2.94452e-04  9.21015e-01  1.00456e+00  7.51680e-08  3.00000e+01  0.00000e+00 
   4.33139e-01  2.37920e-01  2.79577e-04  1.22207e+00  1.23706e+00  7.45894e-08  2.60000e+01  0.00000e+00 
   3.98449e-01  5.39162e-01  2.83043e-04  1.23432e+00  1.14638e+00  7.52293e-08  3.20000e+01  0.00000e+00 
   3.50986e-01  3.64810e-01  2.26902e-04  8.59075e-01  1.07841e+00  7.49133e-08  2.90000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  2.30000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  6.00000e+00  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  4.00000e+00  0.00000e+00 
                                                                                                  
generation    1.50000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.49442e-01  4.88312e-01  2.56560e-04  1.25556e+00  1.08506e+00  7.17359e-08  1.80000e+01  0.00000e+00 
   3.81709e-01  6.60404e-01  2.78910e-04  1.07837e+00  1.35691e+00  7.45600e-08  3.90000e+01  0.00000e+00 
   4.26572e-01  2.69412e-01  2.62001e-04  1.53395e+00  1.19942e+00  6.94960e-08  1.50000e+01  0.00000e+00 
   3.31795e-01  3.77175e-01  2.45259e-04  1.39059e+00  9.95539e-01  6.61924e-08  1.00000e+01  0.00000e+00 
   3.84563e-01  3.38821e-01  2.20970e-04  1.25585e+00  1.15519e+00  6.58921e-08  9.00000e+00  0.00000e+00 
   3.15678e-01  6.02880e-01  2.87140e-04  1.22967e+00  1.00053e+00  7.22439e-08  2.00000e+01  0.00000e+00 
   3.54329e-01  5.53498e-01  2.10789e-04  1.45492e+00  7.27864e-01  5.73151e-08  0.00000e+00  0.00000e+00 
   4.08561e-01  4.15702e-01  2.17953e-04  1.35549e+00  1.17921e+00  6.14416e-08  3.00000e+00  0.00000e+00 
   4.37663e-01  2.99831e-01  2.80161e-04  1.62167e+00  1.30682e+00  7.32163e-08  2.60000e+01  0.00000e+00 
   3.18113e-01  2.37920e-01  2.78198e-04  1.47253e+00  1.23706e+00  7.40543e-08  3.40000e+01  0.00000e+00 
   3.48065e-01  1.32467e-01  2.92555e-04  1.38664e+00  1.11186e+00  7.36622e-08  3.00000e+01  0.00000e+00 
   3.28517e-01  3.21603e-01  2.92927e-04  1.29363e+00  8.55512e-01  7.37185e-08  3.10000e+01  0.00000e+00 
   3.88093e-01  4.54835e-01  2.35301e-04  1.40010e+00  9.73483e-01  6.25471e-08  4.00000e+00  0.00000e+00 
   3.46893e-01  2.37920e-01  2.45081e-04  1.34323e+00  1.08847e+00  6.67605e-08  1.20000e+01  0.00000e+00 
   3.37928e-01  5.60235e-01  2.44497e-04  1.29100e+00  1.17639e+00  6.76723e-08  1.30000e+01  0.00000e+00 
   3.28309e-01  6.73493e-01  2.84713e-04  1.78613e+00  8.29273e-01  7.35888e-08  2.90000e+01  0.00000e+00 
   3.72153e-01  4.03858e-01  2.68143e-04  1.30636e+00  9.34995e-01  7.43164e-08  3.70000e+01  0.00000e+00 
   3.75084e-01  4.00334e-01  2.20416e-04  1.00887e+00  1.20042e+00  6.87557e-08  1.40000e+01  0.00000e+00 
   4.12447e-01  2.88168e-01  2.86251e-04  1.34610e+00  7.27531e-01  7.20515e-08  1.90000e+01  0.00000e+00 
   3.60543e-01  3.97625e-01  2.79577e-04  1.28784e+00  1.11509e+00  7.24256e-08  2.20000e+01  0.00000e+00 
   4.39869e-01  1.81874e-01  2.31775e-04  1.25664e+00  1.00582e+00  6.34097e-08  6.00000e+00  0.00000e+00 
   4.46038e-01  5.39363e-01  2.63532e-04  1.31753e+00  1.23173e+00  7.33554e-08  2.70000e+01  0.00000e+00 
   3.50623e-01  6.12542e-01  2.89396e-04  1.00774e+00  9.80137e-01  7.30676e-08  2.40000e+01  0.00000e+00 
   3.91736e-01  4.29449e-01  2.91432e-04  1.07515e+00  1.03312e+00  7.31282e-08  2.50000e+01  0.00000e+00 
   3.57147e-01  4.50541e-01  2.93907e-04  1.28258e+00  1.29018e+00  7.39668e-08  3.30000e+01  0.00000e+00 
   4.13794e-01  6.05069e-01  2.64531e-04  1.10748e+00  1.22179e+00  7.01194e-08  1.60000e+01  0.00000e+00 
   3.35614e-01  5.34403e-01  2.03676e-04  1.58253e+00  7.77044e-01  5.94614e-08  1.00000e+00  0.00000e+00 
   4.44433e-01  1.14266e-01  2.47274e-04  1.50676e+00  1.16572e+00  6.55557e-08  8.00000e+00  0.00000e+00 
   4.08671e-01  4.01827e-01  2.26833e-04  1.20151e+00  1.14258e+00  6.27323e-08  5.00000e+00  0.00000e+00 
   4.11603e-01  4.33053e-01  2.92927e-04  1.32503e+00  1.03004e+00  7.37331e-08  3.20000e+01  0.00000e+00 
   3.48395e-01  1.56230e-01  2.04600e-04  1.25577e+00  9.98713e-01  5.99778e-08  2.00000e+00  0.00000e+00 
   3.28580e-01  1.54264e-01  2.90363e-04  1.19959e+00  1.13298e+00  7.30335e-08  2.30000e+01  0.00000e+00 
   3.85699e-01  1.38325e-01  2.94563e-04  1.20783e+00  1.30424e+00  7.41135e-08  3.50000e+01  0.00000e+00 
   3.78901e-01  6.60404e-01  2.51378e-04  1.24682e+00  1.19875e+00  7.23514e-08  2.10000e+01  0.00000e+00 
   4.06227e-01  2.50356e-01  2.09796e-04  8.60218e-01  9.38901e-01  7.35300e-08  2.80000e+01  0.00000e+00 
   3.32596e-01  2.58751e-01  2.03676e-04  8.44147e-01  1.07409e+00  7.44761e-08  3.80000e+01  0.00000e+00 
   4.20705e-01  2.36571e-01  2.64111e-04  1.50335e+00  1.31830e+00  7.10347e-08  1.70000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  3.60000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.10000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  7.00000e+00  0.00000e+00 
                                                                                                  
generation    1.60000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.43615e-01  5.23327e-01  2.44829e-04  1.43918e+00  1.14926e+00  6.56606e-08  1.30000e+01  0.00000e+00 
   3.24750e-01  2.77605e-01  2.20416e-04  1.00655e+00  1.36304e+00  6.88960e-08  2.60000e+01  0.00000e+00 
   3.64206e-01  2.81431e-01  2.03059e-04  1.12571e+00  7.97786e-01  6.21696e-08  4.00000e+00  0.00000e+00 
   3.50623e-01  2.33230e-01  2.46147e-04  1.19407e+00  1.26544e+00  7.18098e-08  3.40000e+01  0.00000e+00 
   4.29120e-01  3.62373e-01  2.54473e-04  1.51735e+00  9.73804e-01  6.75114e-08  2.20000e+01  0.00000e+00 
   3.88661e-01  4.20024e-01  2.16842e-04  1.00416e+00  1.35297e+00  6.72510e-08  2.10000e+01  0.00000e+00 
   4.03768e-01  5.92311e-01  2.24749e-04  1.19800e+00  1.22136e+00  6.46364e-08  1.00000e+01  0.00000e+00 
   3.52781e-01  2.17662e-01  2.16863e-04  1.08200e+00  1.11424e+00  6.30340e-08  7.00000e+00  0.00000e+00 
   4.37130e-01  2.22438e-01  2.22476e-04  1.19959e+00  9.09875e-01  6.35873e-08  9.00000e+00  0.00000e+00 
   3.57364e-01  3.01902e-01  2.56411e-04  1.48133e+00  1.34914e+00  6.92541e-08  2.70000e+01  0.00000e+00 
   3.04181e-01  5.60762e-01  2.01797e-04  9.25780e-01  1.02263e+00  6.79062e-08  2.40000e+01  0.00000e+00 
   3.75948e-01  5.85740e-01  2.86808e-04  1.28582e+00  1.03387e+00  7.21734e-08  3.60000e+01  0.00000e+00 
   3.43583e-01  2.32693e-01  2.14337e-04  1.12879e+00  8.17896e-01  6.68254e-08  2.00000e+01  0.00000e+00 
   4.41909e-01  1.56230e-01  2.53379e-04  1.23357e+00  8.92171e-01  7.15877e-08  3.20000e+01  0.00000e+00 
   3.37928e-01  5.81392e-01  2.49705e-04  1.51844e+00  8.31616e-01  6.59218e-08  1.50000e+01  0.00000e+00 
