generation    1.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.41220e-01  3.71519e-01  5.34644e-04  1.28997e+00  1.10084e+00  1.34658e-07  1.40000e+01  0.00000e+00 
   3.89205e-01  5.57031e-01  8.39255e-04  7.11104e-01  7.70716e-01  2.11376e-07  3.20000e+01  0.00000e+00 
   3.27119e-01  4.75906e-01  9.06368e-04  1.29150e+00  8.58948e-01  2.28279e-07  3.50000e+01  0.00000e+00 
   3.32707e-01  5.04154e-01  7.91516e-04  1.29995e-01  1.18409e+00  2.15631e-07  3.40000e+01  0.00000e+00 
   3.99548e-01  2.57500e-01  8.19845e-04  9.48383e-01  8.23347e-01  2.06488e-07  3.00000e+01  0.00000e+00 
   3.91810e-01  4.73047e-01  9.12367e-04  9.71998e-01  1.38555e+00  2.29790e-07  3.70000e+01  0.00000e+00 
   3.66372e-01  2.87555e-01  5.33834e-04  1.35568e+00  9.77276e-01  1.34452e-07  1.30000e+01  0.00000e+00 
   3.14829e-01  4.81624e-01  7.07421e-04  6.95522e-01  1.18865e+00  1.78046e-07  2.20000e+01  0.00000e+00 
   3.88809e-01  5.42540e-01  5.25552e-04  6.80314e-01  1.25210e+00  1.31154e-07  1.20000e+01  0.00000e+00 
   4.13654e-01  5.40154e-01  8.19886e-04  4.68984e-01  1.06860e+00  2.03916e-07  2.70000e+01  0.00000e+00 
   4.31246e-01  4.58944e-01  5.89698e-04  8.75783e-01  7.21899e-01  1.48522e-07  1.60000e+01  0.00000e+00 
   3.01090e-01  1.14899e-01  6.98767e-04  5.22978e-01  1.17782e+00  1.73289e-07  2.00000e+01  0.00000e+00 
   3.52892e-01  6.70924e-01  6.22949e-04  2.48655e-01  1.18217e+00  1.72128e-07  1.90000e+01  0.00000e+00 
   3.44217e-01  5.59502e-01  9.64071e-04  3.11281e-01  1.31101e+00  2.34372e-07  3.80000e+01  0.00000e+00 
   4.04332e-01  5.30258e-01  4.35507e-04  1.64963e-01  1.16081e+00  1.16638e-07  9.00000e+00  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   3.62606e-01  3.98074e-01  7.14334e-04  1.40476e-01  1.31159e+00  1.95361e-07  2.30000e+01  0.00000e+00 
   4.43021e-01  6.76646e-01  3.44222e-04  8.61001e-01  1.04468e+00  8.66141e-08  3.00000e+00  0.00000e+00 
   3.67442e-01  5.92387e-01  7.91516e-04  8.29038e-01  9.14028e-01  1.99352e-07  2.40000e+01  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  2.00000e+00  0.00000e+00 
   4.05902e-01  4.23234e-01  8.47582e-04  5.77360e-01  1.38184e+00  2.13337e-07  3.30000e+01  0.00000e+00 
   4.24602e-01  1.41902e-01  4.66630e-04  9.70558e-01  1.30180e+00  1.17454e-07  1.00000e+01  0.00000e+00 
   3.27988e-01  4.38789e-01  9.15567e-04  4.51949e-01  1.28573e+00  2.28879e-07  3.60000e+01  0.00000e+00 
   4.02028e-01  4.83460e-01  5.88623e-04  1.19322e+00  1.14251e+00  1.48253e-07  1.50000e+01  0.00000e+00 
   4.07491e-01  5.00130e-01  2.91432e-04  4.36527e-01  1.05412e+00  9.11109e-08  4.00000e+00  0.00000e+00 
   3.88809e-01  1.82671e-01  4.83370e-04  5.30215e-01  8.37716e-01  1.18655e-07  1.10000e+01  0.00000e+00 
   4.21104e-01  4.84682e-01  7.98598e-04  6.54635e-01  1.32599e+00  2.01137e-07  2.60000e+01  0.00000e+00 
   3.56070e-01  6.00034e-01  8.15665e-04  5.59891e-01  1.16934e+00  2.05111e-07  2.80000e+01  0.00000e+00 
   3.39170e-01  1.78154e-01  6.98767e-04  9.90226e-01  1.21717e+00  1.75993e-07  2.10000e+01  0.00000e+00 
   3.95963e-01  5.55841e-01  4.50340e-04  1.45507e+00  1.08986e+00  1.13425e-07  8.00000e+00  0.00000e+00 
   3.08479e-01  1.43129e-01  4.28032e-04  7.28177e-01  1.04938e+00  1.06680e-07  5.00000e+00  0.00000e+00 
   3.38573e-01  3.64566e-01  8.19886e-04  1.19322e+00  1.07477e+00  2.06497e-07  3.10000e+01  0.00000e+00 
   3.27383e-01  4.73094e-01  6.82199e-04  7.56891e-01  1.18719e+00  1.71821e-07  1.80000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
   3.85998e-01  5.53349e-01  8.12878e-04  3.00897e-01  1.40000e+00  2.00489e-07  2.50000e+01  0.00000e+00 
   3.11179e-01  6.70062e-01  8.19845e-04  9.48383e-01  8.23347e-01  2.06488e-07  2.90000e+01  0.00000e+00 
   3.52334e-01  1.38503e-01  4.36272e-04  8.34709e-01  7.44167e-01  1.09215e-07  6.00000e+00  0.00000e+00 
                                                                                                  
generation    7.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   4.27372e-01  4.74329e-01  3.05586e-04  5.27255e-01  1.04468e+00  9.11894e-08  9.00000e+00  0.00000e+00 
   3.92837e-01  2.37920e-01  4.36272e-04  1.15637e+00  1.23706e+00  1.09882e-07  1.60000e+01  0.00000e+00 
   3.41585e-01  2.55525e-01  4.19000e-04  8.26882e-01  9.04674e-01  1.04696e-07  1.20000e+01  0.00000e+00 
   3.88809e-01  1.06454e-01  5.04473e-04  1.27830e+00  1.23605e+00  1.27058e-07  2.30000e+01  0.00000e+00 
   3.28759e-01  1.53319e-01  2.74138e-04  2.67134e-01  1.03571e+00  9.10214e-08  7.00000e+00  0.00000e+00 
   3.29051e-01  6.49048e-01  6.57404e-04  7.91153e-01  7.22671e-01  1.65575e-07  3.30000e+01  0.00000e+00 
   4.06834e-01  3.63414e-01  3.54431e-04  8.85268e-01  1.05412e+00  8.90807e-08  5.00000e+00  0.00000e+00 
   4.01219e-01  4.89297e-01  5.39806e-04  6.50715e-01  1.18669e+00  1.34615e-07  2.60000e+01  0.00000e+00 
   3.59461e-01  4.31973e-01  4.10995e-04  5.49599e-01  1.32209e+00  1.05889e-07  1.30000e+01  0.00000e+00 
   4.13858e-01  4.98075e-01  4.98617e-04  8.75783e-01  1.30780e+00  1.25443e-07  2.20000e+01  0.00000e+00 
   4.21519e-01  5.95820e-01  6.24280e-04  1.19645e+00  8.31535e-01  1.57235e-07  3.20000e+01  0.00000e+00 
   3.58980e-01  2.36571e-01  3.37441e-04  9.32525e-01  8.28546e-01  8.48889e-08  3.00000e+00  0.00000e+00 
   3.68485e-01  3.07481e-01  4.06868e-04  8.61001e-01  8.40425e-01  1.01843e-07  1.10000e+01  0.00000e+00 
   4.40921e-01  1.35210e-01  4.03773e-04  9.95121e-01  1.28573e+00  1.01539e-07  1.00000e+01  0.00000e+00 
   4.30581e-01  3.74213e-01  3.60085e-04  1.66306e+00  1.33989e+00  9.06910e-08  6.00000e+00  0.00000e+00 
   3.75897e-01  5.62499e-01  6.79782e-04  7.86296e-01  1.22683e+00  1.71211e-07  3.40000e+01  0.00000e+00 
   3.85153e-01  2.30453e-01  5.70913e-04  1.13007e+00  1.33614e+00  1.43792e-07  2.80000e+01  0.00000e+00 
   3.43012e-01  1.28607e-01  4.53098e-04  5.30688e-01  8.36374e-01  1.12058e-07  1.70000e+01  0.00000e+00 
   3.20217e-01  6.95487e-01  6.15010e-04  6.27983e-01  1.10476e+00  1.53661e-07  3.10000e+01  0.00000e+00 
   3.41220e-01  3.71519e-01  5.34644e-04  1.28997e+00  1.10084e+00  1.34658e-07  2.70000e+01  0.00000e+00 
   3.66372e-01  2.87555e-01  5.33834e-04  1.35568e+00  9.77276e-01  1.34452e-07  2.50000e+01  0.00000e+00 
   3.14829e-01  4.81624e-01  7.07421e-04  6.95522e-01  1.18865e+00  1.78046e-07  3.90000e+01  0.00000e+00 
   3.88809e-01  5.42540e-01  5.25552e-04  6.80314e-01  1.25210e+00  1.31154e-07  2.40000e+01  0.00000e+00 
   4.31246e-01  4.58944e-01  5.89698e-04  8.75783e-01  7.21899e-01  1.48522e-07  3.00000e+01  0.00000e+00 
   3.01090e-01  1.14899e-01  6.98767e-04  5.22978e-01  1.17782e+00  1.73289e-07  3.70000e+01  0.00000e+00 
   3.52892e-01  6.70924e-01  6.22949e-04  2.48655e-01  1.18217e+00  1.72128e-07  3.60000e+01  0.00000e+00 
   4.04332e-01  5.30258e-01  4.35507e-04  1.64963e-01  1.16081e+00  1.16638e-07  1.90000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   4.43021e-01  6.76646e-01  3.44222e-04  8.61001e-01  1.04468e+00  8.66141e-08  4.00000e+00  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  2.00000e+00  0.00000e+00 
   4.24602e-01  1.41902e-01  4.66630e-04  9.70558e-01  1.30180e+00  1.17454e-07  2.00000e+01  0.00000e+00 
   4.02028e-01  4.83460e-01  5.88623e-04  1.19322e+00  1.14251e+00  1.48253e-07  2.90000e+01  0.00000e+00 
   4.07491e-01  5.00130e-01  2.91432e-04  4.36527e-01  1.05412e+00  9.11109e-08  8.00000e+00  0.00000e+00 
   3.88809e-01  1.82671e-01  4.83370e-04  5.30215e-01  8.37716e-01  1.18655e-07  2.10000e+01  0.00000e+00 
   3.39170e-01  1.78154e-01  6.98767e-04  9.90226e-01  1.21717e+00  1.75993e-07  3.80000e+01  0.00000e+00 
   3.95963e-01  5.55841e-01  4.50340e-04  1.45507e+00  1.08986e+00  1.13425e-07  1.80000e+01  0.00000e+00 
   3.08479e-01  1.43129e-01  4.28032e-04  7.28177e-01  1.04938e+00  1.06680e-07  1.40000e+01  0.00000e+00 
   3.27383e-01  4.73094e-01  6.82199e-04  7.56891e-01  1.18719e+00  1.71821e-07  3.50000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
   3.52334e-01  1.38503e-01  4.36272e-04  8.34709e-01  7.44167e-01  1.09215e-07  1.50000e+01  0.00000e+00 
                                                                                                  
generation    8.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.28759e-01  1.53319e-01  4.19000e-04  8.26882e-01  9.04674e-01  1.04696e-07  1.80000e+01  0.00000e+00 
   3.50986e-01  3.64810e-01  4.55343e-04  9.35234e-01  1.33223e+00  1.14520e-07  3.10000e+01  0.00000e+00 
   3.56790e-01  6.49048e-01  3.85474e-04  8.59066e-01  1.02701e+00  9.66704e-08  1.40000e+01  0.00000e+00 
   3.84546e-01  3.38111e-01  4.32586e-04  1.26520e+00  1.21148e+00  1.08953e-07  2.20000e+01  0.00000e+00 
   3.91671e-01  3.31939e-01  4.70158e-04  9.90226e-01  9.38574e-01  1.18390e-07  3.40000e+01  0.00000e+00 
   3.61490e-01  1.37251e-01  2.57610e-04  9.46571e-01  9.79058e-01  8.55634e-08  6.00000e+00  0.00000e+00 
   3.50077e-01  2.59228e-01  3.05812e-04  5.21819e-01  1.03004e+00  9.09575e-08  1.00000e+01  0.00000e+00 
   3.07101e-01  3.53837e-01  4.41861e-04  9.08732e-01  9.11726e-01  1.10995e-07  2.70000e+01  0.00000e+00 
   3.98449e-01  2.61760e-01  4.85809e-04  9.90687e-01  1.14638e+00  1.22339e-07  3.60000e+01  0.00000e+00 
   3.69943e-01  5.95820e-01  5.05006e-04  9.13139e-01  7.02174e-01  1.27107e-07  3.90000e+01  0.00000e+00 
   3.85476e-01  2.28051e-01  3.84687e-04  1.47353e+00  1.38419e+00  9.68872e-08  1.50000e+01  0.00000e+00 
   3.23856e-01  3.98074e-01  4.35350e-04  4.15329e-01  1.34157e+00  1.12415e-07  2.90000e+01  0.00000e+00 
   3.61002e-01  5.42681e-01  3.35874e-04  1.54153e+00  9.87246e-01  8.45937e-08  4.00000e+00  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  2.00000e+00  0.00000e+00 
   4.13654e-01  1.38503e-01  4.36272e-04  8.34709e-01  7.44167e-01  1.09215e-07  2.30000e+01  0.00000e+00 
   4.17234e-01  5.04886e-01  4.33893e-04  1.37227e+00  7.46546e-01  1.09279e-07  2.50000e+01  0.00000e+00 
   4.27372e-01  4.74329e-01  3.05586e-04  5.27255e-01  1.04468e+00  9.11894e-08  1.30000e+01  0.00000e+00 
   3.92837e-01  2.37920e-01  4.36272e-04  1.15637e+00  1.23706e+00  1.09882e-07  2.60000e+01  0.00000e+00 
   3.41585e-01  2.55525e-01  4.19000e-04  8.26882e-01  9.04674e-01  1.04696e-07  1.90000e+01  0.00000e+00 
   3.88809e-01  1.06454e-01  5.04473e-04  1.27830e+00  1.23605e+00  1.27058e-07  3.80000e+01  0.00000e+00 
   3.28759e-01  1.53319e-01  2.74138e-04  2.67134e-01  1.03571e+00  9.10214e-08  1.10000e+01  0.00000e+00 
   4.06834e-01  3.63414e-01  3.54431e-04  8.85268e-01  1.05412e+00  8.90807e-08  8.00000e+00  0.00000e+00 
   3.59461e-01  4.31973e-01  4.10995e-04  5.49599e-01  1.32209e+00  1.05889e-07  2.00000e+01  0.00000e+00 
   4.13858e-01  4.98075e-01  4.98617e-04  8.75783e-01  1.30780e+00  1.25443e-07  3.70000e+01  0.00000e+00 
   3.58980e-01  2.36571e-01  3.37441e-04  9.32525e-01  8.28546e-01  8.48889e-08  5.00000e+00  0.00000e+00 
   3.68485e-01  3.07481e-01  4.06868e-04  8.61001e-01  8.40425e-01  1.01843e-07  1.70000e+01  0.00000e+00 
   4.40921e-01  1.35210e-01  4.03773e-04  9.95121e-01  1.28573e+00  1.01539e-07  1.60000e+01  0.00000e+00 
   4.30581e-01  3.74213e-01  3.60085e-04  1.66306e+00  1.33989e+00  9.06910e-08  9.00000e+00  0.00000e+00 
   3.43012e-01  1.28607e-01  4.53098e-04  5.30688e-01  8.36374e-01  1.12058e-07  2.80000e+01  0.00000e+00 
   4.04332e-01  5.30258e-01  4.35507e-04  1.64963e-01  1.16081e+00  1.16638e-07  3.20000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   4.43021e-01  6.76646e-01  3.44222e-04  8.61001e-01  1.04468e+00  8.66141e-08  7.00000e+00  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  3.00000e+00  0.00000e+00 
   4.24602e-01  1.41902e-01  4.66630e-04  9.70558e-01  1.30180e+00  1.17454e-07  3.30000e+01  0.00000e+00 
   4.07491e-01  5.00130e-01  2.91432e-04  4.36527e-01  1.05412e+00  9.11109e-08  1.20000e+01  0.00000e+00 
   3.88809e-01  1.82671e-01  4.83370e-04  5.30215e-01  8.37716e-01  1.18655e-07  3.50000e+01  0.00000e+00 
   3.95963e-01  5.55841e-01  4.50340e-04  1.45507e+00  1.08986e+00  1.13425e-07  3.00000e+01  0.00000e+00 
   3.08479e-01  1.43129e-01  4.28032e-04  7.28177e-01  1.04938e+00  1.06680e-07  2.10000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
   3.52334e-01  1.38503e-01  4.36272e-04  8.34709e-01  7.44167e-01  1.09215e-07  2.40000e+01  0.00000e+00 
                                                                                                  
generation    9.00000e+00
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.95467e-01  4.08844e-01  3.14748e-04  8.49055e-01  9.35167e-01  8.02909e-08  9.00000e+00  0.00000e+00 
   4.24602e-01  1.19997e-01  3.18029e-04  1.11648e+00  1.30180e+00  7.99293e-08  8.00000e+00  0.00000e+00 
   4.27646e-01  2.63331e-01  2.33437e-04  9.28332e-01  7.09069e-01  8.33492e-08  1.10000e+01  0.00000e+00 
   3.28977e-01  1.07178e-01  4.23239e-04  8.95019e-01  8.94848e-01  1.06189e-07  3.70000e+01  0.00000e+00 
   3.08307e-01  5.42681e-01  3.89394e-04  7.60970e-01  7.65709e-01  9.72509e-08  2.90000e+01  0.00000e+00 
   4.33139e-01  2.37920e-01  2.79577e-04  1.22207e+00  1.23706e+00  7.45894e-08  3.00000e+00  0.00000e+00 
   3.70103e-01  1.42796e-01  3.20979e-04  8.85884e-01  9.79025e-01  8.15910e-08  1.00000e+01  0.00000e+00 
   3.65658e-01  2.10382e-01  4.07386e-04  8.34701e-01  8.98071e-01  1.01776e-07  3.10000e+01  0.00000e+00 
   3.98449e-01  5.39162e-01  2.83043e-04  1.23432e+00  1.14638e+00  7.52293e-08  5.00000e+00  0.00000e+00 
   3.50986e-01  3.64810e-01  2.26902e-04  8.59075e-01  1.07841e+00  7.49133e-08  4.00000e+00  0.00000e+00 
   4.01549e-01  3.90510e-01  2.37764e-04  3.42043e-01  1.11405e+00  9.49629e-08  2.50000e+01  0.00000e+00 
   3.16174e-01  2.04453e-01  4.28032e-04  7.28177e-01  1.04938e+00  1.06680e-07  3.80000e+01  0.00000e+00 
   3.77457e-01  3.61043e-01  2.80310e-04  3.70025e-01  1.11116e+00  9.53205e-08  2.60000e+01  0.00000e+00 
   3.48187e-01  5.11934e-01  3.42252e-04  6.68329e-01  1.14583e+00  9.00863e-08  1.90000e+01  0.00000e+00 
   4.11752e-01  2.82673e-01  2.49107e-04  6.29733e-01  1.29586e+00  8.97182e-08  1.70000e+01  0.00000e+00 
   4.40921e-01  2.37920e-01  4.03773e-04  9.95121e-01  1.28573e+00  1.01539e-07  3.00000e+01  0.00000e+00 
   3.64613e-01  6.59780e-01  4.06868e-04  5.53185e-01  1.16890e+00  1.05075e-07  3.50000e+01  0.00000e+00 
   3.71267e-01  3.74999e-01  3.01450e-04  4.74191e-01  1.31856e+00  8.99492e-08  1.80000e+01  0.00000e+00 
   4.21444e-01  5.30258e-01  2.03676e-04  6.96475e-01  8.37203e-01  7.80179e-08  6.00000e+00  0.00000e+00 
   3.28759e-01  1.53319e-01  4.19000e-04  8.26882e-01  9.04674e-01  1.04696e-07  3.30000e+01  0.00000e+00 
   3.56790e-01  6.49048e-01  3.85474e-04  8.59066e-01  1.02701e+00  9.66704e-08  2.70000e+01  0.00000e+00 
   3.61490e-01  1.37251e-01  2.57610e-04  9.46571e-01  9.79058e-01  8.55634e-08  1.40000e+01  0.00000e+00 
   3.50077e-01  2.59228e-01  3.05812e-04  5.21819e-01  1.03004e+00  9.09575e-08  2.10000e+01  0.00000e+00 
   3.85476e-01  2.28051e-01  3.84687e-04  1.47353e+00  1.38419e+00  9.68872e-08  2.80000e+01  0.00000e+00 
   3.61002e-01  5.42681e-01  3.35874e-04  1.54153e+00  9.87246e-01  8.45937e-08  1.20000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  2.00000e+00  0.00000e+00 
   4.27372e-01  4.74329e-01  3.05586e-04  5.27255e-01  1.04468e+00  9.11894e-08  2.40000e+01  0.00000e+00 
   3.41585e-01  2.55525e-01  4.19000e-04  8.26882e-01  9.04674e-01  1.04696e-07  3.40000e+01  0.00000e+00 
   3.28759e-01  1.53319e-01  2.74138e-04  2.67134e-01  1.03571e+00  9.10214e-08  2.20000e+01  0.00000e+00 
   4.06834e-01  3.63414e-01  3.54431e-04  8.85268e-01  1.05412e+00  8.90807e-08  1.60000e+01  0.00000e+00 
   3.59461e-01  4.31973e-01  4.10995e-04  5.49599e-01  1.32209e+00  1.05889e-07  3.60000e+01  0.00000e+00 
   3.58980e-01  2.36571e-01  3.37441e-04  9.32525e-01  8.28546e-01  8.48889e-08  1.30000e+01  0.00000e+00 
   3.68485e-01  3.07481e-01  4.06868e-04  8.61001e-01  8.40425e-01  1.01843e-07  3.20000e+01  0.00000e+00 
   4.40921e-01  1.35210e-01  4.03773e-04  9.95121e-01  1.28573e+00  1.01539e-07  3.00000e+01  0.00000e+00 
   4.30581e-01  3.74213e-01  3.60085e-04  1.66306e+00  1.33989e+00  9.06910e-08  2.00000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   4.43021e-01  6.76646e-01  3.44222e-04  8.61001e-01  1.04468e+00  8.66141e-08  1.50000e+01  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  7.00000e+00  0.00000e+00 
   4.07491e-01  5.00130e-01  2.91432e-04  4.36527e-01  1.05412e+00  9.11109e-08  2.30000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
                                                                                                  
generation    1.00000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.70716e-01  1.40019e-01  2.68220e-04  8.72895e-01  1.16617e+00  8.29582e-08  1.70000e+01  0.00000e+00 
   3.86513e-01  1.37251e-01  2.96031e-04  5.33414e-01  1.23174e+00  9.00380e-08  3.10000e+01  0.00000e+00 
   4.23205e-01  5.96787e-01  2.79664e-04  1.13731e+00  1.21570e+00  7.68350e-08  6.00000e+00  0.00000e+00 
   3.55859e-01  4.76179e-01  2.61669e-04  7.74535e-01  9.56087e-01  8.18520e-08  1.60000e+01  0.00000e+00 
   4.34568e-01  4.33053e-01  3.00786e-04  1.72175e+00  1.03004e+00  7.91346e-08  1.00000e+01  0.00000e+00 
   3.54267e-01  3.92788e-01  3.77150e-04  8.51570e-01  1.00685e+00  9.46091e-08  3.90000e+01  0.00000e+00 
   3.74653e-01  5.89589e-01  3.16828e-04  8.56403e-01  8.80761e-01  8.05187e-08  1.40000e+01  0.00000e+00 
   4.14583e-01  3.86187e-01  3.57082e-04  1.17593e+00  1.02701e+00  8.98871e-08  2.90000e+01  0.00000e+00 
   3.28580e-01  5.39101e-01  2.84643e-04  1.02711e-01  1.13298e+00  8.03655e-08  1.30000e+01  0.00000e+00 
   3.65023e-01  3.64974e-01  3.55082e-04  1.40762e+00  1.24522e+00  8.94308e-08  2.60000e+01  0.00000e+00 
   3.38814e-01  1.19997e-01  3.08365e-04  7.29816e-01  1.29654e+00  8.64061e-08  2.20000e+01  0.00000e+00 
   4.15880e-01  5.77321e-01  3.55617e-04  1.18454e+00  9.18072e-01  8.95188e-08  2.70000e+01  0.00000e+00 
   4.14324e-01  3.98074e-01  3.12046e-04  1.35549e+00  7.66895e-01  7.85752e-08  8.00000e+00  0.00000e+00 
   4.24736e-01  3.99006e-01  3.72745e-04  9.13720e-01  9.63426e-01  9.34594e-08  3.80000e+01  0.00000e+00 
   3.88785e-01  1.43397e-01  3.44215e-04  1.25988e+00  1.32768e+00  8.66678e-08  2.40000e+01  0.00000e+00 
   3.95467e-01  4.08844e-01  3.14748e-04  8.49055e-01  9.35167e-01  8.02909e-08  1.20000e+01  0.00000e+00 
   4.24602e-01  1.19997e-01  3.18029e-04  1.11648e+00  1.30180e+00  7.99293e-08  1.10000e+01  0.00000e+00 
   4.27646e-01  2.63331e-01  2.33437e-04  9.28332e-01  7.09069e-01  8.33492e-08  1.80000e+01  0.00000e+00 
   4.33139e-01  2.37920e-01  2.79577e-04  1.22207e+00  1.23706e+00  7.45894e-08  3.00000e+00  0.00000e+00 
   3.70103e-01  1.42796e-01  3.20979e-04  8.85884e-01  9.79025e-01  8.15910e-08  1.50000e+01  0.00000e+00 
   3.98449e-01  5.39162e-01  2.83043e-04  1.23432e+00  1.14638e+00  7.52293e-08  5.00000e+00  0.00000e+00 
   3.50986e-01  3.64810e-01  2.26902e-04  8.59075e-01  1.07841e+00  7.49133e-08  4.00000e+00  0.00000e+00 
   3.48187e-01  5.11934e-01  3.42252e-04  6.68329e-01  1.14583e+00  9.00863e-08  3.20000e+01  0.00000e+00 
   4.11752e-01  2.82673e-01  2.49107e-04  6.29733e-01  1.29586e+00  8.97182e-08  2.80000e+01  0.00000e+00 
   3.71267e-01  3.74999e-01  3.01450e-04  4.74191e-01  1.31856e+00  8.99492e-08  3.00000e+01  0.00000e+00 
   4.21444e-01  5.30258e-01  2.03676e-04  6.96475e-01  8.37203e-01  7.80179e-08  7.00000e+00  0.00000e+00 
   3.61490e-01  1.37251e-01  2.57610e-04  9.46571e-01  9.79058e-01  8.55634e-08  2.10000e+01  0.00000e+00 
   3.50077e-01  2.59228e-01  3.05812e-04  5.21819e-01  1.03004e+00  9.09575e-08  3.40000e+01  0.00000e+00 
   3.61002e-01  5.42681e-01  3.35874e-04  1.54153e+00  9.87246e-01  8.45937e-08  1.90000e+01  0.00000e+00 
   3.38341e-01  6.41678e-01  2.91432e-04  9.58126e-01  1.21848e+00  7.41751e-08  2.00000e+00  0.00000e+00 
   4.27372e-01  4.74329e-01  3.05586e-04  5.27255e-01  1.04468e+00  9.11894e-08  3.70000e+01  0.00000e+00 
   3.28759e-01  1.53319e-01  2.74138e-04  2.67134e-01  1.03571e+00  9.10214e-08  3.50000e+01  0.00000e+00 
   4.06834e-01  3.63414e-01  3.54431e-04  8.85268e-01  1.05412e+00  8.90807e-08  2.50000e+01  0.00000e+00 
   3.58980e-01  2.36571e-01  3.37441e-04  9.32525e-01  8.28546e-01  8.48889e-08  2.00000e+01  0.00000e+00 
   4.30581e-01  3.74213e-01  3.60085e-04  1.66306e+00  1.33989e+00  9.06910e-08  3.30000e+01  0.00000e+00 
   3.31795e-01  4.84682e-01  2.06796e-04  9.18143e-01  1.23064e+00  6.64216e-08  1.00000e+00  0.00000e+00 
   4.43021e-01  6.76646e-01  3.44222e-04  8.61001e-01  1.04468e+00  8.66141e-08  2.30000e+01  0.00000e+00 
   4.24826e-01  5.70409e-01  3.10156e-04  8.75829e-01  7.37840e-01  7.89947e-08  9.00000e+00  0.00000e+00 
   4.07491e-01  5.00130e-01  2.91432e-04  4.36527e-01  1.05412e+00  9.11109e-08  3.60000e+01  0.00000e+00 
   4.30581e-01  1.43397e-01  2.49107e-04  1.66306e+00  1.11572e+00  6.49474e-08  0.00000e+00  0.00000e+00 
                                                                                                  
generation    1.10000e+01
         sol00z       sol00en             R            tt     screenpos      nemirrms       mgorank  mgoviolations 
   3.70788e-01  1.09593e-01  2.86051e-04  1.66306e+00  1.22254e+00  7.47131e-08  5.00000e+00  0.00000e+00 
   4.07322e-01  2.02962e-01  3.04820e-04  7.47479e-01  9.58820e-01  8.60007e-08  3.70000e+01  0.00000e+00 
   4.20705e-01  2.36571e-01  2.64111e-04  1.50335e+00  1.31830e+00  7.10347e-08  2.00000e+00  0.00000e+00 
   3.67889e-01  2.33749e-01  2.92046e-04  8.24322e-01  1.27316e+00  8.28988e-08  2.80000e+01  0.00000e+00 
   3.97503e-01  1.97936e-01  3.13979e-04  1.19257e+00  9.56249e-01  7.90049e-08  1.50000e+01  0.00000e+00 
   3.42604e-01  2.50356e-01  3.09844e-04  1.27964e+00  9.38901e-01  7.79840e-08  1.00000e+01  0.00000e+00 
   4.23363e-01  3.15060e-01  3.23266e-04  7.73752e-01  1.28019e+00  8.47885e-08  3.40000e+01  0.00000e+00 
   4.11190e-01  6.66646e-01  2.70565e-04  9.18874e-01  1.24631e+00  8.42713e-08  3.10000e+01  0.00000e+00 
   4.20477e-01  5.36124e-01  3.35605e-04  9.21626e-01  9.68715e-01  8.44159e-08  3.20000e+01  0.00000e+00 
