generation    1.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.76063e-01  5.08331e-01  5.67097e-03  1.71307e+00  2.93940e-06  1.90000e+01  0.00000e+00 
   4.03243e-01  4.15929e-01  5.68154e-03  1.31494e+00  3.12028e-06  2.30000e+01  0.00000e+00 
   3.97095e-01  5.13256e-01  4.90794e-03  1.16471e+00  3.09169e-06  2.20000e+01  0.00000e+00 
   3.59335e-01  4.63120e-01  5.62466e-03  9.66461e-01  2.65625e-06  1.00000e+01  0.00000e+00 
   4.12171e-01  4.77346e-01  3.31879e-03  1.35866e+00  2.59434e-06  5.00000e+00  0.00000e+00 
   3.40000e-01  4.23856e-01  6.37686e-03  1.38044e+00  2.86392e-06  1.70000e+01  0.00000e+00 
                                                                                      
generation    7.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.19803e-01  3.67127e-01  6.30252e-03  1.63684e+00  3.02296e-06  2.60000e+01  0.00000e+00 
   3.65556e-01  3.97906e-01  5.98042e-03  1.20297e+00  3.47410e-06  3.90000e+01  0.00000e+00 
   3.86793e-01  5.08360e-01  5.83620e-03  1.53118e+00  3.13725e-06  3.10000e+01  0.00000e+00 
   3.97784e-01  4.11453e-01  5.31553e-03  1.39753e+00  3.21651e-06  3.40000e+01  0.00000e+00 
   3.05338e-01  3.91566e-01  6.26663e-03  1.41263e+00  2.91484e-06  2.20000e+01  0.00000e+00 
   4.23371e-01  4.17448e-01  6.24875e-03  1.48162e+00  2.70831e-06  1.50000e+01  0.00000e+00 
   4.02845e-01  4.96941e-01  6.33721e-03  1.30674e+00  3.43104e-06  3.80000e+01  0.00000e+00 
   3.53293e-01  4.50463e-01  6.20703e-03  1.28002e+00  2.52617e-06  5.00000e+00  0.00000e+00 
   3.68911e-01  4.44190e-01  6.36218e-03  1.21267e+00  2.62433e-06  9.00000e+00  0.00000e+00 
   3.95088e-01  3.42842e-01  6.23631e-03  1.71956e+00  3.13408e-06  3.00000e+01  0.00000e+00 
   3.56573e-01  5.00873e-01  5.56670e-03  1.45475e+00  2.76482e-06  1.70000e+01  0.00000e+00 
   3.40000e-01  3.77441e-01  5.95835e-03  1.79953e+00  2.63082e-06  1.00000e+01  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  0.00000e+00  0.00000e+00 
   3.97625e-01  5.25895e-01  5.35226e-03  1.51309e+00  3.17167e-06  3.20000e+01  0.00000e+00 
   3.51014e-01  4.49035e-01  6.22528e-03  1.38044e+00  2.68526e-06  1.30000e+01  0.00000e+00 
   3.78237e-01  4.59103e-01  6.03935e-03  1.45696e+00  2.44559e-06  3.00000e+00  0.00000e+00 
   3.76063e-01  4.73476e-01  4.68947e-03  1.27712e+00  2.06694e-06  2.00000e+00  0.00000e+00 
   3.01565e-01  5.07274e-01  6.13846e-03  8.66188e-01  3.21982e-06  3.50000e+01  0.00000e+00 
   4.36747e-01  4.70012e-01  4.44262e-03  1.23164e+00  2.49185e-06  4.00000e+00  0.00000e+00 
   4.01806e-01  5.01481e-01  5.74863e-03  1.51889e+00  2.86234e-06  2.00000e+01  0.00000e+00 
   3.81476e-01  4.36051e-01  4.21710e-03  1.61602e+00  2.91790e-06  2.30000e+01  0.00000e+00 
   3.60342e-01  3.80077e-01  5.90274e-03  1.48268e+00  3.08864e-06  2.70000e+01  0.00000e+00 
   4.32430e-01  5.00873e-01  6.50660e-03  1.69521e+00  3.32213e-06  3.70000e+01  0.00000e+00 
   4.05548e-01  3.37741e-01  6.30252e-03  1.74219e+00  3.18839e-06  3.30000e+01  0.00000e+00 
   3.73933e-01  5.01889e-01  4.97813e-03  8.08304e-01  2.59995e-06  7.00000e+00  0.00000e+00 
   4.43582e-01  4.89043e-01  3.83593e-03  1.06664e+00  2.83100e-06  1.90000e+01  0.00000e+00 
   3.94805e-01  4.73807e-01  5.54706e-03  1.38992e+00  1.99373e-06  1.00000e+00  0.00000e+00 
   4.20363e-01  4.96826e-01  5.76001e-03  1.71475e+00  2.69799e-06  1.40000e+01  0.00000e+00 
   3.81476e-01  4.45981e-01  4.72028e-03  1.37484e+00  2.74451e-06  1.60000e+01  0.00000e+00 
   3.11946e-01  5.08360e-01  4.41491e-03  7.03815e-01  2.61698e-06  8.00000e+00  0.00000e+00 
   4.33813e-01  3.93068e-01  6.22643e-03  1.75168e+00  2.79678e-06  1.80000e+01  0.00000e+00 
   4.35180e-01  4.59010e-01  6.12838e-03  1.04112e+00  2.63594e-06  1.10000e+01  0.00000e+00 
   3.15984e-01  5.09999e-01  5.42413e-03  1.73204e+00  2.96803e-06  2.50000e+01  0.00000e+00 
   3.66746e-01  3.82893e-01  5.63451e-03  1.44235e+00  3.31999e-06  3.60000e+01  0.00000e+00 
   3.76063e-01  5.08331e-01  5.67097e-03  1.71307e+00  2.93940e-06  2.40000e+01  0.00000e+00 
   4.03243e-01  4.15929e-01  5.68154e-03  1.31494e+00  3.12028e-06  2.90000e+01  0.00000e+00 
   3.97095e-01  5.13256e-01  4.90794e-03  1.16471e+00  3.09169e-06  2.80000e+01  0.00000e+00 
   3.59335e-01  4.63120e-01  5.62466e-03  9.66461e-01  2.65625e-06  1.20000e+01  0.00000e+00 
   4.12171e-01  4.77346e-01  3.31879e-03  1.35866e+00  2.59434e-06  6.00000e+00  0.00000e+00 
   3.40000e-01  4.23856e-01  6.37686e-03  1.38044e+00  2.86392e-06  2.10000e+01  0.00000e+00 
                                                                                      
generation    8.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.87294e-01  4.79666e-01  3.67509e-03  1.48162e+00  2.03991e-06  6.00000e+00  0.00000e+00 
   4.38226e-01  4.70576e-01  4.85085e-03  1.35519e+00  2.11525e-06  8.00000e+00  0.00000e+00 
   3.18391e-01  4.23024e-01  5.64341e-03  1.45115e+00  2.43782e-06  1.10000e+01  0.00000e+00 
   3.73167e-01  4.23122e-01  5.97059e-03  1.19034e+00  2.97798e-06  3.80000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  0.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  3.00000e+00  0.00000e+00 
   3.95236e-01  4.60223e-01  6.30186e-03  1.15434e+00  2.47694e-06  1.30000e+01  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  1.00000e+00  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  2.00000e+00  0.00000e+00 
   3.10858e-01  5.00027e-01  5.18275e-03  1.42656e+00  2.32011e-06  9.00000e+00  0.00000e+00 
   4.15570e-01  4.95371e-01  4.38926e-03  1.09920e+00  2.38415e-06  1.00000e+01  0.00000e+00 
   3.16442e-01  5.07578e-01  5.17884e-03  1.35586e+00  2.53532e-06  1.60000e+01  0.00000e+00 
   4.19869e-01  4.44884e-01  5.98032e-03  1.19825e+00  2.62741e-06  2.10000e+01  0.00000e+00 
   3.19803e-01  3.67127e-01  6.30252e-03  1.63684e+00  3.02296e-06  3.90000e+01  0.00000e+00 
   3.05338e-01  3.91566e-01  6.26663e-03  1.41263e+00  2.91484e-06  3.40000e+01  0.00000e+00 
   4.23371e-01  4.17448e-01  6.24875e-03  1.48162e+00  2.70831e-06  2.70000e+01  0.00000e+00 
   3.53293e-01  4.50463e-01  6.20703e-03  1.28002e+00  2.52617e-06  1.50000e+01  0.00000e+00 
   3.68911e-01  4.44190e-01  6.36218e-03  1.21267e+00  2.62433e-06  2.00000e+01  0.00000e+00 
   3.56573e-01  5.00873e-01  5.56670e-03  1.45475e+00  2.76482e-06  2.90000e+01  0.00000e+00 
   3.40000e-01  3.77441e-01  5.95835e-03  1.79953e+00  2.63082e-06  2.20000e+01  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  4.00000e+00  0.00000e+00 
   3.51014e-01  4.49035e-01  6.22528e-03  1.38044e+00  2.68526e-06  2.50000e+01  0.00000e+00 
   3.78237e-01  4.59103e-01  6.03935e-03  1.45696e+00  2.44559e-06  1.20000e+01  0.00000e+00 
   3.76063e-01  4.73476e-01  4.68947e-03  1.27712e+00  2.06694e-06  7.00000e+00  0.00000e+00 
   4.36747e-01  4.70012e-01  4.44262e-03  1.23164e+00  2.49185e-06  1.40000e+01  0.00000e+00 
   4.01806e-01  5.01481e-01  5.74863e-03  1.51889e+00  2.86234e-06  3.20000e+01  0.00000e+00 
   3.81476e-01  4.36051e-01  4.21710e-03  1.61602e+00  2.91790e-06  3.50000e+01  0.00000e+00 
   3.73933e-01  5.01889e-01  4.97813e-03  8.08304e-01  2.59995e-06  1.80000e+01  0.00000e+00 
   4.43582e-01  4.89043e-01  3.83593e-03  1.06664e+00  2.83100e-06  3.10000e+01  0.00000e+00 
   3.94805e-01  4.73807e-01  5.54706e-03  1.38992e+00  1.99373e-06  5.00000e+00  0.00000e+00 
   4.20363e-01  4.96826e-01  5.76001e-03  1.71475e+00  2.69799e-06  2.60000e+01  0.00000e+00 
   3.81476e-01  4.45981e-01  4.72028e-03  1.37484e+00  2.74451e-06  2.80000e+01  0.00000e+00 
   3.11946e-01  5.08360e-01  4.41491e-03  7.03815e-01  2.61698e-06  1.90000e+01  0.00000e+00 
   4.33813e-01  3.93068e-01  6.22643e-03  1.75168e+00  2.79678e-06  3.00000e+01  0.00000e+00 
   4.35180e-01  4.59010e-01  6.12838e-03  1.04112e+00  2.63594e-06  2.30000e+01  0.00000e+00 
   3.15984e-01  5.09999e-01  5.42413e-03  1.73204e+00  2.96803e-06  3.70000e+01  0.00000e+00 
   3.76063e-01  5.08331e-01  5.67097e-03  1.71307e+00  2.93940e-06  3.60000e+01  0.00000e+00 
   3.59335e-01  4.63120e-01  5.62466e-03  9.66461e-01  2.65625e-06  2.40000e+01  0.00000e+00 
   4.12171e-01  4.77346e-01  3.31879e-03  1.35866e+00  2.59434e-06  1.70000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  6.37686e-03  1.38044e+00  2.86392e-06  3.30000e+01  0.00000e+00 
                                                                                      
generation    9.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.40000e-01  4.87629e-01  3.86142e-03  1.11363e+00  2.32872e-06  1.60000e+01  0.00000e+00 
   3.61140e-01  4.69674e-01  4.87497e-03  1.15177e+00  2.33358e-06  1.70000e+01  0.00000e+00 
   3.97111e-01  4.11492e-01  5.30510e-03  1.64469e+00  2.67465e-06  3.70000e+01  0.00000e+00 
   3.56573e-01  4.37709e-01  5.15093e-03  1.74012e+00  2.00195e-06  6.00000e+00  0.00000e+00 
   3.55313e-01  5.03746e-01  4.95295e-03  1.10819e+00  2.33773e-06  1.80000e+01  0.00000e+00 
   3.89473e-01  4.68635e-01  5.51826e-03  1.23918e+00  2.06838e-06  1.00000e+01  0.00000e+00 
   4.48089e-01  4.67602e-01  4.69143e-03  1.52594e+00  2.07082e-06  1.10000e+01  0.00000e+00 
   3.15921e-01  4.82072e-01  5.61058e-03  9.05748e-01  2.36896e-06  1.90000e+01  0.00000e+00 
   3.56634e-01  4.66329e-01  4.77597e-03  1.38044e+00  2.04491e-06  8.00000e+00  0.00000e+00 
   4.43617e-01  4.76174e-01  4.68802e-03  1.28171e+00  2.10877e-06  1.20000e+01  0.00000e+00 
   3.97478e-01  3.99996e-01  6.02267e-03  1.72004e+00  2.57170e-06  2.70000e+01  0.00000e+00 
   3.57383e-01  4.98078e-01  5.62047e-03  1.25226e+00  2.61546e-06  3.00000e+01  0.00000e+00 
   4.04519e-01  4.96779e-01  5.25989e-03  1.38777e+00  2.30306e-06  1.40000e+01  0.00000e+00 
   3.87294e-01  4.79666e-01  3.67509e-03  1.48162e+00  2.03991e-06  7.00000e+00  0.00000e+00 
   4.38226e-01  4.70576e-01  4.85085e-03  1.35519e+00  2.11525e-06  1.30000e+01  0.00000e+00 
   3.18391e-01  4.23024e-01  5.64341e-03  1.45115e+00  2.43782e-06  2.10000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  0.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  3.00000e+00  0.00000e+00 
   3.95236e-01  4.60223e-01  6.30186e-03  1.15434e+00  2.47694e-06  2.30000e+01  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  1.00000e+00  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  2.00000e+00  0.00000e+00 
   3.10858e-01  5.00027e-01  5.18275e-03  1.42656e+00  2.32011e-06  1.50000e+01  0.00000e+00 
   4.15570e-01  4.95371e-01  4.38926e-03  1.09920e+00  2.38415e-06  2.00000e+01  0.00000e+00 
   3.16442e-01  5.07578e-01  5.17884e-03  1.35586e+00  2.53532e-06  2.60000e+01  0.00000e+00 
   4.19869e-01  4.44884e-01  5.98032e-03  1.19825e+00  2.62741e-06  3.30000e+01  0.00000e+00 
   3.53293e-01  4.50463e-01  6.20703e-03  1.28002e+00  2.52617e-06  2.50000e+01  0.00000e+00 
   3.68911e-01  4.44190e-01  6.36218e-03  1.21267e+00  2.62433e-06  3.20000e+01  0.00000e+00 
   3.40000e-01  3.77441e-01  5.95835e-03  1.79953e+00  2.63082e-06  3.40000e+01  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  4.00000e+00  0.00000e+00 
   3.51014e-01  4.49035e-01  6.22528e-03  1.38044e+00  2.68526e-06  3.80000e+01  0.00000e+00 
   3.78237e-01  4.59103e-01  6.03935e-03  1.45696e+00  2.44559e-06  2.20000e+01  0.00000e+00 
   3.76063e-01  4.73476e-01  4.68947e-03  1.27712e+00  2.06694e-06  9.00000e+00  0.00000e+00 
   4.36747e-01  4.70012e-01  4.44262e-03  1.23164e+00  2.49185e-06  2.40000e+01  0.00000e+00 
   3.73933e-01  5.01889e-01  4.97813e-03  8.08304e-01  2.59995e-06  2.90000e+01  0.00000e+00 
   3.94805e-01  4.73807e-01  5.54706e-03  1.38992e+00  1.99373e-06  5.00000e+00  0.00000e+00 
   4.20363e-01  4.96826e-01  5.76001e-03  1.71475e+00  2.69799e-06  3.90000e+01  0.00000e+00 
   3.11946e-01  5.08360e-01  4.41491e-03  7.03815e-01  2.61698e-06  3.10000e+01  0.00000e+00 
   4.35180e-01  4.59010e-01  6.12838e-03  1.04112e+00  2.63594e-06  3.50000e+01  0.00000e+00 
   3.59335e-01  4.63120e-01  5.62466e-03  9.66461e-01  2.65625e-06  3.60000e+01  0.00000e+00 
   4.12171e-01  4.77346e-01  3.31879e-03  1.35866e+00  2.59434e-06  2.80000e+01  0.00000e+00 
                                                                                      
generation    1.00000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   4.38226e-01  4.54905e-01  5.35046e-03  1.48332e+00  2.18378e-06  2.00000e+01  0.00000e+00 
   3.16442e-01  4.87629e-01  3.86142e-03  1.11363e+00  2.51072e-06  3.70000e+01  0.00000e+00 
   4.29253e-01  4.74136e-01  5.98103e-03  1.31057e+00  2.25644e-06  2.10000e+01  0.00000e+00 
   3.54797e-01  4.94697e-01  4.95313e-03  1.05099e+00  2.09239e-06  1.50000e+01  0.00000e+00 
   3.51014e-01  4.49589e-01  5.97381e-03  1.26201e+00  2.31168e-06  2.30000e+01  0.00000e+00 
   3.69133e-01  4.48660e-01  5.99513e-03  1.57832e+00  2.44078e-06  3.20000e+01  0.00000e+00 
   3.11946e-01  4.82072e-01  5.61058e-03  9.05748e-01  2.37531e-06  2.90000e+01  0.00000e+00 
   3.47401e-01  4.95176e-01  4.93218e-03  9.43960e-01  2.18324e-06  1.90000e+01  0.00000e+00 
   3.17067e-01  4.81064e-01  5.59173e-03  1.57571e+00  2.51055e-06  3.60000e+01  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.49944e-01  4.51500e-01  5.72336e-03  1.59266e+00  2.16708e-06  1.80000e+01  0.00000e+00 
   3.91811e-01  4.66400e-01  4.95112e-03  1.41764e+00  1.97689e-06  7.00000e+00  0.00000e+00 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  2.00000e+00  0.00000e+00 
   3.40000e-01  4.87629e-01  3.86142e-03  1.11363e+00  2.32872e-06  2.50000e+01  0.00000e+00 
   3.61140e-01  4.69674e-01  4.87497e-03  1.15177e+00  2.33358e-06  2.60000e+01  0.00000e+00 
   3.56573e-01  4.37709e-01  5.15093e-03  1.74012e+00  2.00195e-06  9.00000e+00  0.00000e+00 
   3.55313e-01  5.03746e-01  4.95295e-03  1.10819e+00  2.33773e-06  2.70000e+01  0.00000e+00 
   3.89473e-01  4.68635e-01  5.51826e-03  1.23918e+00  2.06838e-06  1.30000e+01  0.00000e+00 
   4.48089e-01  4.67602e-01  4.69143e-03  1.52594e+00  2.07082e-06  1.40000e+01  0.00000e+00 
   3.15921e-01  4.82072e-01  5.61058e-03  9.05748e-01  2.36896e-06  2.80000e+01  0.00000e+00 
   3.56634e-01  4.66329e-01  4.77597e-03  1.38044e+00  2.04491e-06  1.10000e+01  0.00000e+00 
   4.43617e-01  4.76174e-01  4.68802e-03  1.28171e+00  2.10877e-06  1.60000e+01  0.00000e+00 
   4.04519e-01  4.96779e-01  5.25989e-03  1.38777e+00  2.30306e-06  2.20000e+01  0.00000e+00 
   3.87294e-01  4.79666e-01  3.67509e-03  1.48162e+00  2.03991e-06  1.00000e+01  0.00000e+00 
   4.38226e-01  4.70576e-01  4.85085e-03  1.35519e+00  2.11525e-06  1.70000e+01  0.00000e+00 
   3.18391e-01  4.23024e-01  5.64341e-03  1.45115e+00  2.43782e-06  3.10000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  1.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  5.00000e+00  0.00000e+00 
   3.95236e-01  4.60223e-01  6.30186e-03  1.15434e+00  2.47694e-06  3.40000e+01  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  3.00000e+00  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  4.00000e+00  0.00000e+00 
   3.10858e-01  5.00027e-01  5.18275e-03  1.42656e+00  2.32011e-06  2.40000e+01  0.00000e+00 
   4.15570e-01  4.95371e-01  4.38926e-03  1.09920e+00  2.38415e-06  3.00000e+01  0.00000e+00 
   3.16442e-01  5.07578e-01  5.17884e-03  1.35586e+00  2.53532e-06  3.90000e+01  0.00000e+00 
   3.53293e-01  4.50463e-01  6.20703e-03  1.28002e+00  2.52617e-06  3.80000e+01  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  6.00000e+00  0.00000e+00 
   3.78237e-01  4.59103e-01  6.03935e-03  1.45696e+00  2.44559e-06  3.30000e+01  0.00000e+00 
   3.76063e-01  4.73476e-01  4.68947e-03  1.27712e+00  2.06694e-06  1.20000e+01  0.00000e+00 
   4.36747e-01  4.70012e-01  4.44262e-03  1.23164e+00  2.49185e-06  3.50000e+01  0.00000e+00 
   3.94805e-01  4.73807e-01  5.54706e-03  1.38992e+00  1.99373e-06  8.00000e+00  0.00000e+00 
                                                                                      
generation    1.10000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.71142e-01  4.85464e-01  5.13309e-03  1.43120e+00  1.91093e-06  1.00000e+01  0.00000e+00 
   4.48089e-01  4.64884e-01  5.61758e-03  1.47102e+00  2.04694e-06  1.90000e+01  0.00000e+00 
   4.14994e-01  4.73182e-01  5.78467e-03  1.43323e+00  2.15054e-06  3.10000e+01  0.00000e+00 
   3.36936e-01  4.86922e-01  4.95112e-03  1.41764e+00  1.82089e-06  8.00000e+00  0.00000e+00 
   3.42641e-01  4.81211e-01  5.25742e-03  1.30925e+00  1.92204e-06  1.20000e+01  0.00000e+00 
   3.76122e-01  4.80781e-01  3.65998e-03  1.66155e+00  1.79828e-06  6.00000e+00  0.00000e+00 
   3.82839e-01  4.55953e-01  5.47804e-03  1.28171e+00  2.23348e-06  3.50000e+01  0.00000e+00 
   4.14316e-01  4.57145e-01  5.72836e-03  1.64597e+00  2.08512e-06  2.40000e+01  0.00000e+00 
   3.90644e-01  4.71883e-01  5.30510e-03  1.17181e+00  2.11960e-06  2.90000e+01  0.00000e+00 
   3.94336e-01  4.80563e-01  5.52906e-03  1.57315e+00  2.14169e-06  3.00000e+01  0.00000e+00 
   3.43550e-01  4.60204e-01  5.68967e-03  1.39998e+00  2.10019e-06  2.60000e+01  0.00000e+00 
   3.76615e-01  4.57969e-01  5.63014e-03  1.60556e+00  2.04490e-06  1.70000e+01  0.00000e+00 
   3.49892e-01  4.60609e-01  5.08862e-03  1.51110e+00  1.88341e-06  9.00000e+00  0.00000e+00 
   4.43617e-01  4.76174e-01  4.86535e-03  1.29562e+00  2.05705e-06  2.00000e+01  0.00000e+00 
   4.28920e-01  4.57967e-01  4.56656e-03  1.54020e+00  2.31061e-06  3.80000e+01  0.00000e+00 
   3.99954e-01  4.81867e-01  4.51510e-03  1.63515e+00  1.67829e-06  2.00000e+00  0.00000e+00 
   4.38226e-01  4.54905e-01  5.35046e-03  1.48332e+00  2.18378e-06  3.40000e+01  0.00000e+00 
   4.29253e-01  4.74136e-01  5.98103e-03  1.31057e+00  2.25644e-06  3.60000e+01  0.00000e+00 
   3.54797e-01  4.94697e-01  4.95313e-03  1.05099e+00  2.09239e-06  2.50000e+01  0.00000e+00 
   3.51014e-01  4.49589e-01  5.97381e-03  1.26201e+00  2.31168e-06  3.90000e+01  0.00000e+00 
   3.47401e-01  4.95176e-01  4.93218e-03  9.43960e-01  2.18324e-06  3.30000e+01  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.49944e-01  4.51500e-01  5.72336e-03  1.59266e+00  2.16708e-06  3.20000e+01  0.00000e+00 
   3.91811e-01  4.66400e-01  4.95112e-03  1.41764e+00  1.97689e-06  1.30000e+01  0.00000e+00 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  3.00000e+00  0.00000e+00 
   3.56573e-01  4.37709e-01  5.15093e-03  1.74012e+00  2.00195e-06  1.50000e+01  0.00000e+00 
   3.89473e-01  4.68635e-01  5.51826e-03  1.23918e+00  2.06838e-06  2.20000e+01  0.00000e+00 
   4.48089e-01  4.67602e-01  4.69143e-03  1.52594e+00  2.07082e-06  2.30000e+01  0.00000e+00 
   3.56634e-01  4.66329e-01  4.77597e-03  1.38044e+00  2.04491e-06  1.80000e+01  0.00000e+00 
   4.43617e-01  4.76174e-01  4.68802e-03  1.28171e+00  2.10877e-06  2.70000e+01  0.00000e+00 
   4.04519e-01  4.96779e-01  5.25989e-03  1.38777e+00  2.30306e-06  3.70000e+01  0.00000e+00 
   3.87294e-01  4.79666e-01  3.67509e-03  1.48162e+00  2.03991e-06  1.60000e+01  0.00000e+00 
   4.38226e-01  4.70576e-01  4.85085e-03  1.35519e+00  2.11525e-06  2.80000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  1.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  7.00000e+00  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  4.00000e+00  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  5.00000e+00  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  1.10000e+01  0.00000e+00 
   3.76063e-01  4.73476e-01  4.68947e-03  1.27712e+00  2.06694e-06  2.10000e+01  0.00000e+00 
   3.94805e-01  4.73807e-01  5.54706e-03  1.38992e+00  1.99373e-06  1.40000e+01  0.00000e+00 
                                                                                      
generation    1.20000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   4.07205e-01  4.86645e-01  3.50212e-03  1.58000e+00  1.87168e-06  1.70000e+01  0.00000e+00 
   3.69948e-01  4.63647e-01  5.24005e-03  1.60966e+00  1.82089e-06  1.40000e+01  0.00000e+00 
   4.43652e-01  4.80557e-01  4.07033e-03  1.51238e+00  1.93236e-06  2.50000e+01  0.00000e+00 
   3.07856e-01  4.96559e-01  4.48899e-03  1.45120e+00  1.69899e-06  4.00000e+00  0.00000e+00 
   4.01576e-01  4.76326e-01  5.34119e-03  1.66384e+00  1.92266e-06  2.40000e+01  0.00000e+00 
   4.07814e-01  4.70282e-01  4.89519e-03  1.42538e+00  1.93627e-06  2.60000e+01  0.00000e+00 
   3.72074e-01  4.63728e-01  5.09831e-03  1.60421e+00  1.79401e-06  1.00000e+01  0.00000e+00 
   3.91811e-01  4.87456e-01  4.95112e-03  1.08435e+00  2.06641e-06  3.80000e+01  0.00000e+00 
   4.49574e-01  4.74309e-01  3.96628e-03  1.67316e+00  1.99653e-06  3.00000e+01  0.00000e+00 
   3.62124e-01  4.84441e-01  4.95000e-03  1.24706e+00  1.89584e-06  1.90000e+01  0.00000e+00 
   3.47401e-01  4.80906e-01  5.09271e-03  1.31931e+00  1.86372e-06  1.60000e+01  0.00000e+00 
   3.84515e-01  4.67590e-01  5.40950e-03  1.56762e+00  1.89777e-06  2.00000e+01  0.00000e+00 
   3.66189e-01  4.87676e-01  5.11758e-03  1.50407e+00  1.95336e-06  2.70000e+01  0.00000e+00 
   3.70768e-01  4.66329e-01  4.77597e-03  1.38044e+00  2.05689e-06  3.60000e+01  0.00000e+00 
   3.98614e-01  4.89286e-01  3.73299e-03  1.60778e+00  1.76347e-06  6.00000e+00  0.00000e+00 
   4.02914e-01  4.83903e-01  4.31500e-03  1.39809e+00  1.84316e-06  1.50000e+01  0.00000e+00 
   3.69393e-01  4.87629e-01  4.61778e-03  1.51611e+00  1.73512e-06  5.00000e+00  0.00000e+00 
   3.78237e-01  4.90237e-01  4.26240e-03  1.45966e+00  1.76706e-06  7.00000e+00  0.00000e+00 
   3.71142e-01  4.85464e-01  5.13309e-03  1.43120e+00  1.91093e-06  2.10000e+01  0.00000e+00 
   4.48089e-01  4.64884e-01  5.61758e-03  1.47102e+00  2.04694e-06  3.50000e+01  0.00000e+00 
   3.36936e-01  4.86922e-01  4.95112e-03  1.41764e+00  1.82089e-06  1.30000e+01  0.00000e+00 
   3.42641e-01  4.81211e-01  5.25742e-03  1.30925e+00  1.92204e-06  2.30000e+01  0.00000e+00 
   3.76122e-01  4.80781e-01  3.65998e-03  1.66155e+00  1.79828e-06  1.10000e+01  0.00000e+00 
   3.76615e-01  4.57969e-01  5.63014e-03  1.60556e+00  2.04490e-06  3.30000e+01  0.00000e+00 
   3.49892e-01  4.60609e-01  5.08862e-03  1.51110e+00  1.88341e-06  1.80000e+01  0.00000e+00 
   4.43617e-01  4.76174e-01  4.86535e-03  1.29562e+00  2.05705e-06  3.70000e+01  0.00000e+00 
   3.99954e-01  4.81867e-01  4.51510e-03  1.63515e+00  1.67829e-06  2.00000e+00  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.91811e-01  4.66400e-01  4.95112e-03  1.41764e+00  1.97689e-06  2.80000e+01  0.00000e+00 
