generation    1.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  3.00000e+00  0.00000e+00 
   3.56573e-01  4.37709e-01  5.15093e-03  1.74012e+00  2.00195e-06  3.10000e+01  0.00000e+00 
   3.56634e-01  4.66329e-01  4.77597e-03  1.38044e+00  2.04491e-06  3.40000e+01  0.00000e+00 
   3.87294e-01  4.79666e-01  3.67509e-03  1.48162e+00  2.03991e-06  3.20000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  1.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  1.20000e+01  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  8.00000e+00  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  9.00000e+00  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  2.20000e+01  0.00000e+00 
   3.76063e-01  4.73476e-01  4.68947e-03  1.27712e+00  2.06694e-06  3.90000e+01  0.00000e+00 
   3.94805e-01  4.73807e-01  5.54706e-03  1.38992e+00  1.99373e-06  2.90000e+01  0.00000e+00 
                                                                                      
generation    1.30000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   4.09610e-01  4.62092e-01  5.25275e-03  1.60872e+00  1.86393e-06  2.80000e+01  0.00000e+00 
   3.89980e-01  4.64602e-01  4.77149e-03  1.74084e+00  1.72077e-06  1.20000e+01  0.00000e+00 
   4.33692e-01  4.80210e-01  4.54231e-03  1.50322e+00  1.82558e-06  2.50000e+01  0.00000e+00 
   3.31792e-01  4.95814e-01  3.63841e-03  1.54859e+00  1.64685e-06  5.00000e+00  0.00000e+00 
   3.97484e-01  4.92905e-01  3.77964e-03  1.51238e+00  1.87902e-06  3.00000e+01  0.00000e+00 
   3.69403e-01  4.88116e-01  4.34803e-03  1.50300e+00  1.70793e-06  1.10000e+01  0.00000e+00 
   3.56891e-01  4.85464e-01  3.60524e-03  1.59949e+00  1.76906e-06  1.70000e+01  0.00000e+00 
   3.69420e-01  4.94370e-01  3.65850e-03  1.55127e+00  1.74794e-06  1.40000e+01  0.00000e+00 
   4.10843e-01  4.72912e-01  4.01754e-03  1.64493e+00  1.91928e-06  3.60000e+01  0.00000e+00 
   3.38507e-01  4.92866e-01  3.47898e-03  1.71990e+00  1.58072e-06  1.00000e+00  0.00000e+00 
   3.67679e-01  4.91395e-01  3.99129e-03  1.76350e+00  1.58855e-06  2.00000e+00  0.00000e+00 
   3.56634e-01  4.82046e-01  4.26925e-03  1.60014e+00  1.64301e-06  4.00000e+00  0.00000e+00 
   4.13129e-01  4.76543e-01  4.19599e-03  1.75003e+00  1.68805e-06  8.00000e+00  0.00000e+00 
   3.99103e-01  4.81485e-01  4.45269e-03  1.62299e+00  1.68106e-06  7.00000e+00  0.00000e+00 
   3.91803e-01  4.64078e-01  4.83556e-03  1.51954e+00  1.93040e-06  3.90000e+01  0.00000e+00 
   4.07205e-01  4.86645e-01  3.50212e-03  1.58000e+00  1.87168e-06  2.90000e+01  0.00000e+00 
   3.69948e-01  4.63647e-01  5.24005e-03  1.60966e+00  1.82089e-06  2.40000e+01  0.00000e+00 
   3.07856e-01  4.96559e-01  4.48899e-03  1.45120e+00  1.69899e-06  1.00000e+01  0.00000e+00 
   4.01576e-01  4.76326e-01  5.34119e-03  1.66384e+00  1.92266e-06  3.80000e+01  0.00000e+00 
   3.72074e-01  4.63728e-01  5.09831e-03  1.60421e+00  1.79401e-06  2.00000e+01  0.00000e+00 
   3.62124e-01  4.84441e-01  4.95000e-03  1.24706e+00  1.89584e-06  3.20000e+01  0.00000e+00 
   3.47401e-01  4.80906e-01  5.09271e-03  1.31931e+00  1.86372e-06  2.70000e+01  0.00000e+00 
   3.84515e-01  4.67590e-01  5.40950e-03  1.56762e+00  1.89777e-06  3.30000e+01  0.00000e+00 
   3.98614e-01  4.89286e-01  3.73299e-03  1.60778e+00  1.76347e-06  1.50000e+01  0.00000e+00 
   4.02914e-01  4.83903e-01  4.31500e-03  1.39809e+00  1.84316e-06  2.60000e+01  0.00000e+00 
   3.69393e-01  4.87629e-01  4.61778e-03  1.51611e+00  1.73512e-06  1.30000e+01  0.00000e+00 
   3.78237e-01  4.90237e-01  4.26240e-03  1.45966e+00  1.76706e-06  1.60000e+01  0.00000e+00 
   3.71142e-01  4.85464e-01  5.13309e-03  1.43120e+00  1.91093e-06  3.40000e+01  0.00000e+00 
   3.36936e-01  4.86922e-01  4.95112e-03  1.41764e+00  1.82089e-06  2.30000e+01  0.00000e+00 
   3.42641e-01  4.81211e-01  5.25742e-03  1.30925e+00  1.92204e-06  3.70000e+01  0.00000e+00 
   3.76122e-01  4.80781e-01  3.65998e-03  1.66155e+00  1.79828e-06  2.10000e+01  0.00000e+00 
   3.49892e-01  4.60609e-01  5.08862e-03  1.51110e+00  1.88341e-06  3.10000e+01  0.00000e+00 
   3.99954e-01  4.81867e-01  4.51510e-03  1.63515e+00  1.67829e-06  6.00000e+00  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  9.00000e+00  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  3.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  2.20000e+01  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  1.80000e+01  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  1.90000e+01  0.00000e+00 
   4.23371e-01  4.57573e-01  5.47717e-03  1.77942e+00  1.91701e-06  3.50000e+01  0.00000e+00 
                                                                                      
generation    1.40000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.14910e-01  4.97604e-01  4.62176e-03  1.30361e+00  1.81647e-06  3.20000e+01  0.00000e+00 
   3.67034e-01  4.76668e-01  4.81179e-03  1.75884e+00  1.65003e-06  6.00000e+00  0.00000e+00 
   3.83960e-01  4.87361e-01  4.63138e-03  1.73055e+00  1.70644e-06  1.40000e+01  0.00000e+00 
   3.05226e-01  5.15160e-01  3.01730e-03  1.42749e+00  1.83363e-06  3.90000e+01  0.00000e+00 
   3.85823e-01  4.83462e-01  4.08388e-03  1.52174e+00  1.75207e-06  2.10000e+01  0.00000e+00 
   3.68472e-01  4.81989e-01  3.78097e-03  1.64493e+00  1.73143e-06  1.80000e+01  0.00000e+00 
   3.77298e-01  4.73323e-01  5.09271e-03  1.66253e+00  1.75927e-06  2.20000e+01  0.00000e+00 
   4.43737e-01  4.76160e-01  4.47179e-03  1.76126e+00  1.71978e-06  1.60000e+01  0.00000e+00 
   4.19108e-01  4.77320e-01  4.81032e-03  1.71884e+00  1.69516e-06  1.20000e+01  0.00000e+00 
   3.89173e-01  4.85764e-01  4.08127e-03  1.44683e+00  1.79926e-06  3.10000e+01  0.00000e+00 
   4.26455e-01  4.85016e-01  4.31228e-03  1.53769e+00  1.79609e-06  2.90000e+01  0.00000e+00 
   4.07814e-01  4.72583e-01  4.70895e-03  1.53167e+00  1.82163e-06  3.60000e+01  0.00000e+00 
   4.13420e-01  4.85486e-01  3.76455e-03  1.57084e+00  1.82340e-06  3.70000e+01  0.00000e+00 
   3.20566e-01  5.05730e-01  3.83114e-03  1.64311e+00  1.66665e-06  7.00000e+00  0.00000e+00 
   3.89980e-01  4.64602e-01  4.77149e-03  1.74084e+00  1.72077e-06  1.70000e+01  0.00000e+00 
   4.33692e-01  4.80210e-01  4.54231e-03  1.50322e+00  1.82558e-06  3.80000e+01  0.00000e+00 
   3.31792e-01  4.95814e-01  3.63841e-03  1.54859e+00  1.64685e-06  5.00000e+00  0.00000e+00 
   3.69403e-01  4.88116e-01  4.34803e-03  1.50300e+00  1.70793e-06  1.50000e+01  0.00000e+00 
   3.56891e-01  4.85464e-01  3.60524e-03  1.59949e+00  1.76906e-06  2.50000e+01  0.00000e+00 
   3.69420e-01  4.94370e-01  3.65850e-03  1.55127e+00  1.74794e-06  2.00000e+01  0.00000e+00 
   3.38507e-01  4.92866e-01  3.47898e-03  1.71990e+00  1.58072e-06  1.00000e+00  0.00000e+00 
   3.67679e-01  4.91395e-01  3.99129e-03  1.76350e+00  1.58855e-06  2.00000e+00  0.00000e+00 
   3.56634e-01  4.82046e-01  4.26925e-03  1.60014e+00  1.64301e-06  4.00000e+00  0.00000e+00 
   4.13129e-01  4.76543e-01  4.19599e-03  1.75003e+00  1.68805e-06  1.00000e+01  0.00000e+00 
   3.99103e-01  4.81485e-01  4.45269e-03  1.62299e+00  1.68106e-06  9.00000e+00  0.00000e+00 
   3.69948e-01  4.63647e-01  5.24005e-03  1.60966e+00  1.82089e-06  3.50000e+01  0.00000e+00 
   3.07856e-01  4.96559e-01  4.48899e-03  1.45120e+00  1.69899e-06  1.30000e+01  0.00000e+00 
   3.72074e-01  4.63728e-01  5.09831e-03  1.60421e+00  1.79401e-06  2.80000e+01  0.00000e+00 
   3.98614e-01  4.89286e-01  3.73299e-03  1.60778e+00  1.76347e-06  2.30000e+01  0.00000e+00 
   3.69393e-01  4.87629e-01  4.61778e-03  1.51611e+00  1.73512e-06  1.90000e+01  0.00000e+00 
   3.78237e-01  4.90237e-01  4.26240e-03  1.45966e+00  1.76706e-06  2.40000e+01  0.00000e+00 
   3.36936e-01  4.86922e-01  4.95112e-03  1.41764e+00  1.82089e-06  3.40000e+01  0.00000e+00 
   3.76122e-01  4.80781e-01  3.65998e-03  1.66155e+00  1.79828e-06  3.00000e+01  0.00000e+00 
   3.99954e-01  4.81867e-01  4.51510e-03  1.63515e+00  1.67829e-06  8.00000e+00  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  1.10000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  3.00000e+00  0.00000e+00 
   3.17067e-01  4.89809e-01  4.50381e-03  1.27865e+00  1.82011e-06  3.30000e+01  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  2.60000e+01  0.00000e+00 
   3.97247e-01  4.88762e-01  3.59306e-03  1.59698e+00  1.79275e-06  2.70000e+01  0.00000e+00 
                                                                                      
generation    1.50000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.47536e-01  4.93247e-01  3.77848e-03  1.55926e+00  1.65361e-06  9.00000e+00  0.00000e+00 
   3.45312e-01  4.98916e-01  4.18718e-03  1.65521e+00  1.72060e-06  2.30000e+01  0.00000e+00 
   3.68883e-01  4.87399e-01  4.58033e-03  1.50881e+00  1.72636e-06  2.50000e+01  0.00000e+00 
   3.54556e-01  4.94734e-01  4.26597e-03  1.64787e+00  1.68599e-06  1.50000e+01  0.00000e+00 
   3.27397e-01  4.78449e-01  4.07350e-03  1.60421e+00  1.75564e-06  3.10000e+01  0.00000e+00 
   3.55797e-01  4.77201e-01  3.82112e-03  1.68367e+00  1.79031e-06  3.90000e+01  0.00000e+00 
   3.26692e-01  4.81995e-01  4.88416e-03  1.79061e+00  1.76816e-06  3.50000e+01  0.00000e+00 
   3.18366e-01  4.93249e-01  4.47154e-03  1.66554e+00  1.63807e-06  5.00000e+00  0.00000e+00 
   3.73543e-01  4.78354e-01  4.57767e-03  1.76175e+00  1.59514e-06  3.00000e+00  0.00000e+00 
   3.72270e-01  4.77655e-01  3.90097e-03  1.64480e+00  1.78610e-06  3.80000e+01  0.00000e+00 
   3.60475e-01  4.92400e-01  3.80960e-03  1.60392e+00  1.65362e-06  1.00000e+01  0.00000e+00 
   3.08676e-01  4.96873e-01  4.57294e-03  1.45768e+00  1.73578e-06  2.80000e+01  0.00000e+00 
   3.21051e-01  5.00592e-01  4.20402e-03  1.56928e+00  1.67985e-06  1.30000e+01  0.00000e+00 
   3.67034e-01  4.76668e-01  4.81179e-03  1.75884e+00  1.65003e-06  8.00000e+00  0.00000e+00 
   3.83960e-01  4.87361e-01  4.63138e-03  1.73055e+00  1.70644e-06  2.00000e+01  0.00000e+00 
   3.85823e-01  4.83462e-01  4.08388e-03  1.52174e+00  1.75207e-06  3.00000e+01  0.00000e+00 
   3.68472e-01  4.81989e-01  3.78097e-03  1.64493e+00  1.73143e-06  2.60000e+01  0.00000e+00 
   3.77298e-01  4.73323e-01  5.09271e-03  1.66253e+00  1.75927e-06  3.20000e+01  0.00000e+00 
   4.43737e-01  4.76160e-01  4.47179e-03  1.76126e+00  1.71978e-06  2.20000e+01  0.00000e+00 
   4.19108e-01  4.77320e-01  4.81032e-03  1.71884e+00  1.69516e-06  1.80000e+01  0.00000e+00 
   3.20566e-01  5.05730e-01  3.83114e-03  1.64311e+00  1.66665e-06  1.10000e+01  0.00000e+00 
   3.89980e-01  4.64602e-01  4.77149e-03  1.74084e+00  1.72077e-06  2.40000e+01  0.00000e+00 
   3.31792e-01  4.95814e-01  3.63841e-03  1.54859e+00  1.64685e-06  7.00000e+00  0.00000e+00 
   3.69403e-01  4.88116e-01  4.34803e-03  1.50300e+00  1.70793e-06  2.10000e+01  0.00000e+00 
   3.56891e-01  4.85464e-01  3.60524e-03  1.59949e+00  1.76906e-06  3.60000e+01  0.00000e+00 
   3.69420e-01  4.94370e-01  3.65850e-03  1.55127e+00  1.74794e-06  2.90000e+01  0.00000e+00 
   3.38507e-01  4.92866e-01  3.47898e-03  1.71990e+00  1.58072e-06  1.00000e+00  0.00000e+00 
   3.67679e-01  4.91395e-01  3.99129e-03  1.76350e+00  1.58855e-06  2.00000e+00  0.00000e+00 
   3.56634e-01  4.82046e-01  4.26925e-03  1.60014e+00  1.64301e-06  6.00000e+00  0.00000e+00 
   4.13129e-01  4.76543e-01  4.19599e-03  1.75003e+00  1.68805e-06  1.60000e+01  0.00000e+00 
   3.99103e-01  4.81485e-01  4.45269e-03  1.62299e+00  1.68106e-06  1.40000e+01  0.00000e+00 
   3.07856e-01  4.96559e-01  4.48899e-03  1.45120e+00  1.69899e-06  1.90000e+01  0.00000e+00 
   3.98614e-01  4.89286e-01  3.73299e-03  1.60778e+00  1.76347e-06  3.30000e+01  0.00000e+00 
   3.69393e-01  4.87629e-01  4.61778e-03  1.51611e+00  1.73512e-06  2.70000e+01  0.00000e+00 
   3.78237e-01  4.90237e-01  4.26240e-03  1.45966e+00  1.76706e-06  3.40000e+01  0.00000e+00 
   3.99954e-01  4.81867e-01  4.51510e-03  1.63515e+00  1.67829e-06  1.20000e+01  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  1.70000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  4.00000e+00  0.00000e+00 
   4.25003e-01  4.73182e-01  5.16348e-03  1.71973e+00  1.78335e-06  3.70000e+01  0.00000e+00 
                                                                                      
generation    1.60000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.89078e-01  4.88360e-01  4.04093e-03  1.70701e+00  1.64279e-06  9.00000e+00  0.00000e+00 
   3.38005e-01  4.89959e-01  3.21010e-03  1.77002e+00  1.69670e-06  2.70000e+01  0.00000e+00 
   3.25859e-01  4.85578e-01  4.35282e-03  1.49755e+00  1.66678e-06  1.60000e+01  0.00000e+00 
   3.55797e-01  4.82038e-01  4.14119e-03  1.71546e+00  1.57733e-06  1.00000e+00  0.00000e+00 
   3.64563e-01  4.84335e-01  3.82401e-03  1.60392e+00  1.70864e-06  3.30000e+01  0.00000e+00 
   4.26502e-01  4.75353e-01  4.28450e-03  1.77988e+00  1.69743e-06  2.80000e+01  0.00000e+00 
   3.27397e-01  4.80748e-01  4.35732e-03  1.51893e+00  1.70531e-06  3.00000e+01  0.00000e+00 
   4.15470e-01  4.84761e-01  4.37570e-03  1.68903e+00  1.68664e-06  2.20000e+01  0.00000e+00 
   3.73543e-01  4.86186e-01  3.66399e-03  1.62324e+00  1.71713e-06  3.50000e+01  0.00000e+00 
   3.10920e-01  4.98743e-01  3.72367e-03  1.52469e+00  1.61745e-06  6.00000e+00  0.00000e+00 
   3.97809e-01  4.86162e-01  4.45269e-03  1.63796e+00  1.69484e-06  2.50000e+01  0.00000e+00 
   4.16257e-01  4.80049e-01  4.59827e-03  1.61145e+00  1.72000e-06  3.70000e+01  0.00000e+00 
   3.83960e-01  4.79096e-01  4.36097e-03  1.57078e+00  1.71278e-06  3.40000e+01  0.00000e+00 
   4.22842e-01  4.84138e-01  4.37307e-03  1.74416e+00  1.67112e-06  1.70000e+01  0.00000e+00 
   3.36355e-01  4.90251e-01  3.83441e-03  1.60772e+00  1.61266e-06  5.00000e+00  0.00000e+00 
   3.47536e-01  4.93247e-01  3.77848e-03  1.55926e+00  1.65361e-06  1.30000e+01  0.00000e+00 
   3.45312e-01  4.98916e-01  4.18718e-03  1.65521e+00  1.72060e-06  3.80000e+01  0.00000e+00 
   3.54556e-01  4.94734e-01  4.26597e-03  1.64787e+00  1.68599e-06  2.10000e+01  0.00000e+00 
   3.18366e-01  4.93249e-01  4.47154e-03  1.66554e+00  1.63807e-06  8.00000e+00  0.00000e+00 
   3.73543e-01  4.78354e-01  4.57767e-03  1.76175e+00  1.59514e-06  4.00000e+00  0.00000e+00 
   3.60475e-01  4.92400e-01  3.80960e-03  1.60392e+00  1.65362e-06  1.40000e+01  0.00000e+00 
   3.21051e-01  5.00592e-01  4.20402e-03  1.56928e+00  1.67985e-06  1.90000e+01  0.00000e+00 
   3.67034e-01  4.76668e-01  4.81179e-03  1.75884e+00  1.65003e-06  1.20000e+01  0.00000e+00 
   3.83960e-01  4.87361e-01  4.63138e-03  1.73055e+00  1.70644e-06  3.10000e+01  0.00000e+00 
   4.43737e-01  4.76160e-01  4.47179e-03  1.76126e+00  1.71978e-06  3.60000e+01  0.00000e+00 
   4.19108e-01  4.77320e-01  4.81032e-03  1.71884e+00  1.69516e-06  2.60000e+01  0.00000e+00 
   3.20566e-01  5.05730e-01  3.83114e-03  1.64311e+00  1.66665e-06  1.50000e+01  0.00000e+00 
   3.89980e-01  4.64602e-01  4.77149e-03  1.74084e+00  1.72077e-06  3.90000e+01  0.00000e+00 
   3.31792e-01  4.95814e-01  3.63841e-03  1.54859e+00  1.64685e-06  1.10000e+01  0.00000e+00 
   3.69403e-01  4.88116e-01  4.34803e-03  1.50300e+00  1.70793e-06  3.20000e+01  0.00000e+00 
   3.38507e-01  4.92866e-01  3.47898e-03  1.71990e+00  1.58072e-06  2.00000e+00  0.00000e+00 
   3.67679e-01  4.91395e-01  3.99129e-03  1.76350e+00  1.58855e-06  3.00000e+00  0.00000e+00 
   3.56634e-01  4.82046e-01  4.26925e-03  1.60014e+00  1.64301e-06  1.00000e+01  0.00000e+00 
   4.13129e-01  4.76543e-01  4.19599e-03  1.75003e+00  1.68805e-06  2.30000e+01  0.00000e+00 
   3.99103e-01  4.81485e-01  4.45269e-03  1.62299e+00  1.68106e-06  2.00000e+01  0.00000e+00 
   3.07856e-01  4.96559e-01  4.48899e-03  1.45120e+00  1.69899e-06  2.90000e+01  0.00000e+00 
   3.99954e-01  4.81867e-01  4.51510e-03  1.63515e+00  1.67829e-06  1.80000e+01  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.12743e-01  5.05956e-01  3.89307e-03  1.50819e+00  1.68849e-06  2.40000e+01  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  7.00000e+00  0.00000e+00 
                                                                                      
generation    1.70000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.84191e-01  4.88360e-01  4.28071e-03  1.67412e+00  1.65745e-06  2.90000e+01  0.00000e+00 
   3.17114e-01  4.80748e-01  4.04987e-03  1.68924e+00  1.63351e-06  1.70000e+01  0.00000e+00 
   3.47060e-01  4.85217e-01  4.45269e-03  1.57777e+00  1.63391e-06  1.80000e+01  0.00000e+00 
   3.70585e-01  4.75268e-01  4.53797e-03  1.73247e+00  1.60940e-06  1.10000e+01  0.00000e+00 
   3.25482e-01  4.91716e-01  3.26125e-03  1.75568e+00  1.66402e-06  3.50000e+01  0.00000e+00 
   3.34986e-01  4.85121e-01  4.35282e-03  1.65234e+00  1.57689e-06  4.00000e+00  0.00000e+00 
   3.85157e-01  4.85176e-01  4.15056e-03  1.65483e+00  1.64364e-06  2.30000e+01  0.00000e+00 
   3.34187e-01  4.94678e-01  3.73033e-03  1.68009e+00  1.55433e-06  1.00000e+00  0.00000e+00 
   3.89614e-01  4.87724e-01  3.80960e-03  1.69158e+00  1.66257e-06  3.20000e+01  0.00000e+00 
   3.62611e-01  4.77042e-01  4.81337e-03  1.72576e+00  1.65593e-06  2.80000e+01  0.00000e+00 
   3.66007e-01  4.91090e-01  3.82307e-03  1.76210e+00  1.57504e-06  3.00000e+00  0.00000e+00 
   3.73460e-01  4.81970e-01  4.29075e-03  1.68333e+00  1.60739e-06  1.00000e+01  0.00000e+00 
   3.12549e-01  4.88116e-01  4.14370e-03  1.51167e+00  1.66339e-06  3.40000e+01  0.00000e+00 
   3.66445e-01  4.77893e-01  4.27505e-03  1.73052e+00  1.59894e-06  9.00000e+00  0.00000e+00 
   3.38771e-01  4.83383e-01  4.37259e-03  1.71416e+00  1.55532e-06  2.00000e+00  0.00000e+00 
   3.31510e-01  4.91643e-01  4.25233e-03  1.47198e+00  1.66585e-06  3.60000e+01  0.00000e+00 
   3.81018e-01  4.77107e-01  4.48148e-03  1.64527e+00  1.66113e-06  3.10000e+01  0.00000e+00 
   3.75307e-01  4.91359e-01  4.13187e-03  1.66846e+00  1.66277e-06  3.30000e+01  0.00000e+00 
   3.88013e-01  4.79975e-01  4.08840e-03  1.74670e+00  1.62239e-06  1.50000e+01  0.00000e+00 
   3.58364e-01  4.81448e-01  4.18765e-03  1.66883e+00  1.61109e-06  1.20000e+01  0.00000e+00 
   3.93812e-01  4.84568e-01  4.57767e-03  1.74179e+00  1.65941e-06  3.00000e+01  0.00000e+00 
   3.78117e-01  4.87976e-01  4.02884e-03  1.65353e+00  1.64087e-06  2.00000e+01  0.00000e+00 
   3.89078e-01  4.88360e-01  4.04093e-03  1.70701e+00  1.64279e-06  2.10000e+01  0.00000e+00 
   3.25859e-01  4.85578e-01  4.35282e-03  1.49755e+00  1.66678e-06  3.80000e+01  0.00000e+00 
   3.55797e-01  4.82038e-01  4.14119e-03  1.71546e+00  1.57733e-06  5.00000e+00  0.00000e+00 
   3.10920e-01  4.98743e-01  3.72367e-03  1.52469e+00  1.61745e-06  1.40000e+01  0.00000e+00 
   4.22842e-01  4.84138e-01  4.37307e-03  1.74416e+00  1.67112e-06  3.90000e+01  0.00000e+00 
   3.36355e-01  4.90251e-01  3.83441e-03  1.60772e+00  1.61266e-06  1.30000e+01  0.00000e+00 
   3.47536e-01  4.93247e-01  3.77848e-03  1.55926e+00  1.65361e-06  2.60000e+01  0.00000e+00 
   3.18366e-01  4.93249e-01  4.47154e-03  1.66554e+00  1.63807e-06  1.90000e+01  0.00000e+00 
   3.73543e-01  4.78354e-01  4.57767e-03  1.76175e+00  1.59514e-06  8.00000e+00  0.00000e+00 
   3.60475e-01  4.92400e-01  3.80960e-03  1.60392e+00  1.65362e-06  2.70000e+01  0.00000e+00 
   3.67034e-01  4.76668e-01  4.81179e-03  1.75884e+00  1.65003e-06  2.50000e+01  0.00000e+00 
   3.20566e-01  5.05730e-01  3.83114e-03  1.64311e+00  1.66665e-06  3.70000e+01  0.00000e+00 
   3.31792e-01  4.95814e-01  3.63841e-03  1.54859e+00  1.64685e-06  2.40000e+01  0.00000e+00 
   3.38507e-01  4.92866e-01  3.47898e-03  1.71990e+00  1.58072e-06  6.00000e+00  0.00000e+00 
   3.67679e-01  4.91395e-01  3.99129e-03  1.76350e+00  1.58855e-06  7.00000e+00  0.00000e+00 
   3.56634e-01  4.82046e-01  4.26925e-03  1.60014e+00  1.64301e-06  2.20000e+01  0.00000e+00 
   3.10858e-01  4.91658e-01  4.02587e-03  1.72344e+00  1.49256e-06  0.00000e+00  0.00000e+00 
   3.80250e-01  4.80484e-01  4.06973e-03  1.71990e+00  1.62806e-06  1.60000e+01  0.00000e+00 
                                                                                      
generation    1.80000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.76181e-01  4.89218e-01  4.37259e-03  1.74662e+00  1.64237e-06  2.80000e+01  0.00000e+00 
   3.45150e-01  4.84249e-01  3.87930e-03  1.68768e+00  1.61405e-06  1.60000e+01  0.00000e+00 
   3.25823e-01  4.76592e-01  4.69219e-03  1.74515e+00  1.60612e-06  1.10000e+01  0.00000e+00 
   3.92791e-01  4.88554e-01  4.13187e-03  1.72106e+00  1.64914e-06  3.40000e+01  0.00000e+00 
   3.55183e-01  4.89008e-01  3.72589e-03  1.69566e+00  1.59671e-06  9.00000e+00  0.00000e+00 
   3.57073e-01  4.79879e-01  4.40091e-03  1.60152e+00  1.64861e-06  3.30000e+01  0.00000e+00 
   3.38183e-01  4.93302e-01  4.27712e-03  1.62638e+00  1.62295e-06  2.10000e+01  0.00000e+00 
   3.71042e-01  4.80112e-01  4.70957e-03  1.71990e+00  1.64168e-06  2.70000e+01  0.00000e+00 
   3.29785e-01  4.95180e-01  4.21179e-03  1.60995e+00  1.61454e-06  1.70000e+01  0.00000e+00 
   3.25078e-01  4.99974e-01  3.97669e-03  1.52931e+00  1.65325e-06  3.60000e+01  0.00000e+00 
   3.56634e-01  4.74104e-01  4.26925e-03  1.75933e+00  1.61491e-06  1.80000e+01  0.00000e+00 
   3.17114e-01  4.80748e-01  4.04987e-03  1.68924e+00  1.63351e-06  2.30000e+01  0.00000e+00 
   3.47060e-01  4.85217e-01  4.45269e-03  1.57777e+00  1.63391e-06  2.40000e+01  0.00000e+00 
   3.70585e-01  4.75268e-01  4.53797e-03  1.73247e+00  1.60940e-06  1.30000e+01  0.00000e+00 
   3.34986e-01  4.85121e-01  4.35282e-03  1.65234e+00  1.57689e-06  4.00000e+00  0.00000e+00 
   3.85157e-01  4.85176e-01  4.15056e-03  1.65483e+00  1.64364e-06  3.10000e+01  0.00000e+00 
   3.34187e-01  4.94678e-01  3.73033e-03  1.68009e+00  1.55433e-06  1.00000e+00  0.00000e+00 
   3.62611e-01  4.77042e-01  4.81337e-03  1.72576e+00  1.65593e-06  3.90000e+01  0.00000e+00 
   3.66007e-01  4.91090e-01  3.82307e-03  1.76210e+00  1.57504e-06  3.00000e+00  0.00000e+00 
   3.73460e-01  4.81970e-01  4.29075e-03  1.68333e+00  1.60739e-06  1.20000e+01  0.00000e+00 
   3.66445e-01  4.77893e-01  4.27505e-03  1.73052e+00  1.59894e-06  1.00000e+01  0.00000e+00 
   3.38771e-01  4.83383e-01  4.37259e-03  1.71416e+00  1.55532e-06  2.00000e+00  0.00000e+00 
   3.88013e-01  4.79975e-01  4.08840e-03  1.74670e+00  1.62239e-06  2.00000e+01  0.00000e+00 
   3.58364e-01  4.81448e-01  4.18765e-03  1.66883e+00  1.61109e-06  1.40000e+01  0.00000e+00 
