generation    1.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.41666e-01  4.32382e-01  5.83329e-03  1.13939e+00  2.25257e-06  5.00000e+00  0.00000e+00 
                                                                                      
generation    4.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  0.00000e+00  0.00000e+00 
   4.40931e-01  3.98659e-01  3.68042e-03  1.38987e+00  2.71944e-06  1.90000e+01  0.00000e+00 
   4.20623e-01  2.07482e-01  4.23153e-03  1.61980e+00  2.78917e-06  2.20000e+01  0.00000e+00 
   4.40221e-01  4.88715e-01  3.29399e-03  9.78942e-01  1.92958e-06  7.00000e+00  0.00000e+00 
   4.25907e-01  4.40878e-01  4.39551e-03  8.79762e-01  2.58701e-06  1.60000e+01  0.00000e+00 
   3.66978e-01  4.54412e-01  6.36314e-03  1.13719e+00  2.97556e-06  2.90000e+01  0.00000e+00 
   3.76440e-01  2.62436e-01  6.76732e-03  1.04972e+00  3.45885e-06  3.80000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  2.00000e+00  0.00000e+00 
   4.33733e-01  3.49901e-01  3.95008e-03  1.67629e+00  2.42957e-06  1.30000e+01  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  1.00000e+00  0.00000e+00 
   4.12765e-01  4.70620e-01  3.74777e-03  8.01750e-01  2.14892e-06  9.00000e+00  0.00000e+00 
   3.52505e-01  3.31130e-01  3.49972e-03  1.43529e+00  3.12745e-06  3.00000e+01  0.00000e+00 
   4.02196e-01  4.02040e-01  4.07176e-03  1.11037e+00  2.86398e-06  2.50000e+01  0.00000e+00 
   4.07517e-01  3.53885e-01  6.36331e-03  1.21650e+00  2.80391e-06  2.30000e+01  0.00000e+00 
   3.69923e-01  3.83092e-01  5.60088e-03  1.37991e+00  2.04610e-06  8.00000e+00  0.00000e+00 
   3.84845e-01  2.68601e-01  6.20283e-03  1.66183e+00  2.76251e-06  2.10000e+01  0.00000e+00 
   4.42273e-01  1.46197e-01  5.67957e-03  1.46538e+00  2.91533e-06  2.70000e+01  0.00000e+00 
   3.67055e-01  5.70205e-01  2.77024e-03  1.64747e+00  2.42108e-06  1.20000e+01  0.00000e+00 
   3.01445e-01  2.40617e-01  6.04624e-03  1.37365e+00  2.75283e-06  2.00000e+01  0.00000e+00 
   4.28708e-01  5.02271e-01  4.67730e-03  1.49653e+00  1.89054e-06  5.00000e+00  0.00000e+00 
   3.66611e-01  3.41154e-01  6.94033e-03  7.54185e-01  3.45174e-06  3.70000e+01  0.00000e+00 
   3.37346e-01  4.42746e-01  3.97190e-03  1.23161e+00  1.91000e-06  6.00000e+00  0.00000e+00 
   3.28573e-01  4.77186e-01  2.68761e-03  1.18507e+00  2.16291e-06  1.00000e+01  0.00000e+00 
   3.59949e-01  2.72215e-01  6.55632e-03  9.08243e-01  3.46609e-06  3.90000e+01  0.00000e+00 
   3.66211e-01  4.23416e-01  4.34014e-03  8.92247e-01  2.81475e-06  2.40000e+01  0.00000e+00 
   3.29270e-01  4.50137e-01  4.57586e-03  5.61514e-01  3.17407e-06  3.10000e+01  0.00000e+00 
   3.58877e-01  4.30205e-01  6.42302e-03  5.11698e-01  3.19442e-06  3.30000e+01  0.00000e+00 
   3.10507e-01  3.06723e-01  5.24278e-03  9.59536e-01  3.31626e-06  3.60000e+01  0.00000e+00 
   3.73859e-01  4.96663e-01  4.64984e-03  1.00943e+00  1.83320e-06  4.00000e+00  0.00000e+00 
   4.27500e-01  4.29544e-01  4.78883e-03  9.64740e-01  2.43324e-06  1.40000e+01  0.00000e+00 
   3.10486e-01  2.22793e-01  5.64476e-03  1.47903e+00  2.66812e-06  1.80000e+01  0.00000e+00 
   4.03108e-01  1.59784e-01  6.46353e-03  1.36798e+00  3.21405e-06  3.40000e+01  0.00000e+00 
   3.18821e-01  5.76082e-01  2.13640e-03  1.34623e+00  3.29585e-06  3.50000e+01  0.00000e+00 
   3.79012e-01  5.61948e-01  4.92270e-03  1.60692e+00  2.53203e-06  1.50000e+01  0.00000e+00 
   3.15476e-01  1.75645e-01  6.04624e-03  1.37365e+00  2.93767e-06  2.80000e+01  0.00000e+00 
   4.03179e-01  1.99584e-01  5.39323e-03  1.58653e+00  2.65633e-06  1.70000e+01  0.00000e+00 
   4.36747e-01  2.18531e-01  4.15563e-03  1.38745e+00  3.18755e-06  3.20000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  4.62744e-03  1.37324e+00  1.68831e-06  3.00000e+00  0.00000e+00 
   4.49839e-01  2.30954e-01  6.25260e-03  1.51362e+00  2.89321e-06  2.60000e+01  0.00000e+00 
   3.41666e-01  4.32382e-01  5.83329e-03  1.13939e+00  2.25257e-06  1.10000e+01  0.00000e+00 
                                                                                      
generation    5.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.45485e-01  2.07482e-01  5.73741e-03  1.65199e+00  2.53621e-06  2.40000e+01  0.00000e+00 
   3.41211e-01  5.21599e-01  3.15681e-03  1.65064e+00  1.72724e-06  4.00000e+00  0.00000e+00 
   3.62733e-01  3.48656e-01  4.92270e-03  1.17382e+00  2.74054e-06  3.10000e+01  0.00000e+00 
   4.18812e-01  1.00799e-01  4.95452e-03  1.66078e+00  2.71414e-06  2.90000e+01  0.00000e+00 
   3.96699e-01  3.29594e-01  6.42302e-03  1.14682e+00  2.89197e-06  3.90000e+01  0.00000e+00 
   3.24471e-01  3.31496e-01  4.31483e-03  1.73088e+00  2.20276e-06  1.40000e+01  0.00000e+00 
   4.12759e-01  3.31130e-01  6.22587e-03  1.36367e+00  2.70283e-06  2.80000e+01  0.00000e+00 
   4.28708e-01  2.60467e-01  5.37285e-03  1.35127e+00  2.85561e-06  3.70000e+01  0.00000e+00 
   4.05619e-01  3.37833e-01  5.01424e-03  1.74518e+00  2.03177e-06  9.00000e+00  0.00000e+00 
   3.68660e-01  3.92956e-01  6.04624e-03  1.12830e+00  2.34129e-06  1.70000e+01  0.00000e+00 
   4.31591e-01  5.52432e-01  5.17307e-03  1.60352e+00  2.30178e-06  1.60000e+01  0.00000e+00 
   3.31252e-01  3.70420e-01  5.60989e-03  1.67982e+00  2.12785e-06  1.10000e+01  0.00000e+00 
   3.01445e-01  4.00471e-01  4.82876e-03  1.04675e+00  2.45839e-06  2.20000e+01  0.00000e+00 
   3.38763e-01  4.37484e-01  4.69957e-03  8.76530e-01  2.36722e-06  1.80000e+01  0.00000e+00 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  0.00000e+00  0.00000e+00 
   4.40931e-01  3.98659e-01  3.68042e-03  1.38987e+00  2.71944e-06  3.00000e+01  0.00000e+00 
   4.20623e-01  2.07482e-01  4.23153e-03  1.61980e+00  2.78917e-06  3.40000e+01  0.00000e+00 
   4.40221e-01  4.88715e-01  3.29399e-03  9.78942e-01  1.92958e-06  8.00000e+00  0.00000e+00 
   4.25907e-01  4.40878e-01  4.39551e-03  8.79762e-01  2.58701e-06  2.50000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  2.00000e+00  0.00000e+00 
   4.33733e-01  3.49901e-01  3.95008e-03  1.67629e+00  2.42957e-06  2.00000e+01  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  1.00000e+00  0.00000e+00 
   4.12765e-01  4.70620e-01  3.74777e-03  8.01750e-01  2.14892e-06  1.20000e+01  0.00000e+00 
   4.02196e-01  4.02040e-01  4.07176e-03  1.11037e+00  2.86398e-06  3.80000e+01  0.00000e+00 
   4.07517e-01  3.53885e-01  6.36331e-03  1.21650e+00  2.80391e-06  3.50000e+01  0.00000e+00 
   3.69923e-01  3.83092e-01  5.60088e-03  1.37991e+00  2.04610e-06  1.00000e+01  0.00000e+00 
   3.84845e-01  2.68601e-01  6.20283e-03  1.66183e+00  2.76251e-06  3.30000e+01  0.00000e+00 
   3.67055e-01  5.70205e-01  2.77024e-03  1.64747e+00  2.42108e-06  1.90000e+01  0.00000e+00 
   3.01445e-01  2.40617e-01  6.04624e-03  1.37365e+00  2.75283e-06  3.20000e+01  0.00000e+00 
   4.28708e-01  5.02271e-01  4.67730e-03  1.49653e+00  1.89054e-06  6.00000e+00  0.00000e+00 
   3.37346e-01  4.42746e-01  3.97190e-03  1.23161e+00  1.91000e-06  7.00000e+00  0.00000e+00 
   3.28573e-01  4.77186e-01  2.68761e-03  1.18507e+00  2.16291e-06  1.30000e+01  0.00000e+00 
   3.66211e-01  4.23416e-01  4.34014e-03  8.92247e-01  2.81475e-06  3.60000e+01  0.00000e+00 
   3.73859e-01  4.96663e-01  4.64984e-03  1.00943e+00  1.83320e-06  5.00000e+00  0.00000e+00 
   4.27500e-01  4.29544e-01  4.78883e-03  9.64740e-01  2.43324e-06  2.10000e+01  0.00000e+00 
   3.10486e-01  2.22793e-01  5.64476e-03  1.47903e+00  2.66812e-06  2.70000e+01  0.00000e+00 
   3.79012e-01  5.61948e-01  4.92270e-03  1.60692e+00  2.53203e-06  2.30000e+01  0.00000e+00 
   4.03179e-01  1.99584e-01  5.39323e-03  1.58653e+00  2.65633e-06  2.60000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  4.62744e-03  1.37324e+00  1.68831e-06  3.00000e+00  0.00000e+00 
   3.41666e-01  4.32382e-01  5.83329e-03  1.13939e+00  2.25257e-06  1.50000e+01  0.00000e+00 
                                                                                      
generation    6.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.87287e-01  2.47643e-01  5.88013e-03  1.69132e+00  2.50645e-06  3.80000e+01  0.00000e+00 
   3.56947e-01  4.48259e-01  3.58043e-03  1.74161e+00  1.37799e-06  0.00000e+00  0.00000e+00 
   3.67055e-01  5.01874e-01  3.69679e-03  1.76836e+00  1.46741e-06  1.00000e+00  0.00000e+00 
   4.10711e-01  5.09144e-01  3.18228e-03  1.46257e+00  1.96108e-06  1.60000e+01  0.00000e+00 
   3.71779e-01  4.55180e-01  5.20840e-03  1.05698e+00  1.68278e-06  6.00000e+00  0.00000e+00 
   4.01737e-01  4.97985e-01  5.19004e-03  9.60462e-01  2.15125e-06  2.30000e+01  0.00000e+00 
   4.25594e-01  5.63545e-01  3.34872e-03  1.69498e+00  2.40357e-06  3.10000e+01  0.00000e+00 
   3.99256e-01  4.53845e-01  4.98929e-03  9.11858e-01  1.92342e-06  1.40000e+01  0.00000e+00 
   3.07503e-01  5.10479e-01  3.99634e-03  9.12983e-01  1.67006e-06  5.00000e+00  0.00000e+00 
   3.54863e-01  2.94854e-01  3.88059e-03  1.76304e+00  2.49870e-06  3.70000e+01  0.00000e+00 
   4.19000e-01  4.49012e-01  5.22549e-03  1.19032e+00  1.68400e-06  7.00000e+00  0.00000e+00 
   3.70371e-01  5.26805e-01  3.68461e-03  1.21650e+00  2.33550e-06  2.80000e+01  0.00000e+00 
   3.35685e-01  2.37437e-01  4.59892e-03  1.76448e+00  2.43961e-06  3.50000e+01  0.00000e+00 
   3.45113e-01  4.39549e-01  3.85292e-03  1.26300e+00  1.99411e-06  1.80000e+01  0.00000e+00 
   4.23195e-01  4.50562e-01  3.74350e-03  1.35348e+00  1.82389e-06  1.00000e+01  0.00000e+00 
   3.91187e-01  4.44465e-01  5.73342e-03  1.06821e+00  1.97420e-06  1.70000e+01  0.00000e+00 
   3.41211e-01  5.21599e-01  3.15681e-03  1.65064e+00  1.72724e-06  9.00000e+00  0.00000e+00 
   3.24471e-01  3.31496e-01  4.31483e-03  1.73088e+00  2.20276e-06  2.50000e+01  0.00000e+00 
   4.05619e-01  3.37833e-01  5.01424e-03  1.74518e+00  2.03177e-06  1.90000e+01  0.00000e+00 
   3.68660e-01  3.92956e-01  6.04624e-03  1.12830e+00  2.34129e-06  2.90000e+01  0.00000e+00 
   4.31591e-01  5.52432e-01  5.17307e-03  1.60352e+00  2.30178e-06  2.70000e+01  0.00000e+00 
   3.31252e-01  3.70420e-01  5.60989e-03  1.67982e+00  2.12785e-06  2.10000e+01  0.00000e+00 
   3.01445e-01  4.00471e-01  4.82876e-03  1.04675e+00  2.45839e-06  3.60000e+01  0.00000e+00 
   3.38763e-01  4.37484e-01  4.69957e-03  8.76530e-01  2.36722e-06  3.00000e+01  0.00000e+00 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  2.00000e+00  0.00000e+00 
   4.40221e-01  4.88715e-01  3.29399e-03  9.78942e-01  1.92958e-06  1.50000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  4.00000e+00  0.00000e+00 
   4.33733e-01  3.49901e-01  3.95008e-03  1.67629e+00  2.42957e-06  3.30000e+01  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  3.00000e+00  0.00000e+00 
   4.12765e-01  4.70620e-01  3.74777e-03  8.01750e-01  2.14892e-06  2.20000e+01  0.00000e+00 
   3.69923e-01  3.83092e-01  5.60088e-03  1.37991e+00  2.04610e-06  2.00000e+01  0.00000e+00 
   3.67055e-01  5.70205e-01  2.77024e-03  1.64747e+00  2.42108e-06  3.20000e+01  0.00000e+00 
   4.28708e-01  5.02271e-01  4.67730e-03  1.49653e+00  1.89054e-06  1.20000e+01  0.00000e+00 
   3.37346e-01  4.42746e-01  3.97190e-03  1.23161e+00  1.91000e-06  1.30000e+01  0.00000e+00 
   3.28573e-01  4.77186e-01  2.68761e-03  1.18507e+00  2.16291e-06  2.40000e+01  0.00000e+00 
