generation    1.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.73859e-01  4.96663e-01  4.64984e-03  1.00943e+00  1.83320e-06  1.10000e+01  0.00000e+00 
   4.27500e-01  4.29544e-01  4.78883e-03  9.64740e-01  2.43324e-06  3.40000e+01  0.00000e+00 
   3.79012e-01  5.61948e-01  4.92270e-03  1.60692e+00  2.53203e-06  3.90000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  4.62744e-03  1.37324e+00  1.68831e-06  8.00000e+00  0.00000e+00 
   3.41666e-01  4.32382e-01  5.83329e-03  1.13939e+00  2.25257e-06  2.60000e+01  0.00000e+00 
                                                                                      
generation    7.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   4.18513e-01  5.33721e-01  4.00016e-03  1.40477e+00  2.06700e-06  2.80000e+01  0.00000e+00 
   3.73974e-01  5.00827e-01  4.06495e-03  1.45689e+00  1.66192e-06  6.00000e+00  0.00000e+00 
   3.71779e-01  4.47789e-01  4.34031e-03  1.47160e+00  1.42316e-06  1.00000e+00  0.00000e+00 
   3.47696e-01  4.26938e-01  4.48012e-03  1.02976e+00  2.31376e-06  3.90000e+01  0.00000e+00 
   3.61168e-01  5.04719e-01  4.59892e-03  9.23512e-01  2.01455e-06  2.30000e+01  0.00000e+00 
   3.39521e-01  5.10479e-01  4.43236e-03  1.02749e+00  2.06687e-06  2.70000e+01  0.00000e+00 
   3.42211e-01  5.26715e-01  3.88032e-03  1.51033e+00  2.02733e-06  2.40000e+01  0.00000e+00 
   3.22206e-01  4.91000e-01  3.79661e-03  5.87013e-01  2.26351e-06  3.60000e+01  0.00000e+00 
   3.52491e-01  5.70519e-01  4.08434e-03  1.58412e+00  2.29424e-06  3.70000e+01  0.00000e+00 
   3.51549e-01  5.41042e-01  3.00219e-03  1.64938e+00  2.00077e-06  2.10000e+01  0.00000e+00 
   4.27500e-01  4.29544e-01  5.81210e-03  1.53360e+00  2.21130e-06  3.40000e+01  0.00000e+00 
   3.82248e-01  4.12820e-01  4.92331e-03  1.22266e+00  2.00848e-06  2.20000e+01  0.00000e+00 
   3.56947e-01  4.48259e-01  3.58043e-03  1.74161e+00  1.37799e-06  0.00000e+00  0.00000e+00 
   3.67055e-01  5.01874e-01  3.69679e-03  1.76836e+00  1.46741e-06  2.00000e+00  0.00000e+00 
   4.10711e-01  5.09144e-01  3.18228e-03  1.46257e+00  1.96108e-06  1.80000e+01  0.00000e+00 
   3.71779e-01  4.55180e-01  5.20840e-03  1.05698e+00  1.68278e-06  8.00000e+00  0.00000e+00 
   4.01737e-01  4.97985e-01  5.19004e-03  9.60462e-01  2.15125e-06  3.10000e+01  0.00000e+00 
   3.99256e-01  4.53845e-01  4.98929e-03  9.11858e-01  1.92342e-06  1.60000e+01  0.00000e+00 
   3.07503e-01  5.10479e-01  3.99634e-03  9.12983e-01  1.67006e-06  7.00000e+00  0.00000e+00 
   4.19000e-01  4.49012e-01  5.22549e-03  1.19032e+00  1.68400e-06  9.00000e+00  0.00000e+00 
   3.45113e-01  4.39549e-01  3.85292e-03  1.26300e+00  1.99411e-06  2.00000e+01  0.00000e+00 
   4.23195e-01  4.50562e-01  3.74350e-03  1.35348e+00  1.82389e-06  1.20000e+01  0.00000e+00 
   3.91187e-01  4.44465e-01  5.73342e-03  1.06821e+00  1.97420e-06  1.90000e+01  0.00000e+00 
   3.41211e-01  5.21599e-01  3.15681e-03  1.65064e+00  1.72724e-06  1.10000e+01  0.00000e+00 
   3.24471e-01  3.31496e-01  4.31483e-03  1.73088e+00  2.20276e-06  3.30000e+01  0.00000e+00 
   4.05619e-01  3.37833e-01  5.01424e-03  1.74518e+00  2.03177e-06  2.50000e+01  0.00000e+00 
   4.31591e-01  5.52432e-01  5.17307e-03  1.60352e+00  2.30178e-06  3.80000e+01  0.00000e+00 
   3.31252e-01  3.70420e-01  5.60989e-03  1.67982e+00  2.12785e-06  2.90000e+01  0.00000e+00 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  3.00000e+00  0.00000e+00 
   4.40221e-01  4.88715e-01  3.29399e-03  9.78942e-01  1.92958e-06  1.70000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  5.00000e+00  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  4.00000e+00  0.00000e+00 
   4.12765e-01  4.70620e-01  3.74777e-03  8.01750e-01  2.14892e-06  3.00000e+01  0.00000e+00 
   3.69923e-01  3.83092e-01  5.60088e-03  1.37991e+00  2.04610e-06  2.60000e+01  0.00000e+00 
   4.28708e-01  5.02271e-01  4.67730e-03  1.49653e+00  1.89054e-06  1.40000e+01  0.00000e+00 
   3.37346e-01  4.42746e-01  3.97190e-03  1.23161e+00  1.91000e-06  1.50000e+01  0.00000e+00 
   3.28573e-01  4.77186e-01  2.68761e-03  1.18507e+00  2.16291e-06  3.20000e+01  0.00000e+00 
   3.73859e-01  4.96663e-01  4.64984e-03  1.00943e+00  1.83320e-06  1.30000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  4.62744e-03  1.37324e+00  1.68831e-06  1.00000e+01  0.00000e+00 
   3.41666e-01  4.32382e-01  5.83329e-03  1.13939e+00  2.25257e-06  3.50000e+01  0.00000e+00 
                                                                                      
generation    8.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.49467e-01  4.61317e-01  5.33954e-03  1.05304e+00  1.78929e-06  2.10000e+01  0.00000e+00 
   3.10421e-01  4.45212e-01  4.64764e-03  1.30559e+00  1.51947e-06  8.00000e+00  0.00000e+00 
   3.62545e-01  4.76554e-01  3.26710e-03  1.02483e+00  1.82380e-06  2.20000e+01  0.00000e+00 
   4.34429e-01  4.99855e-01  4.83694e-03  1.69928e+00  1.85329e-06  2.60000e+01  0.00000e+00 
   3.68000e-01  4.28872e-01  4.12372e-03  1.63085e+00  1.55171e-06  1.00000e+01  0.00000e+00 
   3.75600e-01  4.46892e-01  4.54300e-03  1.41581e+00  1.45981e-06  4.00000e+00  0.00000e+00 
   3.23540e-01  4.92544e-01  3.34401e-03  1.29984e+00  1.23014e-06  0.00000e+00  0.00000e+00 
   3.56684e-01  4.88715e-01  4.79552e-03  1.46072e+00  1.90316e-06  2.80000e+01  0.00000e+00 
   3.06255e-01  4.85589e-01  4.33148e-03  9.41513e-01  1.51860e-06  7.00000e+00  0.00000e+00 
   3.46875e-01  4.58865e-01  4.22842e-03  1.13614e+00  1.63085e-06  1.20000e+01  0.00000e+00 
   3.75725e-01  4.95622e-01  3.91797e-03  1.33129e+00  1.51328e-06  6.00000e+00  0.00000e+00 
   4.28708e-01  4.88715e-01  3.29399e-03  1.56907e+00  1.35030e-06  1.00000e+00  0.00000e+00 
   4.40699e-01  4.32158e-01  5.26416e-03  1.15956e+00  1.92466e-06  3.10000e+01  0.00000e+00 
   3.16887e-01  4.48189e-01  5.06703e-03  1.53985e+00  1.84900e-06  2.50000e+01  0.00000e+00 
   4.14654e-01  4.27722e-01  3.89723e-03  1.73088e+00  1.64838e-06  1.30000e+01  0.00000e+00 
   3.73974e-01  5.00827e-01  4.06495e-03  1.45689e+00  1.66192e-06  1.50000e+01  0.00000e+00 
   3.71779e-01  4.47789e-01  4.34031e-03  1.47160e+00  1.42316e-06  3.00000e+00  0.00000e+00 
   3.61168e-01  5.04719e-01  4.59892e-03  9.23512e-01  2.01455e-06  3.80000e+01  0.00000e+00 
   3.42211e-01  5.26715e-01  3.88032e-03  1.51033e+00  2.02733e-06  3.90000e+01  0.00000e+00 
   3.51549e-01  5.41042e-01  3.00219e-03  1.64938e+00  2.00077e-06  3.60000e+01  0.00000e+00 
   3.82248e-01  4.12820e-01  4.92331e-03  1.22266e+00  2.00848e-06  3.70000e+01  0.00000e+00 
   3.56947e-01  4.48259e-01  3.58043e-03  1.74161e+00  1.37799e-06  2.00000e+00  0.00000e+00 
   3.67055e-01  5.01874e-01  3.69679e-03  1.76836e+00  1.46741e-06  5.00000e+00  0.00000e+00 
   4.10711e-01  5.09144e-01  3.18228e-03  1.46257e+00  1.96108e-06  3.30000e+01  0.00000e+00 
   3.71779e-01  4.55180e-01  5.20840e-03  1.05698e+00  1.68278e-06  1.70000e+01  0.00000e+00 
   3.99256e-01  4.53845e-01  4.98929e-03  9.11858e-01  1.92342e-06  3.00000e+01  0.00000e+00 
   3.07503e-01  5.10479e-01  3.99634e-03  9.12983e-01  1.67006e-06  1.60000e+01  0.00000e+00 
   4.19000e-01  4.49012e-01  5.22549e-03  1.19032e+00  1.68400e-06  1.80000e+01  0.00000e+00 
   3.45113e-01  4.39549e-01  3.85292e-03  1.26300e+00  1.99411e-06  3.50000e+01  0.00000e+00 
   4.23195e-01  4.50562e-01  3.74350e-03  1.35348e+00  1.82389e-06  2.30000e+01  0.00000e+00 
   3.91187e-01  4.44465e-01  5.73342e-03  1.06821e+00  1.97420e-06  3.40000e+01  0.00000e+00 
   3.41211e-01  5.21599e-01  3.15681e-03  1.65064e+00  1.72724e-06  2.00000e+01  0.00000e+00 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  9.00000e+00  0.00000e+00 
   4.40221e-01  4.88715e-01  3.29399e-03  9.78942e-01  1.92958e-06  3.20000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  1.40000e+01  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  1.10000e+01  0.00000e+00 
   4.28708e-01  5.02271e-01  4.67730e-03  1.49653e+00  1.89054e-06  2.70000e+01  0.00000e+00 
   3.37346e-01  4.42746e-01  3.97190e-03  1.23161e+00  1.91000e-06  2.90000e+01  0.00000e+00 
   3.73859e-01  4.96663e-01  4.64984e-03  1.00943e+00  1.83320e-06  2.40000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  4.62744e-03  1.37324e+00  1.68831e-06  1.90000e+01  0.00000e+00 
                                                                                      
generation    9.00000e+00
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.42548e-01  4.94816e-01  4.30547e-03  9.90555e-01  1.57338e-06  1.80000e+01  0.00000e+00 
   4.39045e-01  4.22441e-01  5.36735e-03  1.45538e+00  1.79892e-06  3.70000e+01  0.00000e+00 
   3.46776e-01  4.56499e-01  3.70679e-03  1.57894e+00  1.34831e-06  2.00000e+00  0.00000e+00 
   3.73907e-01  4.60466e-01  4.81177e-03  1.00221e+00  1.67049e-06  2.70000e+01  0.00000e+00 
   3.00596e-01  5.18613e-01  3.00219e-03  1.22354e+00  1.48887e-06  1.00000e+01  0.00000e+00 
   3.88222e-01  4.94693e-01  3.90237e-03  1.27440e+00  1.53158e-06  1.40000e+01  0.00000e+00 
   3.69777e-01  4.99790e-01  4.07801e-03  1.46479e+00  1.64052e-06  2.20000e+01  0.00000e+00 
   4.11507e-01  4.85368e-01  4.30890e-03  1.56648e+00  1.48020e-06  8.00000e+00  0.00000e+00 
   3.71779e-01  4.67793e-01  4.34031e-03  1.06639e+00  1.56023e-06  1.70000e+01  0.00000e+00 
   3.97263e-01  4.92734e-01  4.47609e-03  1.50966e+00  1.69247e-06  3.30000e+01  0.00000e+00 
   3.91303e-01  4.77807e-01  4.54786e-03  8.50491e-01  1.67648e-06  2.90000e+01  0.00000e+00 
   4.19109e-01  5.00025e-01  4.62744e-03  1.61253e+00  1.81963e-06  3.80000e+01  0.00000e+00 
   4.04708e-01  4.93892e-01  3.77090e-03  1.18733e+00  1.57565e-06  1.90000e+01  0.00000e+00 
   3.38924e-01  4.22701e-01  4.82024e-03  1.35548e+00  1.67430e-06  2.80000e+01  0.00000e+00 
   3.45296e-01  5.03719e-01  3.70143e-03  1.68708e+00  1.48580e-06  9.00000e+00  0.00000e+00 
   4.22506e-01  4.90605e-01  4.77007e-03  1.49730e+00  1.78027e-06  3.50000e+01  0.00000e+00 
   3.18742e-01  5.00233e-01  3.43290e-03  1.13831e+00  1.33150e-06  1.00000e+00  0.00000e+00 
   3.49467e-01  4.61317e-01  5.33954e-03  1.05304e+00  1.78929e-06  3.60000e+01  0.00000e+00 
   3.10421e-01  4.45212e-01  4.64764e-03  1.30559e+00  1.51947e-06  1.30000e+01  0.00000e+00 
   3.62545e-01  4.76554e-01  3.26710e-03  1.02483e+00  1.82380e-06  3.90000e+01  0.00000e+00 
   3.68000e-01  4.28872e-01  4.12372e-03  1.63085e+00  1.55171e-06  1.60000e+01  0.00000e+00 
   3.75600e-01  4.46892e-01  4.54300e-03  1.41581e+00  1.45981e-06  6.00000e+00  0.00000e+00 
   3.23540e-01  4.92544e-01  3.34401e-03  1.29984e+00  1.23014e-06  0.00000e+00  0.00000e+00 
   3.06255e-01  4.85589e-01  4.33148e-03  9.41513e-01  1.51860e-06  1.20000e+01  0.00000e+00 
   3.46875e-01  4.58865e-01  4.22842e-03  1.13614e+00  1.63085e-06  2.10000e+01  0.00000e+00 
   3.75725e-01  4.95622e-01  3.91797e-03  1.33129e+00  1.51328e-06  1.10000e+01  0.00000e+00 
   4.28708e-01  4.88715e-01  3.29399e-03  1.56907e+00  1.35030e-06  3.00000e+00  0.00000e+00 
   4.14654e-01  4.27722e-01  3.89723e-03  1.73088e+00  1.64838e-06  2.30000e+01  0.00000e+00 
   3.73974e-01  5.00827e-01  4.06495e-03  1.45689e+00  1.66192e-06  2.50000e+01  0.00000e+00 
   3.71779e-01  4.47789e-01  4.34031e-03  1.47160e+00  1.42316e-06  5.00000e+00  0.00000e+00 
   3.56947e-01  4.48259e-01  3.58043e-03  1.74161e+00  1.37799e-06  4.00000e+00  0.00000e+00 
   3.67055e-01  5.01874e-01  3.69679e-03  1.76836e+00  1.46741e-06  7.00000e+00  0.00000e+00 
   3.71779e-01  4.55180e-01  5.20840e-03  1.05698e+00  1.68278e-06  3.00000e+01  0.00000e+00 
   3.07503e-01  5.10479e-01  3.99634e-03  9.12983e-01  1.67006e-06  2.60000e+01  0.00000e+00 
   4.19000e-01  4.49012e-01  5.22549e-03  1.19032e+00  1.68400e-06  3.10000e+01  0.00000e+00 
   3.41211e-01  5.21599e-01  3.15681e-03  1.65064e+00  1.72724e-06  3.40000e+01  0.00000e+00 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  1.50000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  2.40000e+01  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  2.00000e+01  0.00000e+00 
   3.40000e-01  4.23856e-01  4.62744e-03  1.37324e+00  1.68831e-06  3.20000e+01  0.00000e+00 
                                                                                      
generation    1.00000e+01
         sol00z       sol00en             R            tt      nemirrms       mgorank  mgoviolations 
   3.43726e-01  4.88715e-01  3.85725e-03  1.36907e+00  1.30308e-06  2.00000e+00  0.00000e+00 
   3.85751e-01  4.95489e-01  2.54979e-03  1.48565e+00  1.46576e-06  1.30000e+01  0.00000e+00 
   3.97263e-01  4.92734e-01  4.06340e-03  1.36942e+00  1.52822e-06  2.30000e+01  0.00000e+00 
   3.19234e-01  4.92631e-01  3.95492e-03  1.67006e+00  1.42359e-06  1.10000e+01  0.00000e+00 
   3.31150e-01  4.48772e-01  4.08404e-03  1.63172e+00  1.31087e-06  3.00000e+00  0.00000e+00 
   3.74416e-01  4.72151e-01  3.30932e-03  1.22890e+00  1.61056e-06  3.20000e+01  0.00000e+00 
   3.58490e-01  4.74510e-01  3.83132e-03  1.20628e+00  1.40252e-06  9.00000e+00  0.00000e+00 
   3.06255e-01  4.94816e-01  4.30547e-03  9.90555e-01  1.50321e-06  1.90000e+01  0.00000e+00 
   4.13386e-01  4.24570e-01  4.46722e-03  1.75617e+00  1.49822e-06  1.80000e+01  0.00000e+00 
   3.92435e-01  4.89297e-01  2.83080e-03  1.42363e+00  1.34116e-06  5.00000e+00  0.00000e+00 
   3.61507e-01  4.59071e-01  3.83200e-03  1.61258e+00  1.27200e-06  1.00000e+00  0.00000e+00 
   3.51549e-01  4.39366e-01  4.57397e-03  1.37568e+00  1.53498e-06  2.50000e+01  0.00000e+00 
   3.42548e-01  4.94816e-01  4.30547e-03  9.90555e-01  1.57338e-06  2.90000e+01  0.00000e+00 
   3.46776e-01  4.56499e-01  3.70679e-03  1.57894e+00  1.34831e-06  6.00000e+00  0.00000e+00 
   3.73907e-01  4.60466e-01  4.81177e-03  1.00221e+00  1.67049e-06  3.90000e+01  0.00000e+00 
   3.00596e-01  5.18613e-01  3.00219e-03  1.22354e+00  1.48887e-06  1.70000e+01  0.00000e+00 
   3.88222e-01  4.94693e-01  3.90237e-03  1.27440e+00  1.53158e-06  2.40000e+01  0.00000e+00 
   3.69777e-01  4.99790e-01  4.07801e-03  1.46479e+00  1.64052e-06  3.40000e+01  0.00000e+00 
   4.11507e-01  4.85368e-01  4.30890e-03  1.56648e+00  1.48020e-06  1.50000e+01  0.00000e+00 
   3.71779e-01  4.67793e-01  4.34031e-03  1.06639e+00  1.56023e-06  2.80000e+01  0.00000e+00 
   4.04708e-01  4.93892e-01  3.77090e-03  1.18733e+00  1.57565e-06  3.00000e+01  0.00000e+00 
   3.45296e-01  5.03719e-01  3.70143e-03  1.68708e+00  1.48580e-06  1.60000e+01  0.00000e+00 
   3.18742e-01  5.00233e-01  3.43290e-03  1.13831e+00  1.33150e-06  4.00000e+00  0.00000e+00 
   3.10421e-01  4.45212e-01  4.64764e-03  1.30559e+00  1.51947e-06  2.20000e+01  0.00000e+00 
   3.68000e-01  4.28872e-01  4.12372e-03  1.63085e+00  1.55171e-06  2.70000e+01  0.00000e+00 
   3.75600e-01  4.46892e-01  4.54300e-03  1.41581e+00  1.45981e-06  1.20000e+01  0.00000e+00 
   3.23540e-01  4.92544e-01  3.34401e-03  1.29984e+00  1.23014e-06  0.00000e+00  0.00000e+00 
   3.06255e-01  4.85589e-01  4.33148e-03  9.41513e-01  1.51860e-06  2.10000e+01  0.00000e+00 
   3.46875e-01  4.58865e-01  4.22842e-03  1.13614e+00  1.63085e-06  3.30000e+01  0.00000e+00 
   3.75725e-01  4.95622e-01  3.91797e-03  1.33129e+00  1.51328e-06  2.00000e+01  0.00000e+00 
   4.28708e-01  4.88715e-01  3.29399e-03  1.56907e+00  1.35030e-06  7.00000e+00  0.00000e+00 
   4.14654e-01  4.27722e-01  3.89723e-03  1.73088e+00  1.64838e-06  3.50000e+01  0.00000e+00 
   3.73974e-01  5.00827e-01  4.06495e-03  1.45689e+00  1.66192e-06  3.70000e+01  0.00000e+00 
   3.71779e-01  4.47789e-01  4.34031e-03  1.47160e+00  1.42316e-06  1.00000e+01  0.00000e+00 
   3.56947e-01  4.48259e-01  3.58043e-03  1.74161e+00  1.37799e-06  8.00000e+00  0.00000e+00 
   3.67055e-01  5.01874e-01  3.69679e-03  1.76836e+00  1.46741e-06  1.40000e+01  0.00000e+00 
   3.07503e-01  5.10479e-01  3.99634e-03  9.12983e-01  1.67006e-06  3.80000e+01  0.00000e+00 
   4.09940e-01  4.90499e-01  3.00778e-03  1.25120e+00  1.53561e-06  2.60000e+01  0.00000e+00 
   3.24443e-01  4.00220e-01  4.70220e-03  1.61910e+00  1.65864e-06  3.60000e+01  0.00000e+00 
   3.12493e-01  4.63055e-01  3.29886e-03  1.46257e+00  1.57887e-06  3.10000e+01  0.00000e+00 
                                                                                      
