       time        avgz        avgy        avgx        avgG      avgfEz      avgfEy      avgfEx      avgfBx      avgfBy      avgfBz        stdx        stdy        stdz    nemixrms    nemiyrms    nemirrms        stdG        rmax 
 1.290e-09  2.863e-01  6.953e-08  7.422e-07  1.880e+00 -1.528e+02 -1.216e+00 -1.649e+00 -8.095e-08 -1.833e-08  1.299e-02  2.298e-03  2.298e-03  1.029e-01  4.172e-05  4.172e-05  2.936e-05  1.715e-03  5.905e-03 
 1.310e-09  2.914e-01  6.680e-08  7.345e-07  1.880e+00 -9.304e+01 -7.115e-01 -8.657e-01 -9.453e-08 -1.871e-08  1.306e-02  2.301e-03  2.301e-03  1.029e-01  4.161e-05  4.161e-05  2.946e-05  1.724e-03  5.888e-03 
 1.330e-09  2.965e-01  6.501e-08  7.260e-07  1.880e+00 -5.569e+01 -8.543e-02 -1.162e+00 -9.813e-08 -4.097e-08  1.311e-02  2.303e-03  2.303e-03  1.029e-01  4.147e-05  4.148e-05  2.955e-05  1.734e-03  5.862e-03 
 1.350e-09  3.015e-01  6.412e-08  7.165e-07  1.880e+00 -3.237e+01 -2.445e-02 -1.432e+00 -1.055e-07 -4.999e-08  1.316e-02  2.304e-03  2.304e-03  1.029e-01  4.130e-05  4.132e-05  2.962e-05  1.744e-03  5.827e-03 
 1.370e-09  3.066e-01  6.409e-08  7.058e-07  1.880e+00 -1.784e+01  1.497e-01 -1.049e+00 -1.039e-07 -5.992e-08  1.320e-02  2.305e-03  2.305e-03  1.029e-01  4.111e-05  4.115e-05  2.968e-05  1.754e-03  5.785e-03 
 1.390e-09  3.117e-01  6.477e-08  6.940e-07  1.880e+00 -1.056e+01 -5.126e-01 -1.224e+00 -8.738e-08 -5.824e-08  1.323e-02  2.304e-03  2.305e-03  1.029e-01  4.091e-05  4.095e-05  2.971e-05  1.765e-03  5.737e-03 
 1.410e-09  3.168e-01  6.598e-08  6.811e-07  1.880e+00 -5.168e+00 -5.608e-01 -1.224e+00 -7.203e-08 -4.253e-08  1.326e-02  2.304e-03  2.304e-03  1.029e-01  4.069e-05  4.074e-05  2.973e-05  1.776e-03  5.683e-03 
 1.430e-09  3.219e-01  6.755e-08  6.673e-07  1.880e+00 -2.062e+00 -6.875e-01 -1.079e+00 -7.031e-08 -1.764e-08  1.329e-02  2.302e-03  2.302e-03  1.029e-01  4.046e-05  4.051e-05  2.974e-05  1.787e-03  5.626e-03 
 1.450e-09  3.269e-01  6.934e-08  6.527e-07  1.880e+00 -6.792e-01 -1.770e-02 -6.039e-01 -5.671e-08  2.779e-08  1.331e-02  2.300e-03  2.300e-03  1.029e-01  4.022e-05  4.026e-05  2.972e-05  1.797e-03  5.565e-03 
 1.470e-09  3.320e-01  7.123e-08  6.379e-07  1.880e+00 -4.068e-01 -2.647e-01 -9.403e+00 -6.629e-08  3.259e-08  1.333e-02  2.297e-03  2.297e-03  1.029e-01  3.997e-05  4.000e-05  2.968e-05  1.809e-03  5.502e-03 
 1.490e-09  3.371e-01  7.324e-08  6.231e-07  1.880e+00 -2.082e-01 -8.056e+00 -9.828e+00 -4.212e-08  7.144e-08  1.334e-02  2.294e-03  2.294e-03  1.029e-01  3.971e-05  3.973e-05  2.963e-05  1.820e-03  5.438e-03 
 1.510e-09  3.422e-01  7.546e-08  6.088e-07  1.880e+00 -3.198e-02 -8.496e+00 -9.118e+00 -4.870e-08  1.058e-07  1.335e-02  2.290e-03  2.290e-03  1.029e-01  3.944e-05  3.945e-05  2.955e-05  1.831e-03  5.373e-03 
 1.530e-09  3.472e-01  7.795e-08  5.951e-07  1.880e+00  1.216e-01 -8.840e+00 -6.582e-02 -3.951e-08  1.552e-07  1.336e-02  2.286e-03  2.286e-03  1.029e-01  3.916e-05  3.916e-05  2.946e-05  1.842e-03  5.316e-03 
 1.550e-09  3.523e-01  8.069e-08  5.822e-07  1.880e+00  2.554e-01  3.670e-01  4.374e-01 -5.788e-08  1.637e-07  1.337e-02  2.281e-03  2.281e-03  1.029e-01  3.887e-05  3.886e-05  2.935e-05  1.854e-03  5.262e-03 
 1.570e-09  3.574e-01  8.357e-08  5.702e-07  1.880e+00 -1.201e+00  1.163e+00 -8.416e-03 -4.756e-08  1.707e-07  1.338e-02  2.275e-03  2.276e-03  1.029e-01  3.857e-05  3.855e-05  2.922e-05  1.865e-03  5.204e-03 
 1.590e-09  3.625e-01  8.654e-08  5.590e-07  1.880e+00 -1.090e+00  1.005e+00 -6.549e-01 -3.694e-08  1.745e-07  1.339e-02  2.269e-03  2.270e-03  1.029e-01  3.825e-05  3.825e-05  2.908e-05  1.877e-03  5.156e-03 
 1.610e-09  3.675e-01  8.959e-08  5.488e-07  1.880e+00 -8.986e-01  1.502e+00  2.927e-01 -3.510e-08  1.812e-07  1.339e-02  2.263e-03  2.263e-03  1.029e-01  3.792e-05  3.793e-05  2.892e-05  1.888e-03  5.125e-03 
 1.630e-09  3.726e-01  9.279e-08  5.395e-07  1.880e+00 -7.050e-01  2.856e+00  6.574e-01 -4.501e-08  1.833e-07  1.339e-02  2.256e-03  2.256e-03  1.029e-01  3.759e-05  3.761e-05  2.874e-05  1.900e-03  5.134e-03 
 1.650e-09  3.777e-01  9.630e-08  5.312e-07  1.880e+00 -5.268e-01  2.915e+00  1.241e+00 -5.972e-08  1.798e-07  1.339e-02  2.248e-03  2.249e-03  1.029e-01  3.724e-05  3.727e-05  2.855e-05  1.912e-03  5.134e-03 
 1.670e-09  3.828e-01  1.004e-07  5.239e-07  1.880e+00 -3.609e-01  2.396e+00  7.421e-01 -7.773e-08  1.646e-07  1.338e-02  2.240e-03  2.241e-03  1.029e-01  3.689e-05  3.693e-05  2.834e-05  1.924e-03  5.126e-03 
 1.690e-09  3.878e-01  1.054e-07  5.174e-07  1.880e+00 -2.090e-01  1.262e+00  8.495e-01 -9.231e-08  1.407e-07  1.338e-02  2.232e-03  2.232e-03  1.029e-01  3.654e-05  3.657e-05  2.812e-05  1.936e-03  5.110e-03 
 1.710e-09  3.929e-01  1.115e-07  5.114e-07  1.880e+00 -7.244e-02  5.377e-01  1.265e+00 -9.963e-08  1.093e-07  1.337e-02  2.223e-03  2.223e-03  1.029e-01  3.618e-05  3.620e-05  2.788e-05  1.948e-03  5.086e-03 
 1.730e-09  3.980e-01  1.190e-07  5.055e-07  1.880e+00  5.124e-02  6.982e-01  3.790e-01 -9.655e-08  7.081e-08  1.336e-02  2.214e-03  2.214e-03  1.029e-01  3.582e-05  3.582e-05  2.763e-05  1.960e-03  5.054e-03 
 1.750e-09  4.031e-01  1.277e-07  4.994e-07  1.880e+00  1.622e-01  4.295e-01  3.165e-01 -7.440e-08  3.778e-08  1.335e-02  2.204e-03  2.204e-03  1.029e-01  3.544e-05  3.543e-05  2.736e-05  1.972e-03  5.016e-03 
 1.770e-09  4.082e-01  1.374e-07  4.926e-07  1.880e+00  2.613e-01  9.104e-01 -1.856e-01 -4.309e-08  1.163e-08  1.333e-02  2.194e-03  2.194e-03  1.029e-01  3.506e-05  3.503e-05  2.708e-05  1.984e-03  4.972e-03 
 1.790e-09  4.132e-01  1.478e-07  4.847e-07  1.880e+00 -1.142e+00 -1.067e-01  1.019e+00 -1.117e-08 -5.572e-09  1.332e-02  2.183e-03  2.183e-03  1.029e-01  3.467e-05  3.463e-05  2.679e-05  1.997e-03  4.924e-03 
 1.810e-09  4.183e-01  1.583e-07  4.757e-07  1.880e+00 -1.040e+00 -6.597e-01  1.423e+00  3.608e-08  1.996e-10  1.330e-02  2.172e-03  2.172e-03  1.029e-01  3.427e-05  3.423e-05  2.648e-05  2.009e-03  4.890e-03 
 1.830e-09  4.234e-01  1.682e-07  4.655e-07  1.880e+00 -8.824e-01  7.434e+00  1.460e+00  5.138e-08 -2.621e-09  1.328e-02  2.160e-03  2.161e-03  1.029e-01  3.385e-05  3.382e-05  2.617e-05  2.022e-03  4.859e-03 
 1.850e-09  4.285e-01  1.771e-07  4.542e-07  1.880e+00 -7.306e-01  7.585e+00  1.295e+00  6.900e-08  9.664e-09  1.325e-02  2.148e-03  2.149e-03  1.029e-01  3.343e-05  3.340e-05  2.584e-05  2.034e-03  4.823e-03 
 1.870e-09  4.335e-01  1.843e-07  4.421e-07  1.880e+00 -5.879e-01  8.150e+00  8.893e-01  8.887e-08  2.895e-08  1.322e-02  2.136e-03  2.136e-03  1.029e-01  3.300e-05  3.298e-05  2.550e-05  2.047e-03  4.781e-03 
 1.890e-09  4.386e-01  1.894e-07  4.296e-07  1.880e+00 -4.538e-01  8.964e+00  1.016e+00  1.185e-07  2.818e-08  1.319e-02  2.123e-03  2.123e-03  1.029e-01  3.256e-05  3.254e-05  2.515e-05  2.060e-03  4.735e-03 
 1.910e-09  4.437e-01  1.922e-07  4.170e-07  1.880e+00 -3.280e-01  9.368e+00  2.979e-01  1.205e-07  2.893e-08  1.315e-02  2.110e-03  2.110e-03  1.029e-01  3.211e-05  3.210e-05  2.479e-05  2.073e-03  4.687e-03 
 1.930e-09  4.488e-01  1.926e-07  4.049e-07  1.880e+00 -2.118e-01  9.600e+00  3.910e-01  1.461e-07  4.060e-08  1.311e-02  2.096e-03  2.097e-03  1.029e-01  3.166e-05  3.165e-05  2.443e-05  2.086e-03  4.655e-03 
 1.950e-09  4.538e-01  1.906e-07  3.936e-07  1.880e+00 -1.033e-01  6.649e-01  9.198e+00  1.814e-07  7.474e-08  1.306e-02  2.082e-03  2.083e-03  1.029e-01  3.119e-05  3.118e-05  2.405e-05  2.099e-03  4.631e-03 
 1.970e-09  4.589e-01  1.862e-07  3.835e-07  1.880e+00 -3.021e-03  1.798e+00  9.680e+00  1.985e-07  9.105e-08  1.300e-02  2.068e-03  2.068e-03  1.030e-01  3.072e-05  3.071e-05  2.367e-05  2.112e-03  4.602e-03 
 1.990e-09  4.640e-01  1.797e-07  3.750e-07  1.880e+00  8.915e-02  1.483e+00  9.655e+00  1.974e-07  1.132e-07  1.292e-02  2.053e-03  2.053e-03  1.030e-01  3.023e-05  3.022e-05  2.329e-05  2.125e-03  4.566e-03 
 2.010e-09  4.691e-01  1.714e-07  3.686e-07  1.880e+00  1.735e-01  1.731e+00  1.384e+00  1.979e-07  1.233e-07  1.284e-02  2.037e-03  2.038e-03  1.030e-01  2.973e-05  2.971e-05  2.289e-05  2.138e-03  4.544e-03 
 2.030e-09  4.742e-01  1.615e-07  3.648e-07  1.880e+00  2.510e-01  2.056e+00  9.160e-01  1.720e-07  1.547e-07  1.273e-02  2.022e-03  2.022e-03  1.030e-01  2.921e-05  2.919e-05  2.250e-05  2.151e-03  4.529e-03 
 2.050e-09  4.792e-01  1.506e-07  3.640e-07  1.880e+00  3.227e-01  2.347e+00  7.106e-01  1.247e-07  1.774e-07  1.261e-02  2.005e-03  2.006e-03  1.030e-01  2.866e-05  2.864e-05  2.209e-05  2.165e-03  4.508e-03 
 2.070e-09  4.843e-01  1.393e-07  3.665e-07  1.880e+00 -1.016e+00  1.731e+00  9.837e-01  8.181e-08  1.847e-07  1.246e-02  1.989e-03  1.989e-03  1.030e-01  2.809e-05  2.807e-05  2.168e-05  2.178e-03  4.509e-03 
 2.090e-09  4.894e-01  1.284e-07  3.721e-07  1.880e+00 -8.885e-01  6.353e-01  6.281e-01  3.080e-08  1.670e-07  1.228e-02  1.972e-03  1.972e-03  1.030e-01  2.748e-05  2.746e-05  2.126e-05  2.192e-03  4.504e-03 
 2.110e-09  4.945e-01  1.185e-07  3.810e-07  1.880e+00 -7.767e-01 -2.852e-01  8.707e-01 -7.508e-09  1.410e-07  1.207e-02  1.954e-03  1.955e-03  1.030e-01  2.682e-05  2.681e-05  2.082e-05  2.205e-03  4.492e-03 
 2.130e-09  4.995e-01  1.103e-07  3.925e-07  1.880e+00 -6.607e-01 -1.276e+00  1.329e+00 -5.306e-08  9.006e-08  1.182e-02  1.936e-03  1.937e-03  1.030e-01  2.612e-05  2.611e-05  2.036e-05  2.219e-03  4.473e-03 
 2.150e-09  5.046e-01  1.043e-07  4.062e-07  1.880e+00 -5.501e-01 -8.076e-01 -9.064e-02 -7.119e-08  3.838e-08  1.152e-02  1.918e-03  1.918e-03  1.030e-01  2.535e-05  2.535e-05  1.987e-05  2.233e-03  4.448e-03 
 2.170e-09  5.097e-01  1.009e-07  4.213e-07  1.880e+00 -4.409e-01 -5.686e-01  8.940e+00 -9.131e-08  1.106e-08  1.118e-02  1.899e-03  1.899e-03  1.030e-01  2.451e-05  2.451e-05  1.933e-05  2.247e-03  4.418e-03 
 2.190e-09  5.148e-01  1.004e-07  4.371e-07  1.880e+00 -3.435e-01  1.034e+01  8.914e+00 -1.410e-07 -3.556e-08  1.079e-02  1.880e-03  1.880e-03  1.030e-01  2.359e-05  2.359e-05  1.873e-05  2.261e-03  4.383e-03 
 2.210e-09  5.198e-01  1.027e-07  4.527e-07  1.880e+00 -2.477e-01  1.042e+01  9.704e+00 -1.407e-07 -6.287e-08  1.034e-02  1.860e-03  1.861e-03  1.030e-01  2.258e-05  2.258e-05  1.806e-05  2.275e-03  4.345e-03 
 2.230e-09  5.249e-01  1.079e-07  4.674e-07  1.880e+00 -1.595e-01  1.013e+01  4.500e-02 -1.497e-07 -1.184e-07  9.855e-03  1.841e-03  1.841e-03  1.030e-01  2.148e-05  2.148e-05  1.732e-05  2.289e-03  4.303e-03 
 2.250e-09  5.300e-01  1.158e-07  4.806e-07  1.880e+00 -7.632e-02  1.001e+01 -1.368e-01 -1.367e-07 -1.355e-07  9.324e-03  1.820e-03  1.821e-03  1.030e-01  2.030e-05  2.029e-05  1.651e-05  2.303e-03  4.260e-03 
 2.270e-09  5.351e-01  1.261e-07  4.918e-07  1.880e+00  1.280e-03  1.281e-01 -1.803e-01 -1.085e-07 -1.558e-07  8.757e-03  1.800e-03  1.800e-03  1.030e-01  1.904e-05  1.903e-05  1.562e-05  2.317e-03  4.240e-03 
 2.290e-09  5.402e-01  1.385e-07  5.003e-07  1.880e+00  7.434e-02 -1.495e-01 -1.326e-01 -9.158e-08 -1.663e-07  8.161e-03  1.779e-03  1.780e-03  1.030e-01  1.771e-05  1.770e-05  1.465e-05  2.332e-03  4.228e-03 
 2.310e-09  5.452e-01  1.524e-07  5.058e-07  1.880e+00  1.443e-01 -5.994e-01 -1.328e-01 -5.753e-08 -1.843e-07  7.544e-03  1.759e-03  1.759e-03  1.030e-01  1.634e-05  1.632e-05  1.363e-05  2.347e-03  4.209e-03 
 2.330e-09  5.503e-01  1.670e-07  5.080e-07  1.880e+00  2.097e-01 -1.149e+00 -1.096e-01 -2.746e-08 -1.934e-07  6.915e-03  1.738e-03  1.738e-03  1.030e-01  1.492e-05  1.491e-05  1.256e-05  2.361e-03  4.185e-03 
 2.350e-09  5.554e-01  1.816e-07  5.071e-07  1.880e+00  2.711e-01 -1.522e+00 -4.777e-01  2.401e-08 -1.951e-07  6.282e-03  1.717e-03  1.717e-03  1.030e-01  1.350e-05  1.349e-05  1.145e-05  2.376e-03  4.155e-03 
 2.370e-09  5.605e-01  1.953e-07  5.030e-07  1.880e+00  3.274e-01 -1.650e+00 -2.931e-01  5.121e-08 -1.813e-07  5.656e-03  1.696e-03  1.696e-03  1.030e-01  1.209e-05  1.208e-05  1.034e-05  2.391e-03  4.121e-03 
 2.390e-09  5.655e-01  2.076e-07  4.963e-07  1.880e+00 -9.536e-01 -1.483e+00 -9.120e-01  9.168e-08 -1.514e-07  5.044e-03  1.675e-03  1.675e-03  1.030e-01  1.072e-05  1.070e-05  9.233e-06  2.406e-03  4.084e-03 
 2.410e-09  5.706e-01  2.180e-07  4.875e-07  1.880e+00 -8.538e-01 -1.358e+00 -1.142e+00  1.065e-07 -1.240e-07  4.456e-03  1.654e-03  1.654e-03  1.030e-01  9.402e-06  9.388e-06  8.158e-06  2.421e-03  4.044e-03 
 2.430e-09  5.757e-01  2.261e-07  4.772e-07  1.880e+00 -7.558e-01 -1.252e+00 -8.590e-01  1.273e-07 -8.625e-08  3.899e-03  1.634e-03  1.634e-03  1.030e-01  8.170e-06  8.155e-06  7.139e-06  2.436e-03  4.002e-03 
 2.450e-09  5.808e-01  2.320e-07  4.659e-07  1.880e+00 -6.693e-01 -1.147e+00 -1.046e+00  1.170e-07 -6.701e-08  3.381e-03  1.614e-03  1.614e-03  1.030e-01  7.042e-06  7.026e-06  6.195e-06  2.452e-03  3.959e-03 
 2.470e-09  5.858e-01  2.357e-07  4.542e-07  1.880e+00 -5.796e-01 -1.293e+00 -1.022e+00  1.013e-07 -4.476e-08  2.906e-03  1.594e-03  1.594e-03  1.030e-01  6.035e-06  6.016e-06  5.346e-06  2.467e-03  3.915e-03 
 2.490e-09  5.909e-01  2.376e-07  4.423e-07  1.880e+00 -4.928e-01 -1.242e+00 -8.531e-01  8.843e-08 -1.753e-08  2.480e-03  1.575e-03  1.574e-03  1.030e-01  5.161e-06  5.138e-06  4.606e-06  2.483e-03  3.870e-03 
 2.510e-09  5.960e-01  2.379e-07  4.305e-07  1.880e+00 -4.084e-01 -1.538e+00 -4.286e-01  7.236e-08 -5.702e-09  2.102e-03  1.555e-03  1.555e-03  1.030e-01  4.426e-06  4.396e-06  3.981e-06  2.499e-03  3.826e-03 
 2.530e-09  6.011e-01  2.369e-07  4.190e-07  1.880e+00 -3.298e-01 -1.742e+00 -6.009e-01  5.432e-08  3.803e-09  1.773e-03  1.537e-03  1.536e-03  1.030e-01  3.827e-06  3.789e-06  3.474e-06  2.514e-03  3.782e-03 
 2.550e-09  6.062e-01  2.350e-07  4.078e-07  1.880e+00 -2.540e-01 -1.934e+00 -8.785e-01  4.359e-08 -2.525e-09  1.491e-03  1.518e-03  1.518e-03  1.030e-01  3.356e-06  3.310e-06  3.078e-06  2.530e-03  3.738e-03 
 2.570e-09  6.112e-01  2.324e-07  3.970e-07  1.880e+00 -1.840e-01 -1.535e+00 -8.066e-01  2.486e-08  5.704e-09  1.252e-03  1.500e-03  1.500e-03  1.030e-01  2.999e-06  2.945e-06  2.782e-06  2.546e-03  3.695e-03 
 2.590e-09  6.163e-01  2.292e-07  3.865e-07  1.880e+00 -1.125e-01 -1.840e+00 -9.653e-01  2.685e-08  4.168e-09  1.050e-03  1.483e-03  1.482e-03  1.030e-01  2.740e-06  2.677e-06  2.569e-06  2.562e-03  3.652e-03 
 2.610e-09  6.214e-01  2.257e-07  3.763e-07  1.880e+00 -4.878e-02 -1.906e+00 -8.318e-01  1.298e-08  4.605e-09  8.816e-04  1.466e-03  1.465e-03  1.030e-01  2.558e-06  2.488e-06  2.423e-06  2.578e-03  3.610e-03 
 2.630e-09  6.265e-01  2.218e-07  3.663e-07  1.880e+00  1.603e-02 -1.698e+00 -8.438e-01  1.397e-08 -3.899e-09  7.412e-04  1.449e-03  1.448e-03  1.030e-01  2.436e-06  2.360e-06  2.327e-06  2.594e-03  3.568e-03 
 2.650e-09  6.315e-01  2.178e-07  3.564e-07  1.880e+00  7.569e-02 -1.838e+00 -8.518e-01  4.528e-09 -3.827e-09  6.242e-04  1.433e-03  1.432e-03  1.030e-01  2.359e-06  2.277e-06  2.268e-06  2.611e-03  3.527e-03 
 2.670e-09  6.366e-01  2.136e-07  3.467e-07  1.880e+00  1.323e-01 -1.935e+00 -1.065e+00  7.005e-09 -4.638e-09  5.268e-04  1.417e-03  1.416e-03  1.030e-01  2.312e-06  2.227e-06  2.235e-06  2.627e-03  3.487e-03 
 2.690e-09  6.417e-01  2.093e-07  3.371e-07  1.880e+00  1.858e-01 -1.983e+00 -1.208e+00  5.904e-09 -1.040e-08  4.453e-04  1.402e-03  1.401e-03  1.030e-01  2.288e-06  2.200e-06  2.220e-06  2.643e-03  3.447e-03 
 2.710e-09  6.468e-01  2.050e-07  3.275e-07  1.880e+00  2.359e-01 -2.096e+00 -8.641e-01  8.718e-09 -3.938e-09  3.770e-04  1.387e-03  1.386e-03  1.030e-01  2.279e-06  2.189e-06  2.217e-06  2.660e-03  3.408e-03 
 2.730e-09  6.519e-01  2.006e-07  3.180e-07  1.880e+00  2.835e-01 -2.131e+00 -7.512e-01  2.295e-09 -6.047e-09  3.194e-04  1.373e-03  1.372e-03  1.030e-01  2.281e-06  2.190e-06  2.224e-06  2.676e-03  3.370e-03 
 2.750e-09  6.569e-01  1.961e-07  3.085e-07  1.880e+00  3.262e-01 -2.338e+00 -9.577e-01  8.152e-09 -4.800e-09  2.707e-04  1.359e-03  1.358e-03  1.030e-01  2.290e-06  2.198e-06  2.236e-06  2.693e-03  3.332e-03 
 2.770e-09  6.620e-01  1.916e-07  2.990e-07  1.880e+00 -8.875e-01 -1.508e+01 -8.349e-01  4.353e-08 -3.975e-09  2.293e-04  1.345e-03  1.345e-03  1.030e-01  2.305e-06  2.212e-06  2.253e-06  2.709e-03  3.295e-03 
 2.790e-09  6.671e-01  1.871e-07  2.895e-07  1.880e+00 -8.507e-01 -1.471e+01 -7.157e-01  4.524e-08 -1.124e-08  1.939e-04  1.332e-03  1.332e-03  1.030e-01  2.323e-06  2.230e-06  2.272e-06  2.726e-03  3.259e-03 
 2.810e-09  6.722e-01  1.828e-07  2.800e-07  1.880e+00 -7.715e-01 -1.513e+01 -6.473e-01  4.078e-08 -9.585e-09  1.635e-04  1.320e-03  1.319e-03  1.030e-01  2.344e-06  2.251e-06  2.294e-06  2.743e-03  3.224e-03 
 2.830e-09  6.772e-01  1.785e-07  2.705e-07  1.880e+00 -6.956e-01 -1.499e+01 -1.011e+00  4.434e-08  8.662e-11  1.374e-04  1.308e-03  1.307e-03  1.030e-01  2.367e-06  2.274e-06  2.318e-06  2.760e-03  3.190e-03 
 2.850e-09  6.823e-01  1.744e-07  2.610e-07  1.880e+00 -6.178e-01 -1.519e+01 -6.441e-01  3.707e-08 -3.036e-09  1.148e-04  1.297e-03  1.296e-03  1.030e-01  2.391e-06  2.299e-06  2.344e-06  2.777e-03  3.156e-03 
 2.870e-09  6.874e-01  1.705e-07  2.515e-07  1.880e+00 -5.462e-01 -1.445e+01 -1.365e+01  3.838e-08 -3.743e-08  9.529e-05  1.286e-03  1.285e-03  1.030e-01  2.416e-06  2.325e-06  2.370e-06  2.794e-03  3.123e-03 
 2.890e-09  6.925e-01  1.667e-07  2.422e-07  1.880e+00 -4.768e-01 -1.436e+01 -1.373e+01  4.012e-08 -4.194e-08  7.840e-05  1.276e-03  1.275e-03  1.030e-01  2.442e-06  2.352e-06  2.396e-06  2.811e-03  3.091e-03 
 2.910e-09  6.975e-01  1.631e-07  2.331e-07  1.880e+00 -4.096e-01 -1.405e+01 -1.308e+01  4.111e-08 -3.442e-08  6.379e-05  1.266e-03  1.265e-03  1.030e-01  2.469e-06  2.379e-06  2.423e-06  2.828e-03  3.060e-03 
 2.930e-09  7.026e-01  1.596e-07  2.241e-07  1.880e+00 -3.411e-01 -1.424e+01 -1.313e+01  3.845e-08 -4.551e-08  5.118e-05  1.257e-03  1.256e-03  1.030e-01  2.495e-06  2.406e-06  2.450e-06  2.845e-03  3.029e-03 
 2.950e-09  7.077e-01  1.562e-07  2.152e-07  1.880e+00 -2.785e-01 -1.404e+01 -1.317e+01  3.411e-08 -4.209e-08  4.033e-05  1.248e-03  1.247e-03  1.030e-01  2.521e-06  2.434e-06  2.477e-06  2.862e-03  2.999e-03 
 2.970e-09  7.128e-01  1.529e-07  2.064e-07  1.880e+00 -2.179e-01 -8.420e-01  6.103e-01  2.254e-09 -1.908e-09  3.106e-05  1.240e-03  1.239e-03  1.030e-01  2.547e-06  2.461e-06  2.504e-06  2.880e-03  2.970e-03 
 2.990e-09  7.179e-01  1.496e-07  1.976e-07  1.880e+00 -1.604e-01 -7.082e-01  7.586e-01 -1.879e-09  2.508e-10  2.320e-05  1.233e-03  1.231e-03  1.030e-01  2.573e-06  2.488e-06  2.530e-06  2.897e-03  2.942e-03 
 3.010e-09  7.229e-01  1.463e-07  1.887e-07  1.880e+00 -1.043e-01 -4.174e-01  2.820e-01 -5.235e-10  3.813e-10  1.664e-05  1.226e-03  1.224e-03  1.030e-01  2.598e-06  2.514e-06  2.556e-06  2.914e-03  2.915e-03 
 3.030e-09  7.280e-01  1.431e-07  1.799e-07  1.880e+00 -5.315e-02  7.183e-01  3.940e-01 -4.408e-09  4.306e-09  1.127e-05  1.219e-03  1.217e-03  1.030e-01  2.623e-06  2.540e-06  2.581e-06  2.931e-03  2.889e-03 
 3.050e-09  7.331e-01  1.398e-07  1.711e-07  1.880e+00 -1.559e-03  1.052e+00  1.239e-01 -3.332e-09 -5.848e-09  7.001e-06  1.213e-03  1.211e-03  1.030e-01  2.646e-06  2.565e-06  2.606e-06  2.949e-03  2.863e-03 
 3.070e-09  7.382e-01  1.365e-07  1.622e-07  1.880e+00  4.833e-02  9.410e-01  6.489e-01 -6.927e-09 -8.748e-10  3.777e-06  1.208e-03  1.206e-03  1.030e-01  2.669e-06  2.590e-06  2.629e-06  2.966e-03  2.842e-03 
 3.090e-09  7.432e-01  1.333e-07  1.533e-07  1.880e+00  9.568e-02  1.458e+00  9.459e-01 -4.904e-09  4.252e-09  1.552e-06  1.203e-03  1.201e-03  1.031e-01  2.691e-06  2.613e-06  2.652e-06  2.984e-03  2.828e-03 
 3.110e-09  7.483e-01  1.301e-07  1.444e-07  1.880e+00  1.413e-01 -1.117e+01  9.894e-01  3.022e-08  2.050e-09  3.045e-07  1.199e-03  1.197e-03  1.031e-01  2.712e-06  2.636e-06  2.673e-06  3.001e-03  2.879e-03 
 3.130e-09  7.534e-01  1.270e-07  1.355e-07  1.880e+00  1.839e-01 -1.219e+01  1.143e+00  3.442e-08  3.229e-09  6.193e-14  1.195e-03  1.193e-03  1.031e-01  2.732e-06  2.657e-06  2.694e-06  3.018e-03  2.950e-03 
 3.150e-09  7.585e-01  1.241e-07  1.265e-07  1.880e+00  2.272e-01 -6.109e-02  6.988e-01  1.725e-10  1.974e-09  1.454e-15  1.192e-03  1.190e-03  1.031e-01  2.750e-06  2.677e-06  2.713e-06  3.036e-03  3.021e-03 
 3.170e-09  7.635e-01  1.212e-07  1.175e-07  1.880e+00  2.663e-01  1.006e-01  4.168e-01 -2.842e-10  1.177e-09  1.899e-16  1.190e-03  1.188e-03  1.031e-01  2.767e-06  2.696e-06  2.731e-06  3.053e-03  3.093e-03 
 3.190e-09  7.686e-01  1.183e-07  1.086e-07  1.880e+00  3.095e-01  1.276e+01 -3.825e-01 -3.603e-08 -1.080e-09 -6.369e-14  1.188e-03  1.186e-03  1.031e-01  2.783e-06  2.713e-06  2.748e-06  3.070e-03  3.165e-03 
 3.210e-09  7.737e-01  1.152e-07  9.959e-08  1.880e+00  3.440e-01  1.133e+01 -2.687e+00 -3.199e-08 -7.589e-09 -6.065e-14  1.187e-03  1.184e-03  1.031e-01  2.797e-06  2.730e-06  2.763e-06  3.088e-03  3.238e-03 
 3.230e-09  7.788e-01  1.120e-07  9.062e-08  1.880e+00 -8.831e-01  1.139e+01 -5.563e-01 -3.217e-08 -1.571e-09 -5.714e-14  1.186e-03  1.184e-03  1.031e-01  2.810e-06  2.744e-06  2.777e-06  3.105e-03  3.310e-03 
 3.250e-09  7.839e-01  1.087e-07  8.167e-08  1.880e+00 -8.172e-01  1.135e+01 -2.567e+00 -3.206e-08 -7.252e-09 -6.076e-14  1.186e-03  1.183e-03  1.031e-01  2.821e-06  2.757e-06  2.789e-06  3.123e-03  3.384e-03 
 3.270e-09  7.889e-01  1.053e-07  7.272e-08  1.880e+00 -7.538e-01  1.102e+01  2.109e-01 -3.114e-08  5.958e-10 -5.376e-14  1.187e-03  1.184e-03  1.031e-01  2.831e-06  2.769e-06  2.800e-06  3.140e-03  3.457e-03 
