       time        avgz        avgy        avgx        avgG      avgfEz      avgfEy      avgfEx      avgfBx      avgfBy      avgfBz        stdx        stdy        stdz    nemixrms    nemiyrms    nemirrms        stdG        rmax 
-6.900e-10  2.800e-05  2.302e-05  2.604e-05  1.000e+00 -4.851e+06 -2.378e+01 -1.682e+01 -7.477e-09 -8.221e-08  1.438e-08  2.082e-03  2.295e-03  2.390e-05  9.806e-07  1.181e-06  1.072e-06  2.270e-04  4.331e-03 
-6.700e-10  1.651e-04  6.678e-05  7.129e-05  1.002e+00 -4.780e+06 -1.071e+01 -4.275e+00  3.289e-09 -1.641e-09 -6.822e-13  2.150e-03  2.206e-03  1.454e-04  1.258e-06  1.157e-06  1.204e-06  1.385e-03  4.336e-03 
-6.500e-10  4.103e-04  1.734e-05  3.131e-05  1.004e+00 -4.752e+06  1.667e+02  1.072e+02 -7.041e-09 -1.888e-08  9.600e-13  2.154e-03  2.184e-03  3.679e-04  1.183e-06  1.151e-06  1.167e-06  3.502e-03  4.334e-03 
-6.300e-10  7.650e-04  1.437e-05 -1.079e-05  1.007e+00 -4.748e+06  2.818e+02  3.450e+02 -7.412e-10  2.404e-09  7.656e-14  2.163e-03  2.193e-03  6.887e-04  1.189e-06  1.199e-06  1.193e-06  6.582e-03  4.346e-03 
-6.100e-10  1.230e-03  2.532e-05  5.122e-06  1.012e+00 -4.775e+06  3.481e+02  5.045e+02  2.977e-08  3.780e-08  1.589e-12  2.174e-03  2.178e-03  1.106e-03  1.403e-06  1.503e-06  1.451e-06  1.066e-02  4.348e-03 
-5.900e-10  1.794e-03  4.601e-06 -2.867e-06  1.017e+00 -4.826e+06  4.605e+02  4.081e+02  3.198e-08  5.222e-09  1.531e-12  2.165e-03  2.185e-03  1.620e-03  1.921e-06  2.121e-06  2.018e-06  1.584e-02  4.351e-03 
-5.700e-10  2.472e-03 -9.619e-06 -6.650e-06  1.024e+00 -4.911e+06  3.780e+02  3.079e+02  1.186e-07  1.337e-09  6.223e-12  2.166e-03  2.174e-03  2.228e-03  2.755e-06  3.000e-06  2.875e-06  2.224e-02  4.352e-03 
-5.500e-10  3.245e-03 -1.255e-05 -4.235e-06  1.032e+00 -5.023e+06  4.424e+02 -4.300e+01  5.779e-08 -1.235e-07 -3.329e-12  2.150e-03  2.177e-03  2.931e-03  3.754e-06  4.093e-06  3.919e-06  3.008e-02  4.352e-03 
-5.300e-10  4.135e-03 -1.172e-06 -1.212e-05  1.042e+00 -5.167e+06  4.059e+02 -1.651e+01 -6.846e-09  2.435e-08  1.717e-12  2.157e-03  2.159e-03  3.728e-03  4.922e-06  5.188e-06  5.053e-06  3.957e-02  4.354e-03 
-5.100e-10  5.118e-03 -1.345e-05  7.226e-07  1.053e+00 -5.331e+06  2.848e+02 -2.486e+02 -5.133e-08 -5.704e-08 -5.583e-12  2.152e-03  2.147e-03  4.620e-03  6.069e-06  6.294e-06  6.180e-06  5.097e-02  4.356e-03 
-4.900e-10  6.212e-03 -4.663e-06 -9.532e-06  1.066e+00 -5.519e+06  9.276e+01 -1.217e+02 -7.526e-08  1.208e-07  7.695e-12  2.141e-03  2.140e-03  5.604e-03  7.109e-06  7.354e-06  7.231e-06  6.452e-02  4.355e-03 
-4.700e-10  7.401e-03 -1.153e-06 -2.704e-06  1.081e+00 -5.724e+06 -1.968e+02 -1.244e+02  3.030e-08  1.418e-07  6.929e-12  2.125e-03  2.125e-03  6.679e-03  8.050e-06  8.265e-06  8.157e-06  8.043e-02  4.348e-03 
-4.500e-10  8.701e-03 -6.357e-07 -1.171e-06  1.099e+00 -5.944e+06 -3.737e+02 -2.336e+02  8.590e-08 -6.398e-09 -1.377e-13  2.116e-03  2.107e-03  7.840e-03  8.949e-06  9.062e-06  9.005e-06  9.890e-02  4.347e-03 
-4.300e-10  1.011e-02  2.515e-06  6.038e-06  1.119e+00 -6.180e+06 -4.161e+02 -2.373e+02  7.919e-08 -7.129e-08 -1.476e-12  2.095e-03  2.098e-03  9.083e-03  9.652e-06  9.860e-06  9.755e-06  1.201e-01  4.354e-03 
-4.100e-10  1.160e-02 -4.197e-06 -5.768e-06  1.142e+00 -6.422e+06 -3.787e+02 -1.807e+02  5.395e-08 -6.992e-08 -1.153e-12  2.083e-03  2.073e-03  1.040e-02  1.035e-05  1.042e-05  1.039e-05  1.441e-01  4.358e-03 
-3.900e-10  1.319e-02 -5.015e-07  2.178e-06  1.167e+00 -6.670e+06 -3.331e+02 -2.867e+02  5.421e-08 -2.422e-07 -1.466e-12  2.056e-03  2.060e-03  1.180e-02  1.081e-05  1.098e-05  1.089e-05  1.709e-01  4.361e-03 
-3.700e-10  1.486e-02 -6.675e-06 -6.826e-06  1.195e+00 -6.885e+06 -3.695e+02 -1.237e+02  9.414e-08  1.076e-07 -1.522e-12  2.041e-03  2.034e-03  1.325e-02  1.117e-05  1.119e-05  1.118e-05  2.002e-01  4.363e-03 
-3.500e-10  1.663e-02 -3.314e-06  2.890e-06  1.225e+00 -7.006e+06 -5.428e+02 -4.489e+02  3.305e-08  5.725e-08 -1.303e-12  2.017e-03  2.018e-03  1.476e-02  1.112e-05  1.116e-05  1.114e-05  2.306e-01  4.361e-03 
-3.300e-10  1.845e-02 -4.859e-06 -2.666e-06  1.255e+00 -6.943e+06 -9.260e+02 -1.136e+03  9.224e-08 -6.712e-08 -1.016e-12  2.002e-03  1.993e-03  1.633e-02  1.094e-05  1.082e-05  1.088e-05  2.592e-01  4.351e-03 
-3.100e-10  2.035e-02 -3.817e-06 -3.565e-07  1.285e+00 -6.739e+06 -8.901e+02 -9.819e+02  3.965e-08 -2.088e-07  5.850e-12  1.983e-03  1.976e-03  1.792e-02  1.084e-05  1.074e-05  1.079e-05  2.834e-01  4.347e-03 
-2.900e-10  2.230e-02 -3.349e-06 -3.687e-06  1.312e+00 -6.481e+06 -5.288e+02  4.728e+02 -7.585e-08  5.604e-08  6.483e-13  1.963e-03  1.959e-03  1.955e-02  1.094e-05  1.086e-05  1.090e-05  3.027e-01  4.351e-03 
-2.700e-10  2.432e-02  7.136e-06  2.360e-06  1.338e+00 -6.219e+06 -1.345e+02  8.680e+02 -1.581e-07  5.129e-08  1.411e-12  1.948e-03  1.945e-03  2.119e-02  1.122e-05  1.115e-05  1.118e-05  3.177e-01  4.354e-03 
-2.500e-10  2.639e-02 -7.621e-06 -3.624e-06  1.362e+00 -5.968e+06 -5.875e+01  4.152e+02 -6.304e-08 -6.096e-09  1.208e-12  1.931e-03  1.933e-03  2.284e-02  1.152e-05  1.149e-05  1.150e-05  3.294e-01  4.352e-03 
-2.300e-10  2.848e-02  1.719e-06 -1.480e-07  1.383e+00 -5.729e+06  3.613e+02  3.024e+02  6.637e-08 -1.063e-07  3.340e-12  1.916e-03  1.923e-03  2.450e-02  1.184e-05  1.184e-05  1.184e-05  3.385e-01  4.347e-03 
-2.100e-10  3.064e-02 -1.738e-06 -1.448e-06  1.404e+00 -5.506e+06  5.091e+02  2.716e+02  4.492e-08 -1.040e-07  2.673e-12  1.907e-03  1.910e-03  2.615e-02  1.221e-05  1.215e-05  1.218e-05  3.455e-01  4.342e-03 
-1.900e-10  3.279e-02 -1.113e-07 -1.874e-06  1.422e+00 -5.297e+06  3.010e+02 -2.500e+02  1.425e-07 -1.399e-07  2.248e-12  1.893e-03  1.902e-03  2.782e-02  1.249e-05  1.248e-05  1.248e-05  3.509e-01  4.344e-03 
-1.700e-10  3.501e-02  5.137e-07 -3.527e-06  1.440e+00 -5.102e+06  6.194e+02 -4.219e+02  9.906e-08 -1.183e-07  9.855e-13  1.887e-03  1.891e-03  2.947e-02  1.282e-05  1.276e-05  1.279e-05  3.549e-01  4.348e-03 
-1.500e-10  3.722e-02 -2.386e-06 -1.312e-06  1.456e+00 -4.919e+06  5.101e+02 -1.600e+02  1.517e-08 -1.293e-07  5.964e-13  1.879e-03  1.884e-03  3.113e-02  1.308e-05  1.304e-05  1.306e-05  3.580e-01  4.350e-03 
-1.300e-10  3.947e-02 -2.464e-06 -2.488e-06  1.471e+00 -4.749e+06 -2.793e+02  2.079e+02  2.023e-08 -1.545e-08 -1.373e-13  1.875e-03  1.873e-03  3.278e-02  1.336e-05  1.326e-05  1.331e-05  3.601e-01  4.350e-03 
-1.100e-10  4.172e-02 -2.841e-06 -3.735e-06  1.484e+00 -4.589e+06 -4.974e+02 -1.684e+02  7.481e-08 -1.734e-08 -4.423e-13  1.871e-03  1.864e-03  3.443e-02  1.359e-05  1.346e-05  1.353e-05  3.617e-01  4.343e-03 
-9.000e-11  4.400e-02  1.177e-06 -2.113e-06  1.497e+00 -4.439e+06 -4.665e+02 -2.419e+02 -8.823e-09  7.909e-08 -9.535e-13  1.863e-03  1.864e-03  3.607e-02  1.376e-05  1.373e-05  1.374e-05  3.626e-01  4.346e-03 
-7.000e-11  4.633e-02 -6.204e-07  9.908e-07  1.510e+00 -4.298e+06 -8.493e+01  2.221e+02  1.040e-08  4.872e-08 -8.105e-13  1.859e-03  1.859e-03  3.770e-02  1.395e-05  1.393e-05  1.394e-05  3.629e-01  4.346e-03 
-5.000e-11  4.863e-02 -1.772e-07  3.038e-07  1.521e+00 -4.166e+06  2.819e+02  4.278e+02  1.274e-07 -1.714e-08 -3.835e-13  1.853e-03  1.858e-03  3.933e-02  1.408e-05  1.416e-05  1.412e-05  3.630e-01  4.344e-03 
-3.000e-11  5.098e-02 -1.285e-06 -2.331e-06  1.532e+00 -4.042e+06  5.783e+02  1.712e+02  8.077e-08 -2.694e-08  1.099e-13  1.854e-03  1.851e-03  4.095e-02  1.427e-05  1.431e-05  1.429e-05  3.626e-01  4.350e-03 
-1.000e-11  5.330e-02  1.160e-06 -4.587e-06  1.542e+00 -3.924e+06  5.649e+02 -1.571e+02  5.347e-08 -8.454e-08  7.157e-15  1.851e-03  1.848e-03  4.258e-02  1.440e-05  1.447e-05  1.443e-05  3.621e-01  4.354e-03 
 1.000e-11  5.568e-02  1.838e-06 -5.062e-06  1.552e+00 -3.813e+06  2.979e+02 -3.361e+02  3.876e-08 -1.410e-08 -2.220e-13  1.849e-03  1.848e-03  4.419e-02  1.453e-05  1.465e-05  1.459e-05  3.612e-01  4.356e-03 
 3.000e-11  5.803e-02 -2.593e-07 -7.435e-07  1.561e+00 -3.708e+06  5.594e+01  5.054e+01 -4.177e-08 -1.671e-08  1.413e-13  1.845e-03  1.849e-03  4.581e-02  1.464e-05  1.480e-05  1.472e-05  3.603e-01  4.355e-03 
 5.000e-11  6.040e-02 -6.338e-07  5.236e-07  1.569e+00 -3.609e+06 -3.177e+02 -1.650e+02 -2.235e-08 -5.829e-08 -1.028e-13  1.844e-03  1.850e-03  4.741e-02  1.477e-05  1.492e-05  1.485e-05  3.592e-01  4.349e-03 
 7.000e-11  6.277e-02  7.337e-07  1.337e-07  1.577e+00 -3.515e+06 -4.275e+02 -3.669e+02  3.127e-08 -1.193e-08 -2.411e-13  1.844e-03  1.849e-03  4.902e-02  1.492e-05  1.501e-05  1.496e-05  3.580e-01  4.350e-03 
 9.000e-11  6.516e-02 -3.497e-06  9.027e-07  1.585e+00 -3.426e+06 -7.692e+01 -2.206e+02  4.485e-08  1.722e-08 -5.504e-13  1.848e-03  1.846e-03  5.062e-02  1.508e-05  1.507e-05  1.507e-05  3.566e-01  4.349e-03 
 1.100e-10  6.759e-02 -1.310e-06 -9.399e-07  1.592e+00 -3.341e+06  7.288e+01 -8.189e+01  7.131e-08  1.602e-08 -9.050e-13  1.850e-03  1.846e-03  5.221e-02  1.523e-05  1.515e-05  1.519e-05  3.550e-01  4.352e-03 
 1.300e-10  6.997e-02  1.810e-07 -2.106e-06  1.599e+00 -3.261e+06 -8.735e+01  3.424e+01  2.654e-08 -6.102e-08 -2.200e-13  1.852e-03  1.847e-03  5.380e-02  1.534e-05  1.522e-05  1.528e-05  3.535e-01  4.352e-03 
 1.500e-10  7.241e-02 -1.997e-06 -3.053e-07  1.606e+00 -3.183e+06  1.758e+01  4.500e+02 -1.389e-09 -5.661e-08  1.754e-07  1.853e-03  1.849e-03  5.538e-02  1.544e-05  1.532e-05  1.538e-05  3.518e-01  4.349e-03 
 1.700e-10  7.481e-02 -6.115e-08 -3.314e-06  1.612e+00 -3.110e+06 -1.960e+00  5.958e+02 -1.227e-09  3.202e-08  1.589e-06  1.853e-03  1.852e-03  5.697e-02  1.550e-05  1.542e-05  1.546e-05  3.502e-01  4.343e-03 
 1.900e-10  7.726e-02 -7.160e-07  6.182e-07  1.618e+00 -3.040e+06  3.391e+01  3.491e+02 -4.313e-08 -3.151e-08  4.361e-06  1.855e-03  1.856e-03  5.854e-02  1.556e-05  1.555e-05  1.555e-05  3.484e-01  4.349e-03 
 2.100e-10  7.966e-02 -1.410e-06 -1.155e-06  1.624e+00 -2.973e+06  1.484e+02 -1.327e+02 -2.675e-08 -1.447e-07  8.474e-06  1.859e-03  1.857e-03  6.012e-02  1.561e-05  1.564e-05  1.563e-05  3.468e-01  4.353e-03 
 2.300e-10  8.210e-02 -2.614e-06 -3.309e-08  1.630e+00 -2.909e+06 -9.502e+01 -1.694e+02 -1.139e-07 -6.760e-08  1.392e-05  1.862e-03  1.862e-03  6.169e-02  1.566e-05  1.575e-05  1.571e-05  3.450e-01  4.355e-03 
 2.500e-10  8.452e-02 -1.133e-06 -1.306e-06  1.635e+00 -2.849e+06 -3.832e+02 -3.377e+02 -4.800e-08 -6.969e-08  2.072e-05  1.865e-03  1.866e-03  6.327e-02  1.573e-05  1.582e-05  1.578e-05  3.433e-01  4.352e-03 
 2.700e-10  8.696e-02 -2.029e-06  1.888e-06  1.640e+00 -2.790e+06 -3.761e+02 -3.883e+02  2.412e-08  5.483e-08  2.889e-05  1.870e-03  1.868e-03  6.484e-02  1.584e-05  1.586e-05  1.585e-05  3.415e-01  4.353e-03 
 2.900e-10  8.944e-02 -3.706e-06 -5.381e-07  1.645e+00 -2.733e+06 -2.735e+02 -2.548e+02  5.917e-08 -9.676e-09  3.850e-05  1.875e-03  1.872e-03  6.639e-02  1.594e-05  1.592e-05  1.593e-05  3.396e-01  4.352e-03 
 3.100e-10  9.186e-02 -5.250e-08  1.184e-06  1.649e+00 -2.679e+06 -5.610e+01  2.228e+02  6.720e-08 -2.391e-08  4.959e-05  1.878e-03  1.877e-03  6.796e-02  1.600e-05  1.598e-05  1.599e-05  3.379e-01  4.347e-03 
 3.300e-10  9.435e-02  8.503e-07 -6.520e-07  1.654e+00 -2.626e+06 -5.417e+01  5.662e+02 -2.426e-08  6.272e-08  6.233e-05  1.883e-03  1.882e-03  6.951e-02  1.608e-05  1.605e-05  1.607e-05  3.360e-01  4.348e-03 
 3.500e-10  9.678e-02  1.784e-06  1.116e-06  1.658e+00 -2.577e+06 -1.257e+02  4.223e+02 -3.411e-08  2.378e-08  7.678e-05  1.888e-03  1.888e-03  7.107e-02  1.615e-05  1.611e-05  1.613e-05  3.343e-01  4.348e-03 
 3.700e-10  9.927e-02  1.917e-06  3.836e-07  1.663e+00 -2.528e+06 -1.331e+01 -2.606e+02  2.101e-09 -7.110e-08  9.321e-05  1.892e-03  1.894e-03  7.261e-02  1.624e-05  1.616e-05  1.620e-05  3.324e-01  4.363e-03 
 3.900e-10  1.017e-01  1.768e-06 -3.866e-08  1.666e+00 -2.483e+06  2.083e+02 -5.820e+02  3.040e-09 -1.704e-09  1.118e-04  1.899e-03  1.898e-03  7.417e-02  1.632e-05  1.620e-05  1.626e-05  3.307e-01  4.417e-03 
 4.100e-10  1.042e-01  8.243e-07  4.691e-07  1.670e+00 -2.438e+06  3.394e+02 -2.328e+02 -1.246e-08  4.535e-08  1.328e-04  1.905e-03  1.903e-03  7.572e-02  1.639e-05  1.626e-05  1.632e-05  3.289e-01  4.472e-03 
 4.300e-10  1.066e-01  2.646e-07  2.145e-06  1.674e+00 -2.395e+06  3.016e+02  2.262e+02 -2.843e-08  5.185e-09  1.565e-04  1.909e-03  1.911e-03  7.727e-02  1.640e-05  1.636e-05  1.638e-05  3.273e-01  4.528e-03 
 4.500e-10  1.091e-01  3.303e-07  2.338e-07  1.677e+00 -2.353e+06  1.597e+02  4.368e+02  1.265e-08  4.002e-08  1.836e-04  1.917e-03  1.916e-03  7.881e-02  1.645e-05  1.644e-05  1.644e-05  3.255e-01  4.586e-03 
 4.700e-10  1.116e-01 -4.909e-07  1.122e-06  1.681e+00 -2.313e+06  1.011e+02  3.315e+02 -6.513e-09 -1.927e-08  2.145e-04  1.924e-03  1.923e-03  8.034e-02  1.651e-05  1.652e-05  1.651e-05  3.236e-01  4.644e-03 
 4.900e-10  1.141e-01  2.458e-06 -3.525e-07  1.684e+00 -2.274e+06  1.317e+02  2.351e+02 -4.403e-09 -1.755e-08  2.497e-04  1.931e-03  1.929e-03  8.189e-02  1.657e-05  1.657e-05  1.656e-05  3.220e-01  4.703e-03 
 5.100e-10  1.166e-01  6.139e-07  1.653e-06  1.688e+00 -2.236e+06  1.369e+02  4.016e+02 -3.379e-08  2.008e-08  2.904e-04  1.937e-03  1.937e-03  8.342e-02  1.664e-05  1.663e-05  1.663e-05  3.202e-01  4.762e-03 
 5.300e-10  1.190e-01  2.225e-06 -3.520e-07  1.691e+00 -2.200e+06  9.794e+01  2.814e+02 -6.953e-08  4.402e-08  3.372e-04  1.945e-03  1.944e-03  8.496e-02  1.671e-05  1.668e-05  1.669e-05  3.186e-01  4.822e-03 
 5.500e-10  1.215e-01  5.772e-07 -1.634e-07  1.694e+00 -2.164e+06  4.617e+01 -1.940e+02 -1.681e-08 -4.485e-09  3.919e-04  1.951e-03  1.953e-03  8.649e-02  1.676e-05  1.676e-05  1.675e-05  3.168e-01  4.883e-03 
 5.700e-10  1.240e-01  2.048e-06 -3.840e-07  1.697e+00 -2.131e+06  1.537e+02 -2.078e+02  3.333e-08 -3.702e-08  4.555e-04  1.959e-03  1.960e-03  8.803e-02  1.683e-05  1.682e-05  1.681e-05  3.153e-01  4.944e-03 
 5.900e-10  1.265e-01  1.071e-06 -7.676e-07  1.700e+00 -2.098e+06  3.343e+02 -1.880e+02 -4.276e-08  1.120e-08  5.304e-04  1.968e-03  1.967e-03  8.956e-02  1.690e-05  1.689e-05  1.688e-05  3.136e-01  5.006e-03 
 6.100e-10  1.289e-01  8.738e-07 -1.496e-06  1.702e+00 -2.066e+06  2.512e+02 -3.047e+02 -5.964e-09 -3.828e-08  6.185e-04  1.976e-03  1.975e-03  9.109e-02  1.699e-05  1.697e-05  1.695e-05  3.121e-01  5.068e-03 
 6.300e-10  1.314e-01 -5.044e-07  2.683e-07  1.705e+00 -2.035e+06  1.054e+02 -2.394e+02  7.864e-09 -4.234e-08  7.230e-04  1.984e-03  1.983e-03  9.262e-02  1.708e-05  1.707e-05  1.703e-05  3.105e-01  5.131e-03 
 6.500e-10  1.340e-01  1.680e-06 -1.226e-06  1.708e+00 -2.005e+06 -8.270e+01 -2.399e+02 -6.866e-08 -2.913e-08  8.471e-04  1.993e-03  1.992e-03  9.414e-02  1.720e-05  1.719e-05  1.714e-05  3.087e-01  5.194e-03 
 6.700e-10  1.364e-01 -4.463e-07  1.029e-06  1.710e+00 -1.976e+06 -2.842e+02 -2.085e+02  3.619e-09 -2.265e-08  9.939e-04  2.001e-03  2.001e-03  9.567e-02  1.735e-05  1.733e-05  1.726e-05  3.073e-01  5.257e-03 
 6.900e-10  1.389e-01  7.824e-07  2.337e-07  1.713e+00 -1.947e+06 -2.806e+02 -1.966e+02  2.473e-08 -8.190e-08  1.168e-03  2.009e-03  2.010e-03  9.718e-02  1.754e-05  1.752e-05  1.741e-05  3.056e-01  5.321e-03 
 7.100e-10  1.422e-01  2.907e-07  9.901e-07  1.719e+00 -1.905e+06 -2.716e+02 -8.581e+01  2.183e-08  1.553e-08  1.379e-03  2.018e-03  2.018e-03  9.844e-02  1.787e-05  1.783e-05  1.768e-05  3.005e-01  5.385e-03 
 7.300e-10  1.467e-01  2.749e-07  1.028e-06  1.731e+00 -1.836e+06 -1.143e+02  3.082e+01 -3.224e-08 -1.096e-08  1.642e-03  2.025e-03  2.025e-03  9.916e-02  1.840e-05  1.837e-05  1.813e-05  2.885e-01  5.450e-03 
 7.500e-10  1.513e-01  2.637e-07  1.064e-06  1.744e+00 -1.768e+06  1.832e+02  6.413e+01 -1.161e-08 -1.906e-08  1.949e-03  2.032e-03  2.033e-03  9.980e-02  1.904e-05  1.903e-05  1.867e-05  2.755e-01  5.514e-03 
 7.700e-10  1.560e-01  2.482e-07  1.096e-06  1.756e+00 -1.699e+06  2.648e+02 -2.673e+01  5.054e-09 -1.674e-08  2.303e-03  2.040e-03  2.040e-03  1.004e-01  1.982e-05  1.983e-05  1.931e-05  2.616e-01  5.578e-03 
 7.900e-10  1.607e-01  2.260e-07  1.126e-06  1.768e+00 -1.629e+06  1.867e+02  6.836e+00  7.457e-08 -6.653e-08  2.707e-03  2.048e-03  2.049e-03  1.009e-01  2.077e-05  2.080e-05  2.005e-05  2.467e-01  5.642e-03 
 8.100e-10  1.655e-01  2.006e-07  1.151e-06  1.780e+00 -1.556e+06 -7.731e+01  1.341e+02  5.853e-08 -2.660e-08  3.159e-03  2.057e-03  2.057e-03  1.013e-01  2.188e-05  2.193e-05  2.089e-05  2.309e-01  5.705e-03 
 8.300e-10  1.704e-01  1.809e-07  1.166e-06  1.792e+00 -1.480e+06 -3.844e+02  1.579e+02  6.649e-08  1.276e-08  3.655e-03  2.066e-03  2.066e-03  1.016e-01  2.314e-05  2.321e-05  2.181e-05  2.141e-01  5.766e-03 
 8.500e-10  1.752e-01  1.758e-07  1.171e-06  1.803e+00 -1.399e+06 -4.336e+02  7.022e+01  6.977e-08  5.188e-09  4.193e-03  2.075e-03  2.076e-03  1.019e-01  2.453e-05  2.460e-05  2.276e-05  1.965e-01  5.825e-03 
 8.700e-10  1.802e-01  1.849e-07  1.168e-06  1.814e+00 -1.312e+06 -2.253e+02  1.273e+02  6.943e-08  3.765e-08  4.765e-03  2.086e-03  2.086e-03  1.022e-01  2.599e-05  2.605e-05  2.369e-05  1.779e-01  5.881e-03 
 8.900e-10  1.851e-01  2.004e-07  1.157e-06  1.825e+00 -1.217e+06 -8.340e+01  3.692e+02  5.031e-08  4.528e-08  5.364e-03  2.096e-03  2.097e-03  1.024e-01  2.749e-05  2.754e-05  2.456e-05  1.586e-01  5.932e-03 
 9.100e-10  1.901e-01  2.164e-07  1.131e-06  1.835e+00 -1.114e+06 -1.501e+01  3.743e+02  3.798e-08  5.982e-08  5.981e-03  2.108e-03  2.109e-03  1.026e-01  2.899e-05  2.903e-05  2.534e-05  1.387e-01  5.978e-03 
 9.300e-10  1.951e-01  2.302e-07  1.091e-06  1.844e+00 -1.003e+06  5.392e+01  3.509e+02  3.468e-08  5.459e-08  6.609e-03  2.120e-03  2.121e-03  1.027e-01  3.045e-05  3.050e-05  2.601e-05  1.183e-01  6.017e-03 
 9.500e-10  2.001e-01  2.391e-07  1.039e-06  1.852e+00 -8.842e+05  1.955e+02  3.651e+02  1.955e-08  4.713e-08  7.238e-03  2.133e-03  2.134e-03  1.028e-01  3.186e-05  3.191e-05  2.654e-05  9.774e-02  6.048e-03 
 9.700e-10  2.051e-01  2.396e-07  9.787e-07  1.860e+00 -7.562e+05  1.728e+02  9.926e+01  1.042e-08  4.174e-08  7.860e-03  2.146e-03  2.147e-03  1.028e-01  3.320e-05  3.324e-05  2.694e-05  7.741e-02  6.071e-03 
 9.900e-10  2.102e-01  2.327e-07  9.192e-07  1.866e+00 -6.193e+05  1.701e+02 -2.150e+02 -1.829e-09  3.316e-08  8.465e-03  2.159e-03  2.160e-03  1.029e-01  3.444e-05  3.446e-05  2.720e-05  5.780e-02  6.084e-03 
 1.010e-09  2.153e-01  2.191e-07  8.711e-07  1.871e+00 -4.742e+05  2.316e+02 -2.876e+02  6.589e-09  3.083e-08  9.045e-03  2.172e-03  2.173e-03  1.029e-01  3.555e-05  3.555e-05  2.732e-05  3.965e-02  6.087e-03 
 1.030e-09  2.203e-01  1.980e-07  8.362e-07  1.875e+00 -3.253e+05  1.375e+02 -2.015e+02  1.163e-08  2.349e-08  9.593e-03  2.186e-03  2.187e-03  1.029e-01  3.655e-05  3.653e-05  2.735e-05  2.407e-02  6.080e-03 
 1.050e-09  2.254e-01  1.742e-07  8.111e-07  1.878e+00 -1.870e+05 -1.129e+02 -1.535e+02  1.194e-09  2.592e-08  1.010e-02  2.199e-03  2.200e-03  1.029e-01  3.748e-05  3.745e-05  2.739e-05  1.250e-02  6.063e-03 
 1.070e-09  2.305e-01  1.552e-07  7.939e-07  1.879e+00 -8.714e+04 -1.275e+02 -2.225e+02 -4.894e-09  2.537e-08  1.057e-02  2.212e-03  2.213e-03  1.029e-01  3.841e-05  3.838e-05  2.758e-05  5.859e-03  6.044e-03 
 1.090e-09  2.356e-01  1.416e-07  7.849e-07  1.879e+00 -3.727e+04 -5.438e+01 -1.295e+02 -1.603e-08  2.499e-08  1.098e-02  2.224e-03  2.225e-03  1.029e-01  3.929e-05  3.926e-05  2.786e-05  3.089e-03  6.054e-03 
 1.110e-09  2.406e-01  1.306e-07  7.809e-07  1.880e+00 -1.717e+04 -1.893e+01 -4.911e+01 -3.027e-08  1.423e-08  1.135e-02  2.235e-03  2.237e-03  1.029e-01  4.004e-05  4.001e-05  2.812e-05  2.151e-03  6.055e-03 
 1.130e-09  2.457e-01  1.210e-07  7.784e-07  1.880e+00 -8.812e+03 -6.783e+00 -1.858e+01 -3.549e-08 -1.809e-09  1.167e-02  2.246e-03  2.247e-03  1.029e-01  4.064e-05  4.061e-05  2.834e-05  1.847e-03  6.045e-03 
 1.150e-09  2.508e-01  1.121e-07  7.761e-07  1.880e+00 -4.902e+03 -2.310e+00 -7.234e+00 -5.694e-08 -2.021e-08  1.195e-02  2.256e-03  2.257e-03  1.029e-01  4.109e-05  4.106e-05  2.851e-05  1.742e-03  6.025e-03 
 1.170e-09  2.559e-01  1.039e-07  7.734e-07  1.880e+00 -2.866e+03 -1.073e+00 -3.096e+00 -5.639e-08 -3.475e-08  1.219e-02  2.264e-03  2.265e-03  1.029e-01  4.141e-05  4.138e-05  2.865e-05  1.704e-03  5.995e-03 
 1.190e-09  2.609e-01  9.629e-08  7.700e-07  1.880e+00 -1.725e+03  1.484e-01 -1.195e+00 -7.136e-08 -4.838e-08  1.239e-02  2.272e-03  2.273e-03  1.029e-01  4.163e-05  4.161e-05  2.878e-05  1.691e-03  5.957e-03 
 1.210e-09  2.660e-01  8.935e-08  7.659e-07  1.880e+00 -1.054e+03 -6.730e-02 -1.068e+01 -6.685e-08 -7.147e-08  1.255e-02  2.279e-03  2.280e-03  1.029e-01  4.177e-05  4.175e-05  2.891e-05  1.689e-03  5.912e-03 
 1.230e-09  2.711e-01  8.314e-08  7.610e-07  1.880e+00 -6.508e+02 -1.052e+01 -1.056e+01 -4.215e-08 -7.376e-08  1.269e-02  2.285e-03  2.286e-03  1.029e-01  4.183e-05  4.182e-05  2.903e-05  1.692e-03  5.897e-03 
 1.250e-09  2.762e-01  7.777e-08  7.554e-07  1.880e+00 -4.024e+02 -1.676e+00 -1.811e+00 -6.734e-08 -2.333e-08  1.281e-02  2.290e-03  2.291e-03  1.029e-01  4.184e-05  4.183e-05  2.914e-05  1.699e-03  5.909e-03 
 1.270e-09  2.812e-01  7.321e-08  7.491e-07  1.880e+00 -2.486e+02 -1.725e+00 -1.871e+00 -6.926e-08 -1.958e-08  1.291e-02  2.294e-03  2.295e-03  1.029e-01  4.180e-05  4.179e-05  2.926e-05  1.706e-03  5.912e-03 
